Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0011, 0.0000, 12.0000, 0.0000, -1374.1800, 1732.5664, 25.0000, 47.0000, 0.0004, 0.7292, 156.2500, 0.8103, 0.1502, 0.0000, 0.0316, 7.8577, 2.5000, 12.0000, 17.1000, -6.6950, 11.2300, 14.6900, 24.7574, 64.0000, 6.0000, 0.0000, 0.8125
2, 16, 3.1731, 4.0000, 0.0009, 0.0342, 7.8000, 0.3654, -770.3300, 2238.4508, 14.0000, 26.5000, 0.0002, 0.5818, 125.6198, 0.8042, 0.1626, 22.0000, 0.0192, 9.2238, 1.3942, 7.3269, 6.0000, 62.4931, 8.8300, 11.0019, 15.5057, 79.6053, 10.0000, 0.0000, 0.7091
3, 574, 3.4717, 4.0000, 0.0004, 0.0167, 6.9000, 0.4214, -659.6400, 2987.9856, 12.0000, 22.7143, 0.0001, 0.5818, 91.8274, 0.8040, 0.1682, 37.0000, 0.0167, 9.5596, 1.5094, 6.8679, 5.3000, 56.0819, 9.1700, 11.0799, 14.8719, 108.9000, 11.0000, 0.0100, 0.6970
4, 1474, 4.1250, 4.0000, 0.0008, 0.0244, 8.4000, 0.3438, -616.6900, 2755.2600, 11.0000, 21.3333, 0.0003, 0.7015, 93.5620, 0.7995, 0.1572, 11.0000, 0.0081, 8.3079, 1.4844, 7.4219, 7.8000, 59.6035, 8.9400, 10.2456, 12.9083, 106.8810, 4.0000, 0.0190, 0.8060
5, 1845, 2.8313, 4.0000, 0.0012, 0.0840, 12.1000, 0.1566, -799.5000, 2121.0435, 10.5000, 27.6667, 0.0005, 0.4762, 368.4807, 0.7664, 0.1391, 8.0000, 0.0367, 9.5907, 1.3855, 9.7952, 3.1000, 61.5365, 9.3300, 11.5494, 13.9582, 27.1385, 5.0000, 0.0105, 0.5952
6, 2228, 3.4311, 4.0000, 0.0002, 0.0417, 11.0000, 0.2994, -970.7700, 2747.5546, 15.0000, 33.4000, 0.0002, 0.4971, 166.2050, 0.8013, 0.1460, 32.0000, 0.0329, 10.1435, 1.4551, 8.8263, 6.7000, 49.8334, 10.0000, 14.6061, 18.1504, 60.1667, 17.0000, 0.0110, 0.6023
7, 3141, 3.2021, 3.0000, 0.0012, 0.0338, 5.3000, 0.3936, -545.6700, 1947.1263, 7.5000, 18.8000, 0.0004, 0.4646, 208.1420, 0.7890, 0.1772, 10.0000, 0.0105, 9.6388, 1.2340, 6.3298, 3.1000, 83.3530, 7.2800, 6.3037, 9.2221, 48.0441, 2.0000, 0.0000, 0.6162
8, 3617, 2.9239, 4.0000, 0.0024, 0.0312, 7.6000, 0.4239, -1347.8900, 1243.4919, 22.5000, 46.0000, 0.0007, 0.3830, 156.1793, 0.8063, 0.1625, 18.0000, 0.0125, 9.6458, 1.3043, 6.7065, 7.2000, 49.7972, 9.1100, 17.7413, 21.4435, 64.0290, 6.0000, 0.0000, 0.6064
9, 4099, 3.3483, 3.0000, 0.0004, 0.0379, 5.0000, 0.3632, -839.4700, 1847.6030, 13.5000, 28.7143, 0.0002, 0.4029, 151.7579, 0.7779, 0.1800, 34.0000, 0.0116, 10.6205, 1.2886, 7.4975, 8.4000, 68.6781, 7.9700, 10.8135, 13.0778, 65.8944, 9.0000, 0.0000, 0.5485
10, 5051, 3.6970, 4.0000, 0.0008, 0.0254, 9.4000, 0.3485, -972.6600, 2333.2862, 18.0000, 33.3333, 0.0002, 0.6442, 81.3609, 0.8094, 0.1629, 17.0000, 0.0173, 8.8972, 1.4545, 8.0909, 6.4000, 61.4505, 10.3000, 10.1536, 18.9333, 122.9091, 7.0000, 0.0069, 0.7692
