Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0036, 0.0556, 21.5000, 0.0000, -902.3100, 1128.3101, 14.5000, 31.0000, 0.0009, 0.6875, 175.7812, 0.7862, 0.1572, 0.0000, 0.0314, 7.2347, 0.5000, 16.0000, 11.2000, 162.5050, 7.6400, -8.9100, 14.9806, 56.8889, 2.0000, 0.0000, 0.8125
2, 20, 3.7304, 4.0000, 0.0005, 0.0405, 7.4000, 0.4087, -476.9200, 1722.3467, 6.5000, 16.5714, 0.0002, 0.3415, 157.9748, 0.7914, 0.1648, 41.0000, 0.0199, 11.1666, 1.3348, 7.2304, 3.1000, 77.2374, 7.4100, 6.5676, 10.0768, 63.3013, 9.0000, 0.0032, 0.4919
3, 1258, 4.0870, 4.0000, 0.0005, 0.0319, 7.1000, 0.3913, -405.8900, 1929.5262, 4.5000, 14.1538, 0.0002, 0.4416, 141.2044, 0.7956, 0.1665, 32.0000, 0.0130, 10.3031, 1.3750, 7.0272, 3.1000, 76.1438, 7.4600, 6.1550, 8.7050, 70.8193, 8.0000, 0.0060, 0.5888
4, 2263, 3.8740, 4.0000, 0.0008, 0.0248, 6.6000, 0.4803, -524.6200, 1937.6748, 6.5000, 18.1429, 0.0004, 0.4586, 134.5469, 0.8058, 0.1693, 29.0000, 0.0219, 9.8921, 1.4409, 6.1260, 5.3000, 66.5161, 7.7400, 8.4889, 12.2965, 74.3235, 5.0000, 0.0000, 0.6165
5, 2950, 4.3968, 4.0000, 0.0010, 0.0315, 8.7000, 0.3968, -730.9400, 1750.2735, 11.5000, 25.2000, 0.0004, 0.4308, 120.7101, 0.7883, 0.1574, 28.0000, 0.0372, 9.9315, 1.4603, 7.6746, 3.1000, 57.7141, 9.3800, 11.4697, 13.8895, 82.8431, 8.0000, 0.0229, 0.6077
6, 3651, 3.6667, 3.0000, 0.0024, 0.0147, 7.3000, 0.4444, -1036.1500, 1634.0273, 14.0000, 35.5000, 0.0008, 0.4722, 192.9012, 0.7785, 0.1600, 5.0000, 0.0215, 9.0747, 1.5000, 6.8611, 7.2000, 61.6650, 9.3400, 9.1300, 17.5803, 51.8400, 2.0000, 0.0000, 0.6528
7, 3857, 4.0631, 4.0000, 0.0007, 0.0879, 10.2000, 0.2162, -974.9700, 1689.7547, 13.0000, 33.5000, 0.0005, 0.3897, 290.8737, 0.7749, 0.1517, 14.0000, 0.0245, 10.4718, 1.2432, 9.7928, 3.1000, 73.4904, 8.9000, 9.9028, 16.3851, 34.3792, 6.0000, 0.0000, 0.5368
8, 4337, 3.9187, 4.0000, 0.0014, 0.0343, 5.7000, 0.4065, -716.8400, 1423.6045, 10.5000, 24.6000, 0.0005, 0.3889, 131.0154, 0.7843, 0.1748, 19.0000, 0.0245, 10.0419, 1.3008, 7.1382, 3.1000, 71.8172, 7.8600, 9.3536, 12.7668, 76.3269, 4.0000, 0.0065, 0.5873
9, 4951, 3.7552, 4.0000, 0.0007, 0.0271, 5.9000, 0.4427, -556.7500, 1722.2830, 13.5000, 19.2000, 0.0002, 0.3568, 213.6310, 0.7988, 0.1741, 26.0000, 0.0097, 10.9937, 1.3177, 6.3490, 3.1000, 75.8689, 7.8400, 7.4470, 10.1800, 46.8097, 6.0000, 0.0000, 0.5025
10, 5987, 3.4275, 4.0000, 0.0015, 0.0332, 6.0000, 0.4885, -542.3200, 1506.8792, 6.0000, 18.7143, 0.0004, 0.3188, 258.3491, 0.7934, 0.1734, 23.0000, 0.0101, 10.7899, 1.1985, 6.1145, 5.3000, 86.4492, 7.5400, 5.8506, 8.7071, 38.7073, 1.0000, 0.0000, 0.5000
