Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.0000, 5.0000, 0.0042, 0.0000, 16.8000, 0.0000, -929.0000, 2010.1268, 14.5000, 32.0000, 0.0009, 0.7576, 73.4619, 0.8100, 0.1500, 0.0000, 0.0350, 7.0944, 2.0000, 14.5000, 3.1000, 35.6050, 10.0100, 8.7900, 17.8000, 136.1250, 0.0000, 0.0200, 0.8788
2, 19, 3.0000, 4.0000, 0.0027, 0.0309, 10.6000, 0.3226, -929.3600, 1407.6220, 13.5000, 32.0000, 0.0007, 0.5000, 188.2461, 0.8107, 0.1493, 13.0000, 0.0400, 8.8184, 1.4839, 6.8387, 3.1000, 49.8345, 9.7700, 14.0097, 17.1750, 53.1220, 0.0000, 0.0107, 0.6818
3, 378, 3.0654, 4.0000, 0.0009, 0.0238, 9.3000, 0.3271, -617.6400, 1721.5685, 11.0000, 21.4000, 0.0003, 0.5268, 111.6071, 0.8130, 0.1537, 18.0000, 0.0539, 9.3960, 1.6075, 7.6636, 6.7000, 49.1215, 9.4900, 11.7242, 15.2890, 89.6000, 6.0000, 0.0095, 0.6786
4, 1012, 2.8434, 4.0000, 0.0008, 0.0234, 8.1000, 0.3976, -804.5900, 1491.3587, 15.0000, 27.6667, 0.0004, 0.5465, 148.7290, 0.8085, 0.1596, 10.0000, 0.0617, 9.1067, 1.6265, 6.6988, 8.8000, 41.1509, 9.7800, 14.3928, 18.7775, 67.2364, 7.0000, 0.0085, 0.6860
5, 1485, 3.6516, 4.0000, 0.0006, 0.0216, 8.1000, 0.3871, -641.1300, 2430.0139, 11.5000, 22.1429, 0.0002, 0.5370, 97.5461, 0.8064, 0.1606, 43.0000, 0.0376, 9.6819, 1.4710, 7.5226, 3.1000, 59.9161, 8.9300, 10.4031, 12.9862, 102.5156, 7.0000, 0.0046, 0.6728
6, 2366, 3.5723, 4.0000, 0.0008, 0.0197, 7.8000, 0.4025, -658.4000, 2047.0575, 14.0000, 22.7143, 0.0002, 0.5241, 113.9498, 0.7873, 0.1623, 30.0000, 0.0439, 9.7529, 1.5409, 7.0943, 3.1000, 53.4215, 8.1900, 11.4510, 13.8656, 87.7580, 10.0000, 0.0307, 0.6627
7, 3281, 3.3957, 4.0000, 0.0003, 0.0342, 10.3000, 0.3149, -852.5500, 2264.1222, 12.0000, 29.3750, 0.0001, 0.5083, 149.3056, 0.8000, 0.1498, 41.0000, 0.0426, 10.0978, 1.5574, 7.5362, 5.1000, 45.2594, 10.2900, 14.2441, 17.3670, 66.9767, 17.0000, 0.0160, 0.6292
8, 4599, 2.8013, 4.0000, 0.0006, 0.0333, 8.8000, 0.3046, -878.6800, 2057.0847, 13.5000, 30.2000, 0.0002, 0.4258, 255.5671, 0.7931, 0.1564, 17.0000, 0.0554, 10.4741, 1.6225, 6.6821, 5.7000, 38.9171, 9.1100, 15.3337, 20.5568, 39.1287, 5.0000, 0.0172, 0.5484
9, 5414, 3.4324, 4.0000, 0.0011, 0.0278, 9.8000, 0.3243, -713.7700, 2367.2358, 13.0000, 24.6667, 0.0003, 0.6234, 151.7963, 0.8121, 0.1508, 9.0000, 0.0325, 8.7321, 1.5135, 7.5000, 7.8000, 53.7551, 9.9900, 11.8895, 16.3532, 65.8778, 7.0000, 0.0093, 0.7403
10, 5848, 3.3864, 4.0000, 0.0005, 0.0295, 8.9000, 0.3636, -798.7500, 2157.4510, 11.0000, 27.5000, 0.0001, 0.4581, 102.4666, 0.7957, 0.1567, 37.0000, 0.0353, 10.2517, 1.5136, 7.7955, 7.2000, 50.8689, 8.9700, 12.9959, 16.6364, 97.5928, 11.0000, 0.0180, 0.6035
