Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 4.5000, 4.0000, 0.0031, 0.0000, 8.5000, 0.2500, -1406.3600, 1634.5071, 23.0000, 48.0000, 0.0008, 0.6531, 133.2778, 0.7863, 0.1641, 0.0000, 0.0534, 7.9445, 1.7500, 9.5000, 11.2000, 54.7250, 11.5000, 6.6200, 23.3667, 75.0312, 2.0000, 0.0229, 0.7959
2, 28, 4.1604, 4.0000, 0.0011, 0.0199, 7.9000, 0.4057, -1071.1700, 2291.4842, 18.0000, 36.6667, 0.0003, 0.5575, 122.1709, 0.8079, 0.1635, 16.0000, 0.0349, 9.2963, 1.5660, 6.8019, 3.1000, 38.4849, 10.0700, 16.6692, 19.0303, 81.8526, 4.0000, 0.0095, 0.6991
3, 633, 4.1623, 4.0000, 0.0004, 0.0187, 9.1000, 0.3701, -744.2100, 2266.6287, 11.5000, 25.6667, 0.0002, 0.5660, 152.6838, 0.8106, 0.1553, 24.0000, 0.0264, 9.6710, 1.6429, 7.2273, 6.4000, 41.7976, 10.2700, 13.8057, 17.2797, 65.4948, 8.0000, 0.0154, 0.6730
4, 1544, 4.3565, 4.0000, 0.0007, 0.0224, 8.8000, 0.4000, -665.6300, 2779.1745, 11.0000, 23.0000, 0.0002, 0.5667, 129.1667, 0.8092, 0.1565, 20.0000, 0.0268, 9.3826, 1.6696, 7.2783, 3.1000, 42.2448, 9.5100, 13.0809, 17.2000, 77.4194, 4.0000, 0.0119, 0.6917
5, 2218, 4.8545, 4.0000, 0.0010, 0.0222, 6.1000, 0.3909, -639.4200, 2036.8748, 10.5000, 22.0000, 0.0003, 0.5702, 106.1865, 0.7884, 0.1724, 20.0000, 0.0375, 9.2459, 1.3727, 7.0091, 3.1000, 68.3723, 8.0500, 9.1882, 10.6182, 94.1739, 2.0000, 0.0102, 0.7105
6, 2807, 5.1277, 4.0000, 0.0010, 0.0278, 9.6000, 0.3617, -911.3300, 2206.7432, 15.5000, 31.3333, 0.0003, 0.5833, 97.6562, 0.8015, 0.1521, 25.0000, 0.0427, 9.0067, 1.5851, 7.4894, 6.4000, 40.9317, 10.2900, 15.3343, 18.4908, 102.4000, 6.0000, 0.0186, 0.7292
7, 3349, 4.3927, 4.0000, 0.0005, 0.0268, 8.3000, 0.3881, -911.5000, 2502.0690, 11.5000, 31.2857, 0.0001, 0.4375, 119.9777, 0.7960, 0.1597, 51.0000, 0.0477, 10.3780, 1.6119, 7.3014, 6.2000, 38.7156, 9.1400, 15.6315, 20.0029, 83.3488, 12.0000, 0.0142, 0.5848
8, 4548, 4.5839, 4.0000, 0.0007, 0.0157, 8.7000, 0.4472, -938.2000, 1954.3863, 20.0000, 32.2000, 0.0002, 0.4880, 104.5144, 0.7981, 0.1579, 34.0000, 0.0293, 9.8959, 1.6273, 7.1366, 8.2000, 36.4800, 9.7000, 16.1705, 20.0850, 95.6806, 12.0000, 0.0230, 0.6386
9, 5507, 4.9225, 4.0000, 0.0009, 0.0206, 10.0000, 0.3876, -747.1400, 1822.4297, 12.0000, 25.8000, 0.0002, 0.5821, 89.1067, 0.8142, 0.1510, 17.0000, 0.0219, 9.2987, 1.8217, 7.2791, 5.7000, 26.5317, 9.7500, 15.9681, 19.9324, 112.2250, 13.0000, 0.0142, 0.7239
10, 6285, 4.4689, 4.0000, 0.0009, 0.0204, 8.7000, 0.4068, -733.4400, 1863.4139, 12.0000, 25.2857, 0.0002, 0.4511, 147.0936, 0.8054, 0.1576, 30.0000, 0.0457, 10.1017, 1.5819, 7.0169, 3.1000, 47.3395, 9.0100, 12.9381, 16.8939, 67.9839, 15.0000, 0.0088, 0.6141
