Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.5000, 4.0000, 0.0001, 0.0000, 7.3000, 0.0000, -49564.1700, 1861.8003, 15.0000, 1675.0000, 0.0000, 0.2314, 119.0051, 0.7992, 0.1579, 0.0000, 0.0381, 11.9699, 2.0000, 12.0000, 17.1000, 37.6012, 89.6600, 8.0230, 676.1800, 84.0300, 92.0000, 0.0023, 0.3480
2, 15, 3.4242, 4.0000, 0.0021, 0.0291, 9.0000, 0.3434, -981.0300, 1531.3809, 17.5000, 33.6667, 0.0006, 0.5192, 79.5118, 0.8138, 0.1578, 16.0000, 0.0550, 9.1169, 1.6061, 7.6162, 6.4000, 37.4673, 9.5600, 16.2315, 22.1795, 125.7674, 9.0000, 0.0000, 0.7212
3, 567, 3.2737, 4.0000, 0.0011, 0.0354, 8.9000, 0.3158, -921.9600, 2522.1472, 16.0000, 31.6667, 0.0004, 0.5979, 76.5225, 0.7937, 0.1552, 12.0000, 0.0354, 8.9095, 1.6211, 7.7474, 7.8000, 37.5523, 9.7700, 15.8884, 19.8246, 130.6806, 8.0000, 0.0157, 0.7526
4, 1079, 2.9149, 4.0000, 0.0011, 0.0453, 8.1000, 0.3936, -913.1100, 1550.0653, 13.5000, 31.3333, 0.0007, 0.4526, 139.6122, 0.7953, 0.1595, 25.0000, 0.0129, 9.5053, 1.3404, 7.1277, 8.8000, 61.6317, 8.8500, 12.4470, 15.5121, 71.6270, 4.0000, 0.0000, 0.6316
5, 1546, 3.5882, 4.0000, 0.0005, 0.0355, 8.6000, 0.3268, -890.8600, 1844.4939, 11.0000, 30.6000, 0.0002, 0.5287, 80.3278, 0.8066, 0.1579, 27.0000, 0.0477, 9.6516, 1.5163, 7.8627, 7.6000, 47.4936, 8.7700, 14.2368, 17.9916, 124.4899, 7.0000, 0.0000, 0.6752
6, 2366, 3.4924, 4.0000, 0.0006, 0.0220, 9.1000, 0.4091, -635.7500, 2360.0209, 15.0000, 22.0000, 0.0002, 0.5036, 128.9360, 0.8225, 0.1554, 35.0000, 0.0220, 9.7550, 1.7576, 6.8939, 6.7000, 35.8141, 9.5700, 13.7294, 18.8000, 77.5579, 11.0000, 0.0000, 0.6423
7, 3141, 3.4229, 4.0000, 0.0004, 0.0370, 8.2000, 0.3600, -725.5500, 2231.1875, 8.0000, 25.0000, 0.0002, 0.4749, 132.3305, 0.8030, 0.1600, 40.0000, 0.0479, 10.1600, 1.4686, 7.2800, 6.2000, 57.2189, 8.3200, 11.4891, 14.8000, 75.5684, 6.0000, 0.0000, 0.6034
8, 4063, 3.0781, 4.0000, 0.0024, 0.0398, 8.6000, 0.3125, -932.2200, 2079.4415, 15.5000, 32.0000, 0.0005, 0.6462, 80.4734, 0.7920, 0.1560, 10.0000, 0.0398, 8.2948, 1.5000, 7.7969, 8.8000, 47.4550, 9.1100, 14.5900, 18.4250, 124.2647, 5.0000, 0.0122, 0.8000
9, 4393, 3.5065, 4.0000, 0.0020, 0.0270, 9.3000, 0.3766, -553.9900, 1493.1831, 8.5000, 19.2500, 0.0007, 0.4815, 121.9326, 0.8198, 0.1532, 23.0000, 0.0180, 9.0773, 1.5844, 7.0649, 3.1000, 53.2547, 9.4600, 10.6136, 15.4922, 82.0125, 5.0000, 0.0000, 0.6790
10, 4840, 3.0778, 4.0000, 0.0007, 0.0488, 9.2000, 0.3293, -972.9600, 1909.4054, 11.5000, 33.4000, 0.0002, 0.4152, 137.4782, 0.7919, 0.1546, 32.0000, 0.0369, 10.3476, 1.5269, 7.7186, 5.7000, 43.7544, 8.5300, 15.4540, 19.5875, 72.7388, 10.0000, 0.0048, 0.5731
11, 5684, 3.1209, 4.0000, 0.0014, 0.0488, 10.2000, 0.3297, -656.4400, 1894.5610, 9.0000, 22.7500, 0.0005, 0.4787, 124.4907, 0.7941, 0.1486, 29.0000, 0.0255, 9.3370, 1.5604, 8.2857, 7.2000, 51.7306, 8.2900, 11.6957, 15.6934, 80.3273, 6.0000, 0.0085, 0.6596
12, 6158, 3.2471, 4.0000, 0.0012, 0.0426, 10.8000, 0.2824, -820.9800, 1808.7937, 13.0000, 28.3333, 0.0005, 0.5176, 130.1038, 0.8117, 0.1457, 22.0000, 0.0404, 9.1129, 1.5647, 8.4000, 3.1000, 45.7025, 10.0600, 13.9235, 16.5098, 76.8617, 6.0000, 0.0000, 0.6824
