Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.0000, 4.0000, 0.0000, 0.0000, 14.4000, 0.0000, -436498.6700, 1901.5111, 16.0000, 14747.0000, 0.0000, 0.0855, 138.0770, 0.8018, 0.1722, 1.0000, 0.0126, 12.4246, 2.5000, 11.0000, 14.6000, -4.6693, 736.6100, 13.9116, 5904.0149, 72.4233, 987.0000, 0.0068, 0.1597
2, 18, 4.1429, 4.0000, 0.0017, 0.0281, 9.5000, 0.3333, -945.6500, 1794.9865, 17.5000, 32.5000, 0.0006, 0.5224, 227.2221, 0.8182, 0.1551, 10.0000, 0.0080, 8.8875, 1.6825, 6.2857, 10.1000, 32.5196, 9.9600, 16.5490, 22.2308, 44.0098, 7.0000, 0.0000, 0.6716
3, 377, 4.4313, 5.0000, 0.0006, 0.0172, 10.3000, 0.3563, -772.4000, 2140.3994, 13.0000, 26.6667, 0.0002, 0.4940, 127.7399, 0.8210, 0.1496, 41.0000, 0.0081, 9.9330, 1.6625, 7.4813, 8.3000, 39.1208, 9.4300, 14.4275, 18.4167, 78.2841, 20.0000, 0.0121, 0.6325
4, 1369, 4.9425, 5.0000, 0.0012, 0.0133, 9.0000, 0.3678, -843.0300, 1538.2572, 17.5000, 29.0000, 0.0003, 0.5843, 108.5721, 0.8239, 0.1553, 20.0000, 0.0189, 8.9284, 1.6092, 6.9080, 9.7000, 41.2621, 9.8700, 14.7085, 19.8759, 92.1047, 11.0000, 0.0076, 0.7303
5, 1900, 4.9150, 4.0000, 0.0003, 0.0201, 8.9000, 0.3603, -1029.2100, 1950.6213, 19.5000, 35.2857, 0.0001, 0.4291, 138.2603, 0.8133, 0.1568, 46.0000, 0.0090, 10.6022, 1.5587, 6.9069, 5.3000, 39.1536, 9.1200, 16.5641, 20.7540, 72.3274, 25.0000, 0.0097, 0.5591
6, 3344, 4.7348, 4.0000, 0.0005, 0.0227, 6.9000, 0.4391, -1121.9700, 1645.0190, 15.5000, 38.3333, 0.0001, 0.4280, 150.4596, 0.8089, 0.1684, 49.0000, 0.0057, 10.4863, 1.4957, 6.2478, 5.5000, 41.3945, 9.1500, 17.0087, 21.2464, 66.4630, 15.0000, 0.0000, 0.5720
7, 4582, 5.3812, 4.0000, 0.0003, 0.0189, 9.5000, 0.3020, -980.5600, 2696.6000, 16.0000, 33.6667, 0.0001, 0.5288, 104.9371, 0.8225, 0.1537, 33.0000, 0.0123, 9.9906, 1.6782, 7.1980, 7.2000, 30.6861, 10.0900, 17.3430, 20.5954, 95.2952, 22.0000, 0.0049, 0.6394
8, 5802, 5.0000, 5.0000, 0.0000, 0.0112, 9.0000, 0.4286, -398.7100, 1847.3401, 9.0000, 14.0000, 0.0000, 1.0000, 0.0000, 0.8427, 0.1461, 3.0000, 0.0112, 5.4722, 2.0000, 7.5714, 17.1000, 23.4250, 8.5400, 13.4700, 17.0286, 0.0000, 3.0000, 0.0000, 1.0000
9, 5894, 4.2675, 4.0000, 0.0006, 0.0236, 6.7000, 0.4211, -831.0700, 1577.0956, 11.5000, 28.5000, 0.0001, 0.3983, 135.7369, 0.8072, 0.1692, 59.0000, 0.0073, 10.6149, 1.4912, 6.4430, 6.0000, 51.7496, 8.5300, 13.1215, 17.0140, 73.6720, 16.0000, 0.0000, 0.5551
10, 7126, 4.2047, 4.0000, 0.0009, 0.0145, 5.8000, 0.4803, -928.3700, 1607.3894, 14.0000, 31.7500, 0.0004, 0.4198, 178.3113, 0.8110, 0.1744, 38.0000, 0.0058, 10.0693, 1.4173, 6.3543, 6.0000, 54.7032, 8.2200, 13.5169, 17.1094, 56.0817, 7.0000, 0.0000, 0.5878
