Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0002, 0.0000, 9.7000, 0.0000, -36010.4000, 1712.3785, 10.5000, 1217.0000, 0.0000, 0.2115, 136.4106, 0.7758, 0.1701, 0.0000, 0.0460, 12.1765, 2.0000, 15.0000, 3.1000, 37.5944, 66.5300, 8.0256, 492.3556, 73.3081, 44.0000, 0.0290, 0.3558
2, 15, 2.7788, 4.0000, 0.0013, 0.0276, 6.6000, 0.3558, -771.8700, 1718.1091, 12.0000, 26.5000, 0.0003, 0.4909, 150.4132, 0.7549, 0.1699, 18.0000, 0.0501, 9.5123, 1.6442, 7.0192, 3.1000, 41.3431, 8.5400, 13.9519, 18.1472, 66.4835, 2.0000, 0.0465, 0.6545
3, 561, 3.0563, 4.0000, 0.0006, 0.0225, 7.0000, 0.4648, -512.5400, 2532.9783, 8.0000, 17.7500, 0.0003, 0.5133, 136.0000, 0.7953, 0.1673, 27.0000, 0.0462, 9.8286, 1.5563, 6.7887, 5.1000, 57.1526, 9.2500, 9.6973, 13.0155, 73.5294, 7.0000, 0.0150, 0.6400
4, 1364, 3.4819, 4.0000, 0.0020, 0.0259, 5.6000, 0.3735, -1217.1300, 1533.5976, 19.0000, 41.5000, 0.0006, 0.5119, 107.7098, 0.7854, 0.1745, 10.0000, 0.0613, 9.0010, 1.4096, 6.7711, 7.2000, 45.4571, 9.6400, 17.2287, 19.4916, 92.8421, 1.0000, 0.0142, 0.7024
5, 1790, 3.1654, 4.0000, 0.0010, 0.0239, 6.0000, 0.3937, -740.1800, 2116.1449, 10.5000, 25.4000, 0.0003, 0.5077, 166.8639, 0.7567, 0.1731, 19.0000, 0.0433, 9.6503, 1.4409, 7.4488, 3.1000, 59.1501, 8.7800, 11.3191, 15.1994, 59.9291, 3.0000, 0.0463, 0.6538
6, 2462, 3.0190, 4.0000, 0.0011, 0.0192, 8.4000, 0.4381, -503.3500, 2007.0204, 8.0000, 17.5000, 0.0003, 0.4955, 173.6872, 0.8125, 0.1587, 20.0000, 0.0433, 9.6057, 1.6190, 7.0667, 5.5000, 52.1011, 8.9100, 10.3398, 13.0952, 57.5748, 5.0000, 0.0096, 0.6396
7, 3088, 3.0210, 4.0000, 0.0007, 0.0257, 6.9000, 0.3986, -692.6200, 1961.5053, 10.5000, 23.8333, 0.0002, 0.4497, 173.8660, 0.7941, 0.1673, 28.0000, 0.0386, 10.1417, 1.5035, 6.6643, 3.1000, 55.4484, 8.5300, 11.4463, 14.5683, 57.5155, 3.0000, 0.0129, 0.5906
8, 3867, 2.9375, 4.0000, 0.0013, 0.0342, 7.8000, 0.4167, -667.0500, 1764.2110, 11.5000, 23.0000, 0.0003, 0.6250, 138.8889, 0.7506, 0.1662, 5.0000, 0.0286, 8.6145, 1.6250, 6.3333, 7.8000, 53.1200, 8.9400, 9.8250, 16.7362, 72.0000, 3.0000, 0.0545, 0.7500
9, 4133, 3.1776, 4.0000, 0.0010, 0.0204, 6.8000, 0.4206, -726.6000, 1843.5380, 14.0000, 25.0000, 0.0003, 0.5077, 89.9408, 0.7937, 0.1693, 22.0000, 0.0256, 9.5210, 1.5794, 6.7290, 5.7000, 51.4934, 9.3700, 11.3934, 15.7600, 111.1842, 7.0000, 0.0142, 0.6769
10, 4725, 3.4919, 4.0000, 0.0006, 0.0303, 7.4000, 0.3730, -685.8200, 2479.7495, 8.5000, 23.6250, 0.0001, 0.5153, 106.2057, 0.7893, 0.1662, 40.0000, 0.0445, 9.8855, 1.5351, 7.1946, 5.1000, 53.4907, 8.3500, 11.5433, 13.6828, 94.1569, 8.0000, 0.0138, 0.6531
11, 5717, 3.8081, 4.0000, 0.0015, 0.0227, 6.4000, 0.3232, -720.4200, 2268.8404, 12.0000, 24.7500, 0.0004, 0.5922, 67.8669, 0.7051, 0.1701, 10.0000, 0.0510, 8.9415, 1.6566, 7.8182, 7.2000, 41.5683, 8.3900, 13.6100, 16.7687, 147.3472, 4.0000, 0.1021, 0.7573
12, 6248, 3.0694, 4.0000, 0.0017, 0.0237, 6.6000, 0.3611, -1053.2000, 1513.2819, 18.0000, 36.0000, 0.0005, 0.4865, 200.8766, 0.7789, 0.1684, 11.0000, 0.0947, 9.1303, 1.6250, 6.9583, 3.1000, 32.8200, 9.2600, 17.6250, 21.6222, 49.7818, 4.0000, 0.0263, 0.6486
