Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.0000, 4.0000, 0.0069, 0.0000, -2.1000, 0.0000, -491.0900, 1416.6067, 8.0000, 17.0000, 0.0015, 0.7778, 123.4568, 0.8065, 0.1720, 0.0000, 0.1290, 6.0140, 0.5000, 12.5000, 8.8000, 162.5050, 7.1100, -8.9100, 11.5059, 81.0000, 1.0000, 0.0000, 0.8889
2, 10, 3.8966, 4.0000, 0.0012, 0.0308, 8.4000, 0.3103, -512.4500, 1955.7630, 7.0000, 17.8000, 0.0004, 0.5213, 158.4427, 0.7827, 0.1610, 10.0000, 0.0785, 9.2798, 1.4138, 7.3218, 3.1000, 69.5671, 8.0500, 7.8788, 10.7155, 63.1143, 1.0000, 0.0262, 0.6702
3, 499, 4.1085, 4.0000, 0.0012, 0.0343, 7.7000, 0.3411, -749.9200, 1753.7584, 13.5000, 25.8000, 0.0003, 0.5037, 133.8820, 0.7886, 0.1629, 17.0000, 0.0443, 9.6462, 1.4341, 7.1783, 3.1000, 59.3224, 8.7800, 11.3945, 14.3510, 74.6926, 3.0000, 0.0143, 0.6593
4, 1201, 4.5835, 4.0000, 0.0003, 0.0317, 9.0000, 0.3027, -703.7600, 2034.1479, 11.0000, 24.2941, 0.0001, 0.3767, 137.1552, 0.7900, 0.1566, 73.0000, 0.0434, 10.9601, 1.6223, 7.2421, 3.1000, 44.9319, 8.4000, 13.0276, 16.4005, 72.9101, 25.0000, 0.0213, 0.5163
5, 3508, 4.3162, 4.0000, 0.0011, 0.0195, 7.1000, 0.3761, -679.6500, 1904.8696, 9.0000, 23.4000, 0.0003, 0.4758, 184.7034, 0.7946, 0.1664, 19.0000, 0.0495, 9.7126, 1.4786, 7.2222, 3.1000, 57.9917, 8.2400, 10.9839, 15.5138, 54.1408, 1.0000, 0.0195, 0.6371
6, 4177, 4.4688, 4.0000, 0.0002, 0.0251, 7.6000, 0.3458, -812.6300, 2061.4854, 13.5000, 27.9130, 0.0000, 0.3489, 120.7530, 0.7943, 0.1646, 106.0000, 0.0428, 11.1482, 1.4673, 7.0685, 4.3000, 54.3706, 8.2300, 12.6101, 15.6512, 82.8137, 26.0000, 0.0149, 0.4797
7, 7728, 3.9919, 4.0000, 0.0012, 0.0281, 5.7000, 0.3306, -600.3800, 1759.4028, 7.5000, 20.6667, 0.0003, 0.4462, 164.4970, 0.7691, 0.1747, 13.0000, 0.0593, 9.9315, 1.3306, 7.0726, 5.5000, 73.2858, 7.5800, 8.1716, 10.2022, 60.7914, 2.0000, 0.0203, 0.6077
8, 8371, 4.6296, 4.0000, 0.0027, 0.0244, 8.7000, 0.2963, -784.1000, 1396.1444, 14.5000, 27.0000, 0.0008, 0.6034, 95.1249, 0.7561, 0.1555, 6.0000, 0.0244, 8.2458, 1.4074, 7.5741, 7.2000, 60.3633, 8.5100, 11.5474, 15.9852, 105.1250, 3.0000, 0.0610, 0.7759
9, 8701, 4.3561, 4.0000, 0.0002, 0.0395, 6.8000, 0.2963, -853.1600, 2476.1822, 7.5000, 29.2500, 0.0001, 0.4062, 143.5868, 0.7777, 0.1689, 58.0000, 0.0534, 10.9898, 1.3191, 7.7407, 3.1000, 65.5514, 7.9200, 11.3827, 14.5490, 69.6443, 8.0000, 0.0128, 0.5154
10, 10426, 4.3855, 4.0000, 0.0003, 0.0269, 8.9000, 0.3373, -654.8600, 1966.4768, 8.0000, 22.6364, 0.0001, 0.4535, 114.1758, 0.8025, 0.1571, 38.0000, 0.0418, 10.4106, 1.5221, 7.4779, 3.1000, 55.0904, 8.7400, 11.1988, 14.5164, 87.5842, 14.0000, 0.0127, 0.5853
11, 11841, 4.3671, 4.0000, 0.0006, 0.0279, 5.9000, 0.3840, -573.0900, 1913.8210, 6.0000, 19.7500, 0.0001, 0.4040, 156.1600, 0.7785, 0.1745, 36.0000, 0.0255, 10.6851, 1.3966, 6.6835, 3.1000, 68.6343, 7.2100, 8.5927, 12.1194, 64.0369, 4.0000, 0.0191, 0.5480
