Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0039, 0.0870, 6.0000, 0.1667, -962.8000, 2097.9045, 16.5000, 33.0000, 0.0008, 0.7647, 69.2042, 0.7318, 0.1676, 0.0000, 0.0615, 7.1317, 1.3333, 7.8333, 11.2000, 87.9450, 9.4500, 2.4833, 19.2606, 144.5000, 2.0000, 0.0670, 0.8824
2, 26, 3.8182, 4.0000, 0.0012, 0.0335, 8.4000, 0.2828, -762.3800, 1939.1501, 11.5000, 26.2500, 0.0003, 0.5688, 87.5347, 0.7815, 0.1616, 13.0000, 0.0693, 9.1396, 1.4949, 8.4040, 3.1000, 55.2410, 8.9900, 11.7029, 14.3095, 114.2404, 2.0000, 0.0213, 0.7248
3, 566, 3.5093, 4.0000, 0.0006, 0.0288, 10.3000, 0.3241, -622.4000, 2278.6372, 11.0000, 21.6000, 0.0003, 0.5268, 124.3622, 0.8141, 0.1490, 27.0000, 0.0449, 9.4442, 1.6111, 7.7407, 3.1000, 48.6110, 9.6400, 11.8451, 14.9363, 80.4103, 10.0000, 0.0080, 0.6696
4, 1193, 3.8000, 4.0000, 0.0009, 0.0293, 9.1000, 0.3333, -650.4100, 2249.9048, 11.0000, 22.5000, 0.0003, 0.5789, 115.2355, 0.7930, 0.1543, 11.0000, 0.0293, 9.0602, 1.6000, 7.8778, 3.1000, 48.6375, 9.5700, 12.0650, 16.1111, 86.7788, 4.0000, 0.0234, 0.7158
5, 1708, 3.9658, 4.0000, 0.0008, 0.0332, 6.1000, 0.3699, -708.4400, 1993.4426, 14.0000, 24.3333, 0.0002, 0.4771, 116.1946, 0.7865, 0.1724, 32.0000, 0.0305, 9.8773, 1.4795, 7.3493, 6.4000, 56.9750, 8.4600, 11.3575, 13.8429, 86.0625, 6.0000, 0.0080, 0.6340
6, 2465, 4.0000, 4.0000, 0.0023, 0.0210, 7.1000, 0.3529, -490.1200, 1791.1650, 7.0000, 17.0000, 0.0009, 0.5926, 116.5981, 0.8147, 0.1643, 11.0000, 0.0315, 8.2155, 1.6078, 8.0980, 7.8000, 53.5565, 9.7400, 10.0125, 12.2902, 85.7647, 0.0000, 0.0000, 0.7593
7, 2754, 4.2762, 4.0000, 0.0011, 0.0175, 6.0000, 0.4000, -609.9700, 1998.4653, 10.5000, 21.0000, 0.0003, 0.5364, 110.7438, 0.8024, 0.1731, 22.0000, 0.0280, 9.3160, 1.4286, 8.0381, 7.6000, 64.6629, 8.2700, 9.4571, 11.8286, 90.2985, 3.0000, 0.0000, 0.6909
8, 3329, 4.0138, 4.0000, 0.0009, 0.0251, 5.4000, 0.4276, -525.5300, 2058.5580, 7.5000, 18.1250, 0.0002, 0.4575, 171.7288, 0.7979, 0.1770, 26.0000, 0.0211, 10.0863, 1.4552, 6.7241, 5.1000, 65.3305, 7.4300, 8.6498, 12.4914, 58.2313, 3.0000, 0.0000, 0.6013
9, 4089, 4.4167, 4.0000, 0.0004, 0.0220, 7.1000, 0.3944, -519.7700, 2661.3904, 8.5000, 18.0000, 0.0001, 0.5526, 108.5873, 0.8114, 0.1667, 53.0000, 0.0269, 9.7830, 1.6000, 7.4722, 5.7000, 53.2050, 7.8500, 10.3100, 13.8667, 92.0918, 7.0000, 0.0000, 0.6684
10, 5094, 3.8931, 3.0000, 0.0008, 0.0337, 5.4000, 0.3585, -577.3300, 2327.0878, 7.5000, 19.8750, 0.0002, 0.4643, 184.9490, 0.7830, 0.1771, 28.0000, 0.0262, 10.1418, 1.3836, 7.0881, 3.1000, 69.6053, 7.9100, 8.4883, 10.4657, 54.0690, 3.0000, 0.0062, 0.6012
