Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0000, 0.0000, 5.0000, 0.0000, -153757.6700, 2254.2648, 10.5000, 5195.0000, 0.0000, 0.1857, 122.8960, 0.7878, 0.1625, 0.0000, 0.0383, 11.4060, 2.0000, 16.0000, 3.1000, 37.6250, 264.1900, 8.0138, 2082.7543, 81.3696, 241.0000, 0.0110, 0.2860
2, 13, 3.9130, 4.0000, 0.0015, 0.0301, 6.3000, 0.3478, -688.4000, 1522.3857, 10.5000, 23.6667, 0.0005, 0.5946, 109.5690, 0.7751, 0.1720, 9.0000, 0.0529, 8.6747, 1.5797, 7.0290, 3.1000, 49.8465, 9.2900, 12.0206, 15.6638, 91.2667, 0.0000, 0.0238, 0.7432
3, 380, 3.6333, 4.0000, 0.0013, 0.0305, 7.2000, 0.3333, -697.2600, 1709.8185, 12.0000, 24.0000, 0.0004, 0.4590, 124.9664, 0.7781, 0.1656, 12.0000, 0.0305, 9.7354, 1.4750, 8.0667, 3.1000, 57.6900, 9.3600, 11.1750, 13.6000, 80.0215, 9.0000, 0.0257, 0.6311
4, 1004, 3.5493, 4.0000, 0.0008, 0.0501, 8.4000, 0.3099, -1036.1500, 1796.4873, 13.0000, 35.5000, 0.0002, 0.5069, 140.8179, 0.7396, 0.1588, 29.0000, 0.0300, 9.7678, 1.3169, 8.6338, 3.1000, 59.3926, 10.0000, 13.7944, 17.5803, 71.0137, 3.0000, 0.0515, 0.6458
5, 1705, 4.0526, 4.0000, 0.0015, 0.0233, 8.3000, 0.3816, -547.8500, 2057.0983, 9.0000, 19.0000, 0.0004, 0.6076, 89.7292, 0.8089, 0.1585, 11.0000, 0.0303, 8.6768, 1.7105, 7.5658, 8.8000, 42.8395, 8.9800, 12.0042, 14.4421, 111.4464, 6.0000, 0.0093, 0.7595
6, 2136, 4.2000, 4.0000, 0.0019, 0.0436, 6.9000, 0.3429, -401.5700, 1535.9944, 6.0000, 14.0000, 0.0005, 0.5067, 202.6667, 0.7766, 0.1662, 8.0000, 0.0572, 9.0518, 1.4286, 7.6429, 6.7000, 71.7679, 7.9100, 6.7271, 9.0286, 49.3421, 6.0000, 0.0136, 0.6667
7, 2505, 4.2766, 4.0000, 0.0008, 0.0297, 6.5000, 0.3759, -509.4100, 2120.8971, 10.5000, 17.6250, 0.0003, 0.4830, 126.7990, 0.7976, 0.1700, 21.0000, 0.0405, 9.9027, 1.4539, 7.5816, 6.4000, 65.9456, 9.4500, 8.4398, 11.8727, 78.8650, 6.0000, 0.0027, 0.6259
8, 3248, 3.9921, 4.0000, 0.0006, 0.0371, 8.1000, 0.3690, -731.5800, 1755.5937, 11.0000, 25.2000, 0.0002, 0.3487, 131.8243, 0.7870, 0.1607, 54.0000, 0.0273, 11.0523, 1.4405, 7.5794, 4.9000, 59.3927, 8.9400, 11.2356, 15.0006, 75.8586, 11.0000, 0.0152, 0.5057
9, 4569, 3.9924, 4.0000, 0.0004, 0.0352, 7.5000, 0.3258, -696.8400, 2144.5958, 11.5000, 24.0000, 0.0001, 0.4596, 102.1843, 0.7946, 0.1643, 30.0000, 0.0455, 10.3727, 1.4773, 8.2045, 3.1000, 57.4977, 9.6500, 11.2018, 14.9030, 97.8624, 14.0000, 0.0059, 0.5919
10, 5934, 3.9294, 4.0000, 0.0003, 0.0437, 9.5000, 0.2706, -702.7800, 2518.9869, 11.0000, 24.2857, 0.0002, 0.5000, 162.0610, 0.7989, 0.1530, 33.0000, 0.0383, 10.0836, 1.5059, 8.3824, 6.2000, 54.7874, 10.4900, 11.6508, 15.8319, 61.7052, 8.0000, 0.0044, 0.6136
11, 6851, 4.0833, 4.0000, 0.0006, 0.0499, 9.0000, 0.2576, -961.3800, 2685.5411, 13.5000, 33.0000, 0.0002, 0.5294, 160.0346, 0.7918, 0.1554, 20.0000, 0.0630, 9.6371, 1.4470, 9.0530, 3.1000, 50.9264, 11.3100, 14.3542, 17.7455, 62.4865, 4.0000, 0.0029, 0.6618
12, 7535, 3.7518, 4.0000, 0.0007, 0.0470, 11.7000, 0.2628, -657.0800, 2090.9919, 8.5000, 22.8333, 0.0003, 0.4714, 135.7143, 0.7997, 0.1425, 19.0000, 0.0484, 9.9431, 1.4599, 9.2774, 5.5000, 60.1555, 10.7500, 10.5413, 14.6808, 73.6842, 9.0000, 0.0108, 0.6143
13, 8281, 4.1486, 4.0000, 0.0004, 0.0461, 7.5000, 0.2973, -612.3000, 2332.0324, 8.0000, 21.1429, 0.0002, 0.5686, 100.8159, 0.7791, 0.1640, 24.0000, 0.0420, 9.5758, 1.3986, 8.5270, 6.2000, 67.0493, 9.6400, 9.1598, 12.7815, 99.1907, 4.0000, 0.0108, 0.6863
14, 9021, 3.8889, 4.0000, 0.0008, 0.0304, 8.1000, 0.3472, -838.2400, 2055.6955, 13.5000, 28.8000, 0.0002, 0.4932, 101.3514, 0.8013, 0.1608, 25.0000, 0.0405, 9.7686, 1.4167, 8.1528, 7.6000, 57.7530, 10.5100, 12.3587, 14.5756, 98.6667, 3.0000, 0.0076, 0.6486
15, 9813, 4.0670, 4.0000, 0.0002, 0.0297, 8.8000, 0.3464, -647.2100, 2593.6929, 8.5000, 22.3750, 0.0002, 0.5348, 92.6535, 0.8091, 0.1573, 34.0000, 0.0445, 9.8700, 1.5028, 8.3184, 5.1000, 56.9881, 9.9800, 10.8692, 13.4193, 107.9290, 11.0000, 0.0040, 0.6524
16, 10826, 3.8571, 4.0000, 0.0003, 0.0433, 8.3000, 0.3277, -768.2600, 2294.8232, 10.5000, 26.4444, 0.0001, 0.4262, 127.3179, 0.7902, 0.1600, 39.0000, 0.0408, 10.6377, 1.4580, 8.1933, 3.1000, 56.6485, 9.0900, 11.9275, 15.6198, 78.5435, 7.0000, 0.0065, 0.5533
17, 12053, 3.8279, 4.0000, 0.0003, 0.0390, 9.6000, 0.3349, -620.2200, 2426.7327, 8.5000, 21.5000, 0.0001, 0.4598, 125.1594, 0.8065, 0.1528, 47.0000, 0.0331, 10.4101, 1.5023, 8.1488, 3.1000, 57.9158, 9.3600, 10.5224, 14.1814, 79.8981, 11.0000, 0.0000, 0.5804
18, 13233, 3.9943, 4.0000, 0.0006, 0.0380, 8.3000, 0.3239, -636.6300, 2049.0437, 8.5000, 22.0000, 0.0002, 0.4807, 102.5610, 0.7983, 0.1594, 26.0000, 0.0380, 10.0283, 1.4659, 8.3409, 7.6000, 60.4891, 8.8300, 10.2877, 12.2091, 97.5030, 9.0000, 0.0043, 0.6243
19, 14157, 4.1842, 4.0000, 0.0011, 0.0264, 7.5000, 0.3684, -736.3300, 2742.7978, 12.5000, 25.3333, 0.0003, 0.6203, 131.3892, 0.7986, 0.1631, 8.0000, 0.0432, 8.7312, 1.5263, 8.3289, 3.1000, 51.9954, 10.2900, 12.3005, 14.8702, 76.1098, 4.0000, 0.0120, 0.7468
20, 14576, 3.9366, 4.0000, 0.0006, 0.0358, 7.2000, 0.3756, -661.0200, 2093.7173, 11.5000, 22.7778, 0.0002, 0.4366, 132.6897, 0.7945, 0.1659, 43.0000, 0.0358, 10.4487, 1.3366, 8.0829, 5.0000, 70.6404, 8.8400, 9.0650, 12.8184, 75.3638, 11.0000, 0.0038, 0.5728
