Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 4.0000, 4.0000, 0.0001, 0.0000, 26.2000, 0.0000, -81238.0200, 1934.7609, 8.5000, 2745.0000, 0.0000, 0.1967, 135.7796, 0.7954, 0.1664, 0.0000, 0.0171, 11.8401, 2.0000, 16.0000, 13.0000, 37.6182, 142.3700, 8.0164, 1102.6227, 73.6487, 190.0000, 0.0056, 0.3148
2, 23, 3.9400, 4.0000, 0.0013, 0.0326, 8.5000, 0.3700, -588.4500, 1798.6005, 9.0000, 20.4000, 0.0004, 0.5333, 134.2404, 0.8104, 0.1583, 21.0000, 0.0157, 9.3026, 1.4200, 7.3000, 5.7000, 66.4030, 9.0100, 8.9660, 12.4737, 74.4932, 7.0000, 0.0000, 0.6857
3, 578, 3.3793, 4.0000, 0.0013, 0.0607, 9.6000, 0.2586, -555.9600, 1759.5253, 7.5000, 19.3333, 0.0010, 0.4833, 216.6667, 0.7429, 0.1500, 8.0000, 0.0357, 8.8492, 1.3276, 8.1207, 8.8000, 74.8979, 8.0200, 7.6155, 9.8023, 46.1538, 5.0000, 0.0429, 0.6500
4, 861, 4.1818, 4.0000, 0.0006, 0.0191, 6.1000, 0.3916, -517.3800, 2638.1437, 8.5000, 17.8750, 0.0001, 0.5762, 117.5387, 0.8003, 0.1730, 29.0000, 0.0204, 9.5193, 1.4545, 7.1189, 3.1000, 65.6373, 7.4500, 8.5449, 11.3458, 85.0784, 8.0000, 0.0076, 0.6954
5, 1650, 3.4561, 4.0000, 0.0012, 0.0345, 9.0000, 0.3860, -546.8800, 2072.0638, 8.5000, 19.0000, 0.0009, 0.5500, 183.3333, 0.8119, 0.1536, 6.0000, 0.0157, 8.6082, 1.5088, 8.5789, 3.1000, 59.9079, 8.2600, 9.6235, 12.5123, 54.5455, 4.0000, 0.0000, 0.7000
6, 1972, 3.9754, 4.0000, 0.0006, 0.0317, 9.5000, 0.3300, -651.6300, 1718.9784, 14.0000, 22.5556, 0.0002, 0.4067, 120.4185, 0.7945, 0.1534, 48.0000, 0.0326, 10.5026, 1.5025, 8.3596, 3.1000, 56.8327, 8.6100, 10.9357, 14.9336, 83.0437, 13.0000, 0.0176, 0.5646
7, 3109, 2.8226, 3.0000, 0.0018, 0.1142, 15.1000, 0.1613, -1811.9800, 1238.1403, 23.5000, 62.0000, 0.0026, 0.2903, 796.0458, 0.7598, 0.1260, 7.0000, 0.0079, 10.3946, 1.5161, 11.2097, 8.8000, 15.6405, 9.5100, 26.4803, 31.2516, 12.5621, 7.0000, 0.0000, 0.4355
8, 3366, 2.8962, 3.0000, 0.0020, 0.0776, 10.1000, 0.3019, -610.6100, 1321.3077, 8.0000, 21.2000, 0.0008, 0.2963, 336.0768, 0.7736, 0.1488, 7.0000, 0.0398, 10.7291, 1.3019, 8.9434, 8.2000, 75.1774, 7.4700, 8.0403, 11.8762, 29.7551, 9.0000, 0.0000, 0.4815
9, 3846, 3.4568, 4.0000, 0.0016, 0.0343, 5.0000, 0.4444, -788.7400, 1373.2654, 13.0000, 27.0000, 0.0005, 0.4756, 187.3885, 0.7868, 0.1789, 9.0000, 0.0074, 9.2634, 1.3457, 6.1358, 6.4000, 65.5856, 7.8600, 10.8190, 12.7753, 53.3651, 2.0000, 0.0000, 0.6463
10, 4257, 4.0725, 4.0000, 0.0016, 0.0247, 5.9000, 0.3768, -499.0300, 1886.1020, 7.5000, 17.2500, 0.0005, 0.5616, 138.8628, 0.8027, 0.1726, 9.0000, 0.0110, 8.7974, 1.4348, 7.0145, 6.0000, 67.9436, 8.1700, 8.0679, 12.1174, 72.0135, 3.0000, 0.0000, 0.7123
11, 4625, 4.0000, 5.0000, 0.0017, 0.0262, 10.6000, 0.3492, -604.2300, 2255.7067, 11.5000, 21.0000, 0.0004, 0.6515, 96.4187, 0.8272, 0.1466, 5.0000, 0.0157, 8.3593, 1.5714, 8.5397, 3.1000, 52.5771, 9.7000, 11.1429, 16.0190, 103.7143, 7.0000, 0.0000, 0.7879
