Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 4.6000, 4.0000, 0.0000, 0.1000, 10.3000, 0.0000, -139164.4800, 1895.2161, 11.0000, 4702.0000, 0.0000, 0.1510, 136.0607, 0.7864, 0.1624, 0.0000, 0.0352, 12.1174, 1.8000, 9.0000, 13.0000, 54.5302, 239.0500, 5.6595, 1886.5021, 73.4966, 202.0000, 0.0134, 0.2540
2, 23, 4.1829, 4.0000, 0.0004, 0.0221, 8.5000, 0.3780, -699.8200, 2201.5815, 11.0000, 24.1429, 0.0002, 0.4545, 117.5103, 0.8018, 0.1602, 26.0000, 0.0452, 10.1589, 1.6037, 7.4573, 5.3000, 47.3855, 9.0500, 12.4703, 16.9944, 85.0989, 11.0000, 0.0144, 0.6023
3, 977, 4.5256, 4.0000, 0.0007, 0.0383, 6.7000, 0.3590, -372.1700, 3485.3671, 9.0000, 13.0000, 0.0002, 0.7439, 77.3349, 0.7703, 0.1675, 21.0000, 0.0455, 8.4374, 1.5641, 7.0000, 3.1000, 61.3169, 8.1300, 7.9364, 10.8410, 129.3077, 5.0000, 0.0239, 0.8293
4, 1398, 3.5530, 4.0000, 0.0005, 0.0335, 7.6000, 0.4091, -767.7300, 2061.6275, 14.0000, 26.4000, 0.0003, 0.4380, 173.6907, 0.7860, 0.1630, 31.0000, 0.0335, 10.1802, 1.5682, 7.0758, 5.7000, 47.3708, 8.2900, 13.2105, 16.3176, 57.5736, 8.0000, 0.0175, 0.5766
5, 2088, 4.3529, 4.0000, 0.0011, 0.0205, 8.3000, 0.3676, -656.4500, 2437.9378, 12.5000, 22.6667, 0.0004, 0.6197, 134.8939, 0.8005, 0.1586, 11.0000, 0.0358, 8.6134, 1.7206, 6.4706, 6.4000, 38.2666, 9.2100, 13.5529, 16.7137, 74.1324, 6.0000, 0.0205, 0.7465
6, 2482, 4.8707, 4.0000, 0.0006, 0.0221, 9.2000, 0.3879, -671.1100, 2630.3199, 11.5000, 23.2000, 0.0002, 0.5950, 127.0405, 0.8233, 0.1546, 22.0000, 0.0147, 9.2914, 1.5517, 7.0431, 6.7000, 52.0111, 8.7000, 11.7683, 14.7972, 78.7151, 8.0000, 0.0000, 0.7107
7, 3164, 4.0714, 4.0000, 0.0014, 0.0258, 7.7000, 0.3980, -566.3700, 1681.1547, 8.5000, 19.6000, 0.0003, 0.5243, 113.1115, 0.7897, 0.1624, 21.0000, 0.0517, 9.2667, 1.5510, 7.0000, 7.6000, 55.7247, 8.9000, 10.3560, 14.3706, 88.4083, 3.0000, 0.0221, 0.6893
8, 3709, 4.2203, 4.0000, 0.0014, 0.0274, 8.8000, 0.3729, -835.2600, 2090.1168, 14.0000, 28.6667, 0.0005, 0.5393, 108.5721, 0.8000, 0.1681, 9.0000, 0.0234, 9.0344, 1.5085, 7.4407, 8.8000, 59.2564, 8.7800, 9.8800, 16.1178, 92.1047, 4.0000, 0.0085, 0.7079
9, 4041, 4.3000, 4.0000, 0.0023, 0.0172, 7.9000, 0.4000, -799.8900, 1530.0727, 14.0000, 27.5000, 0.0007, 0.6316, 92.3361, 0.7905, 0.1651, 7.0000, 0.0349, 8.1716, 1.6000, 6.7500, 3.1000, 51.1750, 9.7100, 11.0900, 16.8182, 108.3000, 3.0000, 0.0254, 0.7895
10, 4277, 4.2571, 3.0000, 0.0018, 0.0742, 8.3000, 0.3000, -675.9600, 1666.7174, 9.0000, 23.3333, 0.0007, 0.5479, 105.0854, 0.7033, 0.1573, 7.0000, 0.0297, 8.7351, 1.3143, 8.2286, 3.1000, 71.9631, 8.2500, 9.0186, 12.7619, 95.1607, 3.0000, 0.0653, 0.7260
11, 4617, 3.9136, 4.0000, 0.0021, 0.0469, 8.0000, 0.3704, -1184.5100, 1421.7336, 19.5000, 40.5000, 0.0006, 0.4940, 124.8367, 0.7394, 0.1596, 10.0000, 0.0258, 9.0652, 1.3951, 7.1605, 8.8000, 47.7053, 9.0700, 16.6667, 19.6568, 80.1047, 5.0000, 0.0493, 0.6867
12, 5046, 5.0115, 4.0000, 0.0011, 0.0276, 10.0000, 0.3563, -627.1400, 2720.1440, 9.0000, 21.7500, 0.0003, 0.6044, 120.7584, 0.8225, 0.1499, 13.0000, 0.0099, 8.9231, 1.6207, 6.8966, 3.1000, 47.6484, 9.9200, 12.0166, 16.0563, 82.8100, 2.0000, 0.0000, 0.7363
13, 5556, 4.4270, 4.0000, 0.0009, 0.0219, 7.2000, 0.4045, -513.6800, 2244.3182, 8.0000, 17.8000, 0.0002, 0.6489, 76.9579, 0.7853, 0.1650, 13.0000, 0.0437, 8.7767, 1.5393, 7.2584, 3.1000, 58.5410, 8.3800, 9.5160, 13.4121, 129.9412, 5.0000, 0.0239, 0.7766
14, 6062, 4.3718, 4.0000, 0.0018, 0.0191, 8.6000, 0.3974, -754.7800, 1539.3705, 14.0000, 26.0000, 0.0005, 0.4756, 151.6954, 0.8021, 0.1574, 15.0000, 0.0404, 9.1975, 1.6154, 7.1667, 3.1000, 43.7835, 9.5500, 13.6115, 18.0923, 65.9216, 5.0000, 0.0213, 0.6585
15, 6535, 3.9864, 4.0000, 0.0008, 0.0377, 7.9000, 0.3537, -711.0700, 1850.6188, 8.0000, 24.5000, 0.0003, 0.4605, 122.9224, 0.7971, 0.1612, 25.0000, 0.0416, 10.0130, 1.5374, 8.0000, 7.2000, 51.9022, 8.7000, 12.1065, 15.7864, 81.3521, 5.0000, 0.0039, 0.6118
16, 7307, 4.1475, 4.0000, 0.0009, 0.0298, 8.1000, 0.3525, -501.6800, 2161.8095, 7.0000, 17.4286, 0.0003, 0.5156, 125.7324, 0.7946, 0.1607, 26.0000, 0.0446, 9.6251, 1.5410, 7.9836, 3.1000, 58.7778, 7.4600, 9.3907, 14.5124, 79.5340, 7.0000, 0.0149, 0.6562
17, 7982, 4.2838, 4.0000, 0.0014, 0.0243, 7.1000, 0.3919, -534.4800, 1936.8293, 7.5000, 18.5000, 0.0005, 0.5974, 151.7963, 0.7913, 0.1650, 9.0000, 0.0461, 8.7900, 1.5946, 6.8784, 7.2000, 53.1548, 8.4500, 10.4412, 13.3459, 65.8778, 1.0000, 0.0194, 0.7273
18, 8397, 3.8065, 4.0000, 0.0010, 0.0429, 8.9000, 0.3118, -535.1800, 2637.1488, 7.0000, 18.6000, 0.0006, 0.4898, 145.7726, 0.7898, 0.1551, 14.0000, 0.0408, 9.4714, 1.4839, 8.1075, 7.6000, 62.4205, 8.2600, 9.1737, 12.6013, 68.6000, 2.0000, 0.0122, 0.6429
19, 8890, 3.5641, 4.0000, 0.0009, 0.0566, 9.2000, 0.2564, -850.1000, 1932.8824, 12.5000, 29.2500, 0.0004, 0.4286, 196.3138, 0.7788, 0.1540, 16.0000, 0.0425, 10.0452, 1.4530, 8.1880, 8.1000, 54.2232, 8.1400, 12.9628, 17.5120, 50.9388, 6.0000, 0.0106, 0.5798
20, 9458, 4.1121, 4.0000, 0.0009, 0.0315, 8.0000, 0.3645, -619.3000, 2731.8076, 9.0000, 21.4000, 0.0003, 0.5586, 120.1201, 0.7867, 0.1608, 18.0000, 0.0367, 9.3092, 1.5701, 7.5888, 3.1000, 52.2841, 8.1100, 11.2831, 15.2890, 83.2500, 5.0000, 0.0175, 0.6937
21, 10033, 4.0941, 4.0000, 0.0013, 0.0425, 8.6000, 0.2824, -614.0000, 2258.3477, 7.5000, 21.2500, 0.0004, 0.5393, 123.7218, 0.7808, 0.1566, 8.0000, 0.0604, 9.0894, 1.5765, 8.5059, 8.1000, 51.8968, 8.9500, 11.2999, 16.0294, 80.8265, 0.0000, 0.0201, 0.6966
22, 10483, 4.3218, 4.0000, 0.0007, 0.0382, 12.0000, 0.2644, -839.2400, 3126.1357, 13.5000, 29.0000, 0.0004, 0.6111, 135.8025, 0.7952, 0.1406, 11.0000, 0.0462, 8.9772, 1.6782, 8.4598, 7.8000, 35.4276, 9.4600, 15.5223, 18.9563, 73.6364, 6.0000, 0.0261, 0.7222
23, 10984, 4.2759, 4.0000, 0.0009, 0.0419, 8.2000, 0.2845, -672.2500, 2287.6653, 9.0000, 23.2000, 0.0005, 0.4876, 144.7989, 0.7802, 0.1594, 23.0000, 0.0336, 9.6975, 1.3448, 8.4828, 6.7000, 69.5146, 8.4400, 9.3270, 13.0731, 69.0613, 4.0000, 0.0117, 0.6364
