Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.2500, 4.0000, 0.0170, 0.0000, 9.7000, 0.0000, -608.4000, 652.3977, 10.5000, 21.0000, 0.0071, 0.4545, 247.9339, 0.7559, 0.1732, 0.0000, 0.0394, 6.8118, 1.2500, 14.0000, 3.1000, 97.0250, 8.9800, 0.7200, 10.3048, 40.3333, 0.0000, 0.0630, 0.7273
2, 29, 3.4688, 4.0000, 0.0008, 0.0265, 9.1000, 0.3516, -542.5900, 2527.5681, 9.0000, 18.8571, 0.0002, 0.5252, 145.9552, 0.7905, 0.1571, 20.0000, 0.0383, 9.6926, 1.4375, 7.9062, 6.2000, 66.6625, 9.4600, 8.5039, 12.0883, 68.5142, 12.0000, 0.0268, 0.6547
3, 786, 3.5116, 5.0000, 0.0013, 0.0179, 10.4000, 0.3837, -619.3300, 2591.6202, 12.0000, 21.5000, 0.0004, 0.6222, 160.4938, 0.8265, 0.1485, 13.0000, 0.0340, 8.8754, 1.4419, 8.0814, 7.2000, 63.0311, 9.9700, 9.8090, 13.2512, 62.3077, 7.0000, 0.0072, 0.7444
4, 1348, 3.5300, 4.0000, 0.0013, 0.0149, 8.5000, 0.3300, -577.3100, 2373.4339, 9.0000, 20.0000, 0.0004, 0.5048, 221.3152, 0.7772, 0.1584, 15.0000, 0.0297, 9.5098, 1.4800, 8.8700, 6.7000, 61.3270, 8.5400, 9.6740, 12.8000, 45.1844, 3.0000, 0.0495, 0.6476
5, 1957, 3.8108, 5.0000, 0.0020, 0.0109, 9.1000, 0.3784, -714.6800, 1567.9094, 14.0000, 24.6667, 0.0006, 0.4935, 151.7963, 0.8344, 0.1547, 6.0000, 0.0327, 9.0385, 1.5811, 7.6757, 9.7000, 48.0389, 8.9600, 12.6868, 14.1910, 65.8778, 7.0000, 0.0000, 0.6753
6, 2419, 3.7708, 4.0000, 0.0005, 0.0267, 9.7000, 0.3611, -836.2000, 2835.7170, 14.0000, 28.8000, 0.0001, 0.6081, 143.3528, 0.8072, 0.1521, 31.0000, 0.0232, 9.4689, 1.3958, 6.9514, 6.7000, 59.5155, 9.5500, 12.1128, 15.1311, 69.7580, 8.0000, 0.0139, 0.7027
7, 3283, 3.8525, 4.0000, 0.0006, 0.0337, 9.5000, 0.2951, -585.8200, 3562.7573, 10.5000, 20.3333, 0.0002, 0.7656, 87.8906, 0.8034, 0.1517, 10.0000, 0.0112, 8.1184, 1.5082, 8.0984, 3.1000, 58.6032, 9.5800, 10.1367, 12.0678, 113.7778, 4.0000, 0.0112, 0.8438
8, 3642, 3.7091, 4.0000, 0.0005, 0.0214, 7.9000, 0.3697, -683.6400, 2808.2700, 11.0000, 23.5714, 0.0002, 0.5407, 124.3916, 0.8137, 0.1617, 33.0000, 0.0203, 9.8040, 1.4667, 7.2242, 7.4000, 58.8300, 8.9400, 10.9095, 13.3074, 80.3913, 10.0000, 0.0032, 0.6570
9, 4579, 3.5574, 4.0000, 0.0011, 0.0366, 8.5000, 0.3443, -707.4400, 2432.0357, 12.0000, 24.4000, 0.0003, 0.5039, 156.2403, 0.7540, 0.1581, 21.0000, 0.0307, 9.6804, 1.4918, 6.8689, 6.7000, 55.8624, 8.8300, 11.5293, 15.3338, 64.0040, 10.0000, 0.0512, 0.6457
10, 5265, 3.9204, 4.0000, 0.0009, 0.0242, 8.2000, 0.3717, -543.1300, 2481.8786, 8.0000, 18.8333, 0.0002, 0.5798, 100.2754, 0.7991, 0.1601, 29.0000, 0.0196, 9.2610, 1.4513, 7.5221, 3.1000, 64.9369, 9.2100, 8.8807, 11.0732, 99.7254, 4.0000, 0.0166, 0.7143
11, 5930, 4.2222, 5.0000, 0.0026, 0.0233, 9.0000, 0.2963, -384.0400, 4284.5879, 6.5000, 13.5000, 0.0003, 0.8621, 47.5624, 0.7558, 0.1512, 6.0000, 0.0465, 6.7547, 1.7037, 7.7037, 7.2000, 48.9992, 8.6600, 9.7787, 14.2889, 210.2500, 2.0000, 0.0698, 0.9310
12, 6105, 4.5786, 5.0000, 0.0004, 0.0202, 10.2000, 0.2714, -443.5200, 3689.7597, 7.0000, 15.5556, 0.0001, 0.6887, 66.6637, 0.8133, 0.1496, 23.0000, 0.0349, 9.0733, 1.7071, 8.6071, 3.1000, 46.6218, 9.6400, 10.6210, 14.7937, 150.0066, 7.0000, 0.0169, 0.7881
13, 6997, 3.9054, 4.0000, 0.0006, 0.0136, 8.2000, 0.3378, -715.7100, 2917.1997, 13.0000, 24.6667, 0.0004, 0.6753, 80.9580, 0.8205, 0.1591, 19.0000, 0.0295, 8.5154, 1.6892, 7.6757, 3.1000, 38.8929, 9.7800, 13.9624, 17.4342, 123.5208, 4.0000, 0.0068, 0.7922
14, 7440, 3.7156, 4.0000, 0.0007, 0.0243, 10.6000, 0.3303, -627.8800, 3369.2408, 12.0000, 21.8000, 0.0002, 0.6053, 116.9591, 0.8252, 0.1474, 15.0000, 0.0182, 9.2027, 1.6972, 7.9358, 6.7000, 41.1208, 10.8100, 12.9395, 17.5273, 85.5000, 12.0000, 0.0030, 0.7193
15, 8101, 4.0568, 4.0000, 0.0016, 0.0188, 5.9000, 0.3750, -509.4200, 1970.0282, 7.5000, 17.6000, 0.0004, 0.5699, 97.1211, 0.7871, 0.1733, 21.0000, 0.0292, 8.9674, 1.5455, 7.4545, 5.7000, 58.2255, 8.2400, 9.5104, 14.3127, 102.9643, 2.0000, 0.0209, 0.7312
16, 8583, 3.8475, 4.0000, 0.0027, 0.0279, 7.7000, 0.4068, -859.3400, 1742.2205, 13.5000, 29.5000, 0.0007, 0.6393, 75.2486, 0.7988, 0.1610, 19.0000, 0.0217, 8.2058, 1.3729, 7.7288, 3.1000, 60.7467, 8.7200, 12.1150, 17.2237, 132.8929, 1.0000, 0.0000, 0.8033
17, 8909, 4.0678, 5.0000, 0.0020, 0.0270, 13.1000, 0.3390, -852.6100, 2129.3807, 16.5000, 29.5000, 0.0004, 0.6721, 102.1231, 0.8270, 0.1351, 11.0000, 0.0108, 8.2058, 1.6780, 7.5932, 10.1000, 34.9366, 10.2800, 15.7150, 20.6136, 97.9211, 8.0000, 0.0108, 0.8033
