Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.0000, 4.0000, 0.0000, 0.0000, 16.8000, 0.0000, -381617.7800, 2021.4945, 15.5000, 12893.0000, 0.0000, 0.1293, 127.3021, 0.8070, 0.1602, 0.0000, 0.0327, 11.0558, 2.5000, 14.5000, 8.8000, -4.6699, 645.4400, 13.9119, 5164.1195, 78.5533, 1092.0000, 0.0097, 0.2221
2, 19, 4.0548, 5.0000, 0.0017, 0.0225, 10.2000, 0.3425, -1092.7600, 1693.7838, 21.0000, 37.5000, 0.0004, 0.5325, 158.5428, 0.7970, 0.1512, 7.0000, 0.0648, 8.9737, 1.9041, 7.2466, 13.8000, 8.6998, 11.2400, 21.1135, 25.6667, 63.0745, 8.0000, 0.0259, 0.6883
3, 466, 4.1382, 4.0000, 0.0005, 0.0235, 9.0000, 0.3917, -1055.2100, 1993.7267, 15.5000, 36.1667, 0.0001, 0.4550, 148.9327, 0.8169, 0.1564, 43.0000, 0.0470, 10.3698, 1.7005, 6.6820, 5.5000, 26.2668, 10.2700, 18.5804, 22.3929, 67.1444, 20.0000, 0.0032, 0.5856
4, 1703, 4.0731, 4.0000, 0.0004, 0.0256, 10.1000, 0.3744, -793.5300, 3208.9473, 15.5000, 27.3750, 0.0001, 0.4956, 192.2625, 0.8146, 0.1505, 28.0000, 0.0489, 10.2928, 1.7626, 6.7626, 7.6000, 29.9370, 10.3700, 15.8844, 20.2651, 52.0122, 30.0000, 0.0093, 0.5973
5, 2995, 4.7126, 5.0000, 0.0008, 0.0104, 11.5000, 0.4253, -839.9500, 2198.6009, 19.0000, 29.0000, 0.0003, 0.6000, 108.6420, 0.8463, 0.1434, 23.0000, 0.0121, 8.9257, 1.9885, 6.9310, 10.5000, 9.1724, 11.7400, 19.1844, 23.5540, 92.0455, 15.0000, 0.0000, 0.7333
6, 3577, 4.6825, 4.0000, 0.0008, 0.0285, 8.9000, 0.3439, -606.3400, 1927.6102, 10.5000, 21.0000, 0.0002, 0.4205, 110.9796, 0.8083, 0.1565, 28.0000, 0.0389, 10.2567, 1.6138, 7.3069, 6.0000, 48.9962, 8.6500, 11.6423, 14.3259, 90.1066, 9.0000, 0.0057, 0.5949
7, 4634, 4.8359, 4.0000, 0.0004, 0.0216, 8.4000, 0.3744, -706.9000, 2720.8678, 11.0000, 24.3750, 0.0001, 0.5446, 107.3424, 0.8189, 0.1595, 42.0000, 0.0216, 9.8653, 1.5590, 7.2051, 7.2000, 50.2051, 9.3000, 12.3121, 15.4936, 93.1598, 12.0000, 0.0000, 0.6584
8, 5747, 4.7961, 4.0000, 0.0008, 0.0213, 7.6000, 0.3750, -886.1800, 2315.3536, 13.0000, 30.4000, 0.0002, 0.5541, 100.6126, 0.7915, 0.1635, 33.0000, 0.0438, 9.5474, 1.5789, 6.8816, 7.6000, 42.4001, 9.3700, 14.8976, 17.6863, 99.3911, 3.0000, 0.0237, 0.6943
9, 6594, 4.7186, 4.0000, 0.0007, 0.0264, 9.1000, 0.3533, -973.1300, 2125.9359, 15.5000, 33.4000, 0.0002, 0.5322, 108.0674, 0.8097, 0.1554, 32.0000, 0.0328, 9.7450, 1.6467, 7.1856, 7.6000, 33.6226, 9.6300, 16.8671, 21.7432, 92.5348, 18.0000, 0.0042, 0.6667
10, 7543, 4.3710, 4.0000, 0.0008, 0.0175, 7.4000, 0.4435, -1210.0600, 2048.6197, 20.5000, 41.3333, 0.0002, 0.5397, 108.3396, 0.8122, 0.1645, 29.0000, 0.0306, 9.4679, 1.5968, 6.4194, 8.8000, 29.7946, 10.0700, 19.3719, 22.3398, 92.3023, 14.0000, 0.0058, 0.6825
11, 8233, 4.4390, 5.0000, 0.0009, 0.0197, 10.4000, 0.4390, -893.0800, 2272.4204, 15.5000, 30.7500, 0.0002, 0.5354, 122.7602, 0.8263, 0.1487, 25.0000, 0.0329, 9.5027, 1.6829, 6.8862, 3.1000, 33.2481, 10.5100, 16.2610, 19.4545, 81.4596, 13.0000, 0.0053, 0.6772
