Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 4.0000, 4.0000, 0.0000, 0.0556, 7.3000, 0.0000, -280770.2800, 1862.4575, 12.0000, 9486.0000, 0.0000, 0.1203, 141.3161, 0.8065, 0.1581, 0.0000, 0.0365, 11.7117, 1.6667, 10.0000, 11.2000, 65.8277, 476.3000, 4.0795, 3802.3983, 70.7633, 560.0000, 0.0111, 0.2163
2, 20, 4.0870, 4.0000, 0.0011, 0.0335, 8.5000, 0.3804, -336.7400, 1736.1656, 12.5000, 11.8750, 0.0005, 0.4747, 167.3299, 0.7814, 0.1595, 14.0000, 0.0645, 9.5187, 1.6957, 6.2609, 3.1000, 51.7103, 8.5300, 8.9037, 13.5921, 59.7622, 7.0000, 0.0251, 0.6364
3, 560, 4.1000, 4.0000, 0.0013, 0.0172, 8.3000, 0.3833, -873.4500, 2456.6067, 15.5000, 30.0000, 0.0006, 0.6774, 114.4641, 0.8247, 0.1580, 7.0000, 0.0603, 8.2744, 1.7167, 6.2667, 7.2000, 31.1550, 11.4900, 16.3667, 18.6667, 87.3636, 3.0000, 0.0000, 0.7903
4, 910, 4.6796, 5.0000, 0.0010, 0.0263, 11.1000, 0.2913, -591.8000, 1645.3288, 18.5000, 20.6000, 0.0003, 0.5566, 101.4596, 0.8176, 0.1453, 22.0000, 0.0495, 9.1999, 1.7670, 7.6990, 6.4000, 36.4386, 10.0200, 13.2945, 18.3371, 98.5614, 8.0000, 0.0108, 0.7075
5, 1559, 3.8876, 4.0000, 0.0019, 0.0309, 8.7000, 0.3371, -863.0500, 1417.4641, 13.5000, 29.6667, 0.0005, 0.5000, 127.5992, 0.7716, 0.1564, 28.0000, 0.0267, 9.1825, 1.5843, 7.5169, 6.4000, 42.6941, 9.4000, 14.6744, 19.0577, 78.3704, 2.0000, 0.0412, 0.6848
6, 2047, 3.9918, 4.0000, 0.0006, 0.0257, 8.8000, 0.4016, -707.1600, 2562.1446, 14.5000, 24.4000, 0.0002, 0.5714, 197.7828, 0.8003, 0.1569, 25.0000, 0.0371, 9.5108, 1.6311, 6.3770, 6.0000, 44.0739, 9.6100, 13.1735, 17.3010, 50.5605, 8.0000, 0.0171, 0.6746
7, 2750, 3.6549, 4.0000, 0.0010, 0.0291, 8.6000, 0.3805, -462.9000, 1536.4010, 8.5000, 16.1429, 0.0003, 0.4370, 225.9727, 0.8012, 0.1575, 12.0000, 0.0535, 10.0452, 1.7080, 5.9735, 3.1000, 45.9562, 8.4200, 10.8597, 15.6607, 44.2531, 7.0000, 0.0122, 0.5798
8, 3406, 4.5128, 4.0000, 0.0005, 0.0337, 7.8000, 0.3504, -563.2600, 2072.9463, 8.0000, 19.5000, 0.0003, 0.5041, 187.7190, 0.7949, 0.1619, 18.0000, 0.0529, 9.7731, 1.5043, 6.5214, 5.5000, 59.7810, 7.5600, 9.7654, 12.9282, 53.2711, 3.0000, 0.0096, 0.6260
9, 4032, 5.2013, 5.0000, 0.0009, 0.0236, 10.4000, 0.3356, -423.9000, 1809.1190, 7.5000, 14.9000, 0.0003, 0.4304, 120.1730, 0.8276, 0.1488, 19.0000, 0.0546, 10.0643, 1.6980, 7.2886, 5.8000, 48.0618, 9.0700, 10.2572, 13.2083, 83.2133, 12.0000, 0.0000, 0.6076
10, 4968, 5.1395, 4.0000, 0.0011, 0.0384, 7.8000, 0.2907, -304.2800, 1809.5786, 6.0000, 10.7500, 0.0004, 0.5761, 101.6068, 0.7758, 0.1616, 6.0000, 0.0848, 8.9705, 1.6163, 7.9419, 5.5000, 59.1865, 7.6000, 7.6746, 10.8116, 98.4186, 2.0000, 0.0242, 0.7283
11, 5465, 4.8235, 4.0000, 0.0019, 0.0291, 10.1000, 0.3294, -486.4300, 1777.0605, 7.0000, 17.0000, 0.0005, 0.4889, 145.6790, 0.8136, 0.1495, 11.0000, 0.0427, 9.2545, 1.6235, 6.9529, 5.7000, 52.2294, 9.3900, 10.1976, 14.8000, 68.6441, 3.0000, 0.0078, 0.6667
12, 5982, 5.2596, 3.0000, 0.0004, 0.0443, 6.2000, 0.2212, -757.6100, 2043.5320, 11.0000, 26.0000, 0.0005, 0.4766, 249.8035, 0.6942, 0.1710, 13.0000, 0.0161, 9.7676, 1.5481, 7.0865, 7.2000, 49.4777, 7.5800, 12.8173, 14.6308, 40.0315, 2.0000, 0.0905, 0.6075
13, 6481, 4.4174, 4.0000, 0.0006, 0.0253, 8.3000, 0.4522, -552.8500, 1897.9729, 11.5000, 19.1667, 0.0003, 0.5041, 162.5572, 0.7854, 0.1595, 19.0000, 0.0432, 9.6975, 1.6087, 6.7391, 7.2000, 51.2852, 9.9400, 10.8676, 15.6667, 61.5168, 9.0000, 0.0298, 0.6364
14, 7154, 4.3143, 4.0000, 0.0015, 0.0378, 6.7000, 0.3143, -505.4400, 1876.4187, 10.5000, 17.5000, 0.0004, 0.6111, 127.3148, 0.7622, 0.1676, 13.0000, 0.0486, 8.6145, 1.4286, 6.5429, 3.1000, 68.2154, 7.7900, 8.0921, 12.1429, 78.5455, 1.0000, 0.0324, 0.7500
15, 7526, 4.6341, 4.0000, 0.0009, 0.0252, 10.7000, 0.3415, -437.6500, 1694.7258, 7.0000, 15.3750, 0.0003, 0.5385, 123.0769, 0.8220, 0.1474, 35.0000, 0.0319, 9.5210, 1.7967, 6.8130, 6.0000, 39.2245, 8.8900, 11.6079, 17.8573, 81.2500, 8.0000, 0.0053, 0.6769
16, 8281, 4.4929, 4.0000, 0.0005, 0.0276, 8.3000, 0.3929, -577.4900, 2340.7780, 8.5000, 20.0000, 0.0002, 0.5342, 156.6898, 0.7965, 0.1595, 27.0000, 0.0314, 9.7480, 1.6500, 6.5000, 5.5000, 46.9450, 9.3900, 11.6800, 15.7143, 63.8204, 9.0000, 0.0163, 0.6507
17, 9079, 4.5338, 4.0000, 0.0010, 0.0339, 9.9000, 0.3383, -639.6600, 2127.3019, 11.0000, 22.1667, 0.0003, 0.5000, 142.8271, 0.8149, 0.1512, 19.0000, 0.0469, 9.7447, 1.6090, 7.0977, 3.1000, 48.2125, 10.2300, 12.0415, 14.2802, 70.0147, 5.0000, 0.0000, 0.6449
18, 9848, 4.5980, 4.0000, 0.0007, 0.0226, 9.2000, 0.3578, -655.2400, 1536.3458, 13.0000, 22.6667, 0.0002, 0.3349, 169.9893, 0.8084, 0.1548, 48.0000, 0.0343, 10.9581, 1.7059, 6.9118, 5.1000, 39.5107, 8.1900, 13.3794, 17.6941, 58.8272, 7.0000, 0.0142, 0.5094
