Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.4286, 3.0000, 0.0095, 0.1304, 0.6000, 0.1429, -431.5000, 1020.3592, 6.0000, 15.0000, 0.0033, 0.4688, 195.3125, 0.7755, 0.1701, 0.0000, 0.0612, 7.5463, 1.1429, 6.2857, 3.1000, 106.5968, 8.3300, -0.7393, 11.3333, 51.2000, 2.0000, 0.0068, 0.7188
2, 25, 3.4219, 4.0000, 0.0007, 0.0356, 7.9000, 0.3750, -627.4600, 2758.2695, 8.0000, 21.6667, 0.0002, 0.5185, 158.0247, 0.7850, 0.1635, 18.0000, 0.0412, 9.7322, 1.5391, 7.0156, 6.4000, 54.9770, 8.8000, 10.8909, 14.8205, 63.2812, 6.0000, 0.0118, 0.6444
3, 702, 3.3034, 4.0000, 0.0004, 0.0454, 8.7000, 0.2966, -843.2800, 2433.0698, 11.0000, 29.0000, 0.0002, 0.4932, 164.3535, 0.7785, 0.1568, 29.0000, 0.0536, 9.9766, 1.4207, 8.4138, 3.1000, 57.2097, 9.1300, 12.4841, 16.0138, 60.8444, 6.0000, 0.0165, 0.6149
4, 1431, 3.7179, 4.0000, 0.0010, 0.0323, 11.6000, 0.3205, -558.5500, 2439.7569, 9.0000, 19.5000, 0.0004, 0.6341, 139.7977, 0.8168, 0.1422, 9.0000, 0.0409, 8.7837, 1.6282, 7.7051, 3.1000, 49.2963, 10.1900, 11.2278, 13.9538, 71.5319, 7.0000, 0.0086, 0.7439
5, 1897, 3.6339, 3.0000, 0.0013, 0.0366, 5.5000, 0.3393, -651.9300, 1393.0806, 9.0000, 22.4000, 0.0005, 0.3504, 179.7063, 0.7344, 0.1758, 15.0000, 0.0421, 10.2662, 1.4732, 6.8482, 3.1000, 59.4651, 7.0400, 10.5299, 13.2457, 55.6463, 2.0000, 0.0531, 0.5470
6, 2445, 3.7822, 4.0000, 0.0005, 0.0554, 7.6000, 0.3600, -726.2500, 2117.2029, 6.5000, 25.0000, 0.0001, 0.4416, 130.8071, 0.7768, 0.1633, 53.0000, 0.0268, 10.3901, 1.3911, 6.9556, 3.1000, 63.7720, 7.5400, 10.5751, 14.4444, 76.4484, 8.0000, 0.0046, 0.5844
7, 3531, 3.5630, 4.0000, 0.0008, 0.0316, 8.1000, 0.4074, -784.9200, 1694.5495, 14.5000, 27.0000, 0.0002, 0.4357, 191.8367, 0.8066, 0.1605, 28.0000, 0.0165, 10.1824, 1.4296, 6.6074, 8.2000, 58.4833, 8.7000, 11.8096, 14.9481, 52.1277, 9.0000, 0.0014, 0.5786
8, 4262, 3.8938, 4.0000, 0.0009, 0.0412, 7.3000, 0.3805, -655.6400, 2169.0368, 9.0000, 22.6000, 0.0003, 0.5339, 104.8549, 0.7925, 0.1647, 23.0000, 0.0274, 9.3969, 1.4248, 6.6991, 3.1000, 63.3597, 9.0400, 10.0364, 14.3497, 95.3699, 3.0000, 0.0017, 0.6864
9, 4847, 3.9091, 4.0000, 0.0004, 0.0369, 7.2000, 0.3636, -746.5600, 2032.9031, 7.5000, 25.6667, 0.0001, 0.4435, 127.4487, 0.7936, 0.1661, 63.0000, 0.0428, 10.4501, 1.3333, 7.4589, 3.1000, 67.9833, 8.0800, 10.1533, 14.0762, 78.4629, 2.0000, 0.0034, 0.5774
10, 6041, 3.5341, 4.0000, 0.0008, 0.0482, 9.0000, 0.3580, -563.4500, 1551.1452, 7.0000, 19.5556, 0.0003, 0.4011, 161.2124, 0.7937, 0.1558, 37.0000, 0.0280, 10.4737, 1.4830, 8.1023, 3.1000, 61.5282, 8.0800, 9.5355, 13.0495, 62.0300, 8.0000, 0.0022, 0.5604
11, 6935, 3.8936, 4.0000, 0.0005, 0.0329, 7.1000, 0.3745, -522.0100, 2113.3879, 8.0000, 18.0769, 0.0001, 0.3589, 183.7279, 0.7989, 0.1667, 71.0000, 0.0288, 11.1303, 1.3787, 7.5362, 3.1000, 71.8469, 7.3300, 7.7289, 9.7840, 54.4283, 8.0000, 0.0000, 0.4960
