Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 4.0000, 4.0000, 0.0037, 0.0000, 8.5000, 0.2500, -1052.7500, 1791.7595, 17.5000, 36.0000, 0.0011, 0.6216, 146.0920, 0.7755, 0.1684, 0.0000, 0.0663, 7.5641, 2.2500, 9.2500, 8.8000, 12.4250, 9.6900, 12.5200, 23.2889, 68.4500, 1.0000, 0.0306, 0.7838
2, 27, 3.8000, 4.0000, 0.0016, 0.0219, 7.9000, 0.4160, -749.5800, 1349.9479, 14.0000, 25.8000, 0.0004, 0.3731, 171.5304, 0.7966, 0.1625, 24.0000, 0.0449, 10.1779, 1.5840, 7.0000, 5.7000, 47.4536, 8.6900, 12.8512, 16.5216, 58.2987, 6.0000, 0.0159, 0.5746
3, 759, 3.6978, 4.0000, 0.0006, 0.0309, 7.4000, 0.3453, -672.3500, 1794.3542, 11.0000, 23.1667, 0.0003, 0.4414, 174.0785, 0.7310, 0.1647, 21.0000, 0.0412, 10.2018, 1.5468, 7.1439, 6.4000, 52.4647, 8.4900, 11.6968, 15.0221, 57.4454, 7.0000, 0.0721, 0.5793
4, 1538, 4.0629, 4.0000, 0.0010, 0.0247, 6.6000, 0.3711, -928.8400, 1611.1874, 11.0000, 31.8000, 0.0003, 0.3659, 162.8495, 0.7710, 0.1695, 16.0000, 0.0449, 10.5537, 1.4591, 7.4340, 6.7000, 51.1165, 8.7800, 14.0296, 16.7452, 61.4064, 6.0000, 0.0325, 0.5427
5, 2431, 3.8779, 4.0000, 0.0010, 0.0310, 7.0000, 0.3663, -623.4600, 1810.4981, 9.0000, 21.5000, 0.0002, 0.4157, 184.9514, 0.7848, 0.1670, 19.0000, 0.0385, 10.3286, 1.4302, 6.8256, 3.1000, 64.0148, 7.9000, 9.6717, 11.8558, 54.0683, 2.0000, 0.0171, 0.5787
6, 3367, 3.8485, 4.0000, 0.0005, 0.0357, 7.7000, 0.3471, -702.5800, 1390.7107, 10.5000, 24.2000, 0.0001, 0.2520, 191.3754, 0.7693, 0.1637, 51.0000, 0.0508, 11.9822, 1.4766, 7.3581, 4.6000, 57.3530, 7.3100, 11.2717, 13.2062, 52.2533, 7.0000, 0.0308, 0.4191
7, 5415, 4.1573, 4.0000, 0.0007, 0.0296, 8.1000, 0.3185, -550.4400, 1987.7362, 8.0000, 19.0769, 0.0002, 0.3602, 156.1927, 0.7815, 0.1613, 40.0000, 0.0565, 10.8519, 1.4758, 7.9919, 4.7000, 62.6187, 8.2700, 9.2645, 11.9856, 64.0235, 7.0000, 0.0262, 0.5287
8, 6868, 3.9605, 4.0000, 0.0008, 0.0335, 6.6000, 0.4035, -409.3900, 1426.7815, 5.5000, 14.2500, 0.0002, 0.3306, 200.1229, 0.7708, 0.1699, 37.0000, 0.0475, 11.0490, 1.3947, 7.2412, 4.7000, 74.3765, 7.2100, 6.4254, 8.6825, 49.9693, 4.0000, 0.0257, 0.5041
9, 8153, 3.7885, 4.0000, 0.0008, 0.0281, 6.9000, 0.3654, -646.8200, 1716.9510, 10.5000, 22.2857, 0.0003, 0.4172, 197.2223, 0.7763, 0.1674, 17.0000, 0.0457, 10.3390, 1.5256, 6.4038, 3.1000, 55.1458, 7.8400, 11.1040, 14.5553, 50.7042, 6.0000, 0.0281, 0.5706
10, 9009, 3.6319, 4.0000, 0.0007, 0.0346, 5.8000, 0.3681, -841.0400, 2161.8688, 13.5000, 28.8000, 0.0002, 0.4698, 155.8488, 0.7390, 0.1744, 18.0000, 0.0692, 10.0515, 1.4028, 6.7500, 5.7000, 58.9280, 8.0300, 12.1948, 14.2978, 64.1647, 3.0000, 0.0519, 0.6040
