Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0048, 0.0000, 23.8000, 0.0000, -928.6300, 1188.2523, 16.5000, 32.0000, 0.0016, 0.5758, 183.6547, 0.7979, 0.1489, 0.0000, 0.0213, 7.4631, 1.5000, 16.0000, 13.0000, 77.9050, 9.5300, 2.8900, 17.8000, 54.4500, 3.0000, 0.0213, 0.7576
2, 22, 3.6952, 4.0000, 0.0002, 0.0242, 10.1000, 0.3429, -774.6100, 2536.6785, 14.5000, 26.7500, 0.0002, 0.6216, 121.7434, 0.8196, 0.1509, 16.0000, 0.0249, 9.1741, 1.6000, 7.8857, 7.2000, 44.8313, 9.6600, 13.5275, 17.8028, 82.1400, 11.0000, 0.0062, 0.7207
3, 646, 3.7345, 4.0000, 0.0013, 0.0324, 9.5000, 0.3274, -820.1600, 2252.4613, 14.5000, 28.2500, 0.0004, 0.5641, 137.3365, 0.8148, 0.1528, 16.0000, 0.0077, 9.2722, 1.5044, 7.8230, 7.2000, 50.8869, 9.6300, 13.1797, 16.2558, 72.8138, 8.0000, 0.0000, 0.7094
4, 1297, 3.7288, 4.0000, 0.0005, 0.0322, 7.9000, 0.3797, -1441.2900, 1767.9076, 21.0000, 49.1667, 0.0002, 0.3588, 129.5791, 0.8005, 0.1622, 61.0000, 0.0296, 10.9908, 1.4746, 7.3085, 7.8000, 32.1817, 9.8000, 20.9850, 25.7684, 77.1729, 19.0000, 0.0051, 0.5150
5, 2854, 3.5726, 4.0000, 0.0012, 0.0381, 10.8000, 0.3333, -848.1200, 2202.5054, 15.5000, 29.2500, 0.0003, 0.4667, 158.3333, 0.7912, 0.1463, 31.0000, 0.0274, 9.7594, 1.4017, 8.6068, 6.0000, 58.5616, 9.9600, 12.3577, 16.4863, 63.1579, 15.0000, 0.0244, 0.6250
6, 3513, 2.8974, 3.0000, 0.0038, 0.0974, 9.1000, 0.2051, -561.3400, 1648.6027, 6.0000, 19.5000, 0.0019, 0.5385, 315.5819, 0.7532, 0.1494, 8.0000, 0.0260, 7.9909, 1.2308, 10.1026, 3.1000, 82.9194, 7.8400, 6.5381, 10.8769, 31.6875, 2.0000, 0.0000, 0.6923
7, 3670, 3.8308, 4.0000, 0.0007, 0.0214, 6.0000, 0.4205, -812.9500, 1927.9405, 14.0000, 27.8571, 0.0002, 0.4650, 125.5000, 0.8049, 0.1738, 47.0000, 0.0078, 10.1646, 1.4205, 6.2821, 6.9000, 58.3846, 8.4100, 12.0363, 14.2198, 79.6813, 6.0000, 0.0000, 0.6100
8, 4703, 3.8667, 4.0000, 0.0007, 0.0343, 8.0000, 0.3515, -683.5700, 1885.2722, 11.0000, 23.5714, 0.0003, 0.4211, 122.4308, 0.7941, 0.1613, 33.0000, 0.0092, 10.2640, 1.4606, 6.7576, 7.4000, 59.3427, 8.2200, 10.8380, 14.0346, 81.6788, 10.0000, 0.0057, 0.5848
9, 5580, 4.0859, 4.0000, 0.0009, 0.0411, 6.6000, 0.3006, -676.7600, 1837.3885, 7.0000, 23.2857, 0.0002, 0.4379, 105.7386, 0.7367, 0.1691, 26.0000, 0.0254, 10.0513, 1.2393, 8.3436, 6.9000, 78.3583, 7.5900, 8.1147, 11.7683, 94.5728, 6.0000, 0.0338, 0.6154
10, 6411, 3.6936, 4.0000, 0.0003, 0.0362, 7.5000, 0.3931, -1010.6000, 2412.6774, 14.5000, 34.6000, 0.0002, 0.5198, 114.9095, 0.7862, 0.1640, 40.0000, 0.0192, 9.9643, 1.4509, 7.4046, 8.2000, 48.9726, 9.5500, 15.0242, 18.9267, 87.0250, 9.0000, 0.0124, 0.6328
