Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 5.0000, 4.0000, 0.0020, 0.0000, 10.5000, 0.0000, -667.6000, 2090.3295, 12.5000, 23.0000, 0.0006, 0.7917, 138.8889, 0.8201, 0.1727, 0.0000, 0.0719, 6.5700, 2.0000, 11.3333, 8.8000, 34.5900, 8.7200, 9.1800, 12.6783, 72.0000, 1.0000, 0.0000, 0.8750
2, 23, 4.2288, 4.0000, 0.0009, 0.0179, 6.8000, 0.4314, -1141.6800, 2019.9424, 13.5000, 39.0000, 0.0002, 0.5062, 106.2500, 0.7998, 0.1700, 40.0000, 0.0338, 9.7339, 1.5556, 6.4444, 3.1000, 36.4113, 9.0200, 17.6831, 21.7538, 94.1176, 10.0000, 0.0105, 0.6625
3, 862, 4.3987, 3.0000, 0.0006, 0.0342, 4.3000, 0.4177, -925.8400, 2067.2263, 13.0000, 31.6000, 0.0002, 0.4815, 115.8360, 0.7530, 0.1853, 35.0000, 0.0145, 9.9376, 1.2848, 6.3671, 6.7000, 66.0661, 7.3500, 11.8948, 15.4248, 86.3289, 3.0000, 0.0276, 0.6296
4, 1626, 4.1100, 4.0000, 0.0008, 0.0186, 7.6000, 0.4258, -870.1200, 1822.6787, 14.5000, 29.8571, 0.0002, 0.4028, 177.4691, 0.8159, 0.1639, 41.0000, 0.0169, 10.5128, 1.4402, 6.8373, 8.8000, 54.6898, 8.7000, 13.0485, 17.1103, 56.3478, 8.0000, 0.0000, 0.5648
5, 2813, 4.6000, 4.0000, 0.0010, 0.0395, 8.3000, 0.3833, -873.4900, 2866.0412, 14.0000, 30.0000, 0.0003, 0.7213, 96.7482, 0.8024, 0.1581, 8.0000, 0.0851, 8.1461, 1.4333, 7.3000, 7.2000, 55.1250, 9.5200, 13.0233, 16.6667, 103.3611, 2.0000, 0.0000, 0.8197
6, 3145, 4.4576, 4.0000, 0.0005, 0.0192, 5.8000, 0.4407, -1202.2600, 2534.4171, 18.5000, 41.0000, 0.0003, 0.5079, 192.7438, 0.7708, 0.1774, 7.0000, 0.0235, 9.7862, 1.3559, 6.5254, 3.1000, 72.1615, 8.8000, 8.0800, 19.9772, 51.8824, 6.0000, 0.0251, 0.6270
7, 3461, 4.2013, 3.0000, 0.0003, 0.0222, 3.8000, 0.4228, -1115.6900, 2153.0917, 18.0000, 38.0000, 0.0003, 0.4551, 180.8021, 0.7761, 0.1900, 22.0000, 0.0149, 10.2213, 1.2752, 6.5772, 6.0000, 61.1471, 8.2500, 13.9845, 17.0421, 55.3091, 4.0000, 0.0109, 0.5833
8, 4184, 4.7481, 4.0000, 0.0005, 0.0222, 8.6000, 0.3630, -984.1400, 2827.7466, 19.0000, 33.7500, 0.0001, 0.6187, 103.5143, 0.8003, 0.1580, 20.0000, 0.0326, 9.3091, 1.6000, 7.3926, 3.1000, 37.2188, 9.8500, 16.4525, 20.3148, 96.6050, 10.0000, 0.0157, 0.7266
9, 4953, 4.3036, 4.0000, 0.0011, 0.0256, 6.0000, 0.3988, -1231.5500, 1749.2153, 25.5000, 42.0000, 0.0003, 0.4244, 164.9540, 0.7800, 0.1735, 34.0000, 0.0536, 10.2502, 1.4107, 7.0000, 6.0000, 44.8586, 8.9300, 17.4364, 22.0381, 60.6230, 4.0000, 0.0186, 0.5872
10, 5815, 4.3577, 4.0000, 0.0010, 0.0229, 5.0000, 0.4553, -1381.0600, 1897.0246, 18.0000, 47.0000, 0.0002, 0.5000, 112.8472, 0.7723, 0.1839, 30.0000, 0.0382, 9.6868, 1.4146, 6.7642, 7.8000, 45.5420, 9.4800, 17.0927, 22.2043, 88.6154, 4.0000, 0.0226, 0.6597
11, 6430, 4.4356, 4.0000, 0.0003, 0.0242, 6.9000, 0.3812, -1379.0800, 2371.5075, 19.0000, 47.0000, 0.0001, 0.4833, 106.2500, 0.7766, 0.1727, 40.0000, 0.0278, 10.2343, 1.4653, 7.1188, 8.2000, 41.8607, 9.7200, 17.4571, 23.5660, 94.1176, 16.0000, 0.0262, 0.6083
12, 7507, 4.4556, 4.0000, 0.0008, 0.0179, 6.9000, 0.4444, -1007.7700, 2695.4976, 14.0000, 34.5000, 0.0002, 0.5563, 153.7393, 0.7974, 0.1667, 27.0000, 0.0423, 9.5859, 1.4333, 6.5444, 6.0000, 62.7375, 9.5700, 10.0983, 21.0464, 65.0452, 8.0000, 0.0154, 0.6761
13, 8013, 4.3958, 4.0000, 0.0003, 0.0182, 8.4000, 0.3958, -1909.9300, 2862.4370, 36.0000, 65.0000, 0.0004, 0.6515, 183.6547, 0.8189, 0.1649, 7.0000, 0.0243, 8.5436, 1.6667, 6.2500, 3.1000, 17.1150, 11.4100, 22.7967, 35.2308, 54.4500, 6.0000, 0.0000, 0.7424
14, 8290, 4.0533, 4.0000, 0.0008, 0.0217, 7.5000, 0.4333, -1096.5000, 1638.0923, 18.0000, 37.5000, 0.0003, 0.4416, 189.7453, 0.8116, 0.1643, 23.0000, 0.0278, 10.1166, 1.5000, 6.4933, 6.0000, 41.8725, 8.8800, 16.7350, 21.1333, 52.7022, 5.0000, 0.0024, 0.5974
15, 9121, 4.1897, 4.0000, 0.0011, 0.0202, 7.4000, 0.4483, -844.9800, 1584.5301, 14.5000, 29.0000, 0.0003, 0.4583, 204.1667, 0.8093, 0.1643, 23.0000, 0.0217, 9.8109, 1.6034, 6.5948, 3.1000, 41.7483, 9.5500, 14.6407, 18.8414, 48.9796, 7.0000, 0.0062, 0.6167
16, 9769, 4.3463, 4.0000, 0.0005, 0.0164, 5.9000, 0.4683, -999.8500, 2823.5096, 13.0000, 34.1667, 0.0002, 0.4787, 182.8351, 0.7955, 0.1745, 53.0000, 0.0200, 10.3045, 1.4634, 6.1805, 3.1000, 48.3510, 9.0700, 15.0033, 18.9350, 54.6941, 7.0000, 0.0109, 0.5924
17, 10872, 4.3652, 4.0000, 0.0007, 0.0265, 5.3000, 0.4213, -1042.9600, 1998.6879, 13.5000, 35.6000, 0.0002, 0.4670, 125.5887, 0.7669, 0.1790, 37.0000, 0.0475, 10.0884, 1.3820, 6.5000, 6.0000, 53.7819, 8.2700, 14.6019, 19.1838, 79.6250, 9.0000, 0.0254, 0.6154
18, 11780, 4.5800, 4.0000, 0.0005, 0.0272, 7.5000, 0.4000, -1096.5800, 2140.9078, 18.0000, 37.5000, 0.0002, 0.5195, 146.7364, 0.7639, 0.1656, 27.0000, 0.0470, 9.8274, 1.4467, 6.9733, 6.0000, 46.3845, 9.3900, 16.1057, 20.6000, 68.1494, 7.0000, 0.0358, 0.6429
19, 12592, 4.3448, 4.0000, 0.0011, 0.0215, 6.6000, 0.4310, -1017.6500, 1847.2746, 18.0000, 34.8000, 0.0002, 0.4382, 126.2467, 0.7811, 0.1695, 41.0000, 0.0311, 10.0609, 1.4943, 6.7701, 3.1000, 45.0992, 8.6400, 15.6142, 19.4372, 79.2100, 6.0000, 0.0279, 0.6180
20, 13527, 4.5432, 4.0000, 0.0004, 0.0253, 8.3000, 0.3813, -1161.0600, 2236.9794, 29.0000, 39.7143, 0.0001, 0.4476, 134.4809, 0.7886, 0.1602, 57.0000, 0.0279, 10.4366, 1.5216, 7.0863, 6.2000, 37.7991, 9.6400, 17.8532, 21.6411, 74.3600, 18.0000, 0.0233, 0.5839
21, 15072, 4.3805, 4.0000, 0.0005, 0.0238, 7.3000, 0.4292, -1324.6900, 2028.8288, 19.0000, 45.2000, 0.0001, 0.4502, 114.6905, 0.8103, 0.1658, 52.0000, 0.0164, 10.3289, 1.4602, 6.7389, 8.2000, 37.4260, 9.7100, 19.2681, 23.0358, 87.1912, 14.0000, 0.0000, 0.5931
22, 16293, 4.4307, 4.0000, 0.0004, 0.0248, 7.0000, 0.4232, -1567.7100, 2234.8995, 29.5000, 53.4000, 0.0001, 0.4743, 111.9161, 0.7851, 0.1674, 69.0000, 0.0262, 10.2961, 1.4607, 6.6367, 3.1000, 29.0610, 10.0600, 22.4720, 26.7533, 89.3527, 25.0000, 0.0170, 0.6029
23, 17706, 4.3217, 4.0000, 0.0010, 0.0347, 7.0000, 0.3478, -838.0400, 1755.6249, 13.5000, 28.7500, 0.0003, 0.5214, 111.0381, 0.7920, 0.1664, 19.0000, 0.0295, 9.4500, 1.4522, 7.2696, 3.1000, 54.7998, 7.7600, 12.7582, 15.6739, 90.0592, 7.0000, 0.0069, 0.6752
24, 18286, 4.6694, 4.0000, 0.0006, 0.0160, 7.7000, 0.4132, -881.6900, 2426.1058, 15.0000, 30.2500, 0.0003, 0.5806, 114.4641, 0.8035, 0.1630, 29.0000, 0.0218, 9.3560, 1.6198, 6.7603, 3.1000, 39.0932, 8.8300, 15.3215, 19.3727, 87.3636, 9.0000, 0.0175, 0.7016
25, 18976, 4.6987, 4.0000, 0.0007, 0.0161, 7.2000, 0.4359, -1141.2400, 2305.3690, 19.0000, 39.0000, 0.0003, 0.5346, 83.8574, 0.8180, 0.1659, 39.0000, 0.0081, 9.6360, 1.5833, 6.2564, 6.0000, 33.3000, 9.6400, 18.3033, 22.2667, 119.2500, 12.0000, 0.0000, 0.6792
