Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 1.6667, 4.0000, 0.0013, 0.0000, 10.5000, 0.3333, -1259.7400, 2131.3467, 23.0000, 43.0000, 0.0006, 0.6591, 185.9504, 0.7657, 0.1674, 0.0000, 0.1004, 7.8718, 2.3333, 9.6667, 13.0000, 6.3900, 9.7200, 13.1133, 24.6419, 53.7778, 3.0000, 0.0460, 0.7727
2, 22, 4.1250, 4.0000, 0.0013, 0.0184, 6.6000, 0.2750, -1259.7400, 2131.3467, 23.0000, 43.0000, 0.0006, 0.6591, 185.9504, 0.7657, 0.1674, 3.0000, 0.1004, 7.8718, 1.6250, 8.1000, 11.2000, 28.7600, 9.7200, 19.1850, 24.6419, 53.7778, 3.0000, 0.0460, 0.7727
3, 241, 4.0398, 4.0000, 0.0008, 0.0235, 8.7000, 0.3864, -1026.8900, 2391.3488, 13.0000, 35.2000, 0.0002, 0.4835, 143.0987, 0.8033, 0.1575, 36.0000, 0.0352, 10.0528, 1.5398, 6.6932, 3.1000, 40.8422, 9.2900, 16.3073, 18.6255, 69.8819, 9.0000, 0.0157, 0.6209
4, 1265, 3.8871, 4.0000, 0.0016, 0.0324, 7.6000, 0.3548, -598.0200, 1981.0245, 9.0000, 20.6667, 0.0006, 0.5846, 127.8107, 0.7824, 0.1618, 13.0000, 0.0735, 8.5417, 1.4677, 7.3226, 7.8000, 61.6874, 8.7900, 9.7894, 12.1376, 78.2407, 2.0000, 0.0235, 0.7385
5, 1607, 4.3697, 4.0000, 0.0010, 0.0309, 10.0000, 0.3529, -687.8400, 2112.8756, 11.5000, 23.8000, 0.0003, 0.5484, 110.5619, 0.8073, 0.1505, 19.0000, 0.0436, 9.3977, 1.4874, 7.2101, 6.7000, 56.8444, 8.3800, 11.2433, 13.5536, 90.4471, 8.0000, 0.0098, 0.6935
6, 2320, 4.4106, 5.0000, 0.0005, 0.0319, 11.5000, 0.3841, -619.9800, 2341.3973, 7.0000, 21.5714, 0.0002, 0.5000, 145.8100, 0.8160, 0.1436, 34.0000, 0.0372, 9.9424, 1.5497, 6.8079, 6.9000, 53.8380, 9.3000, 11.1089, 14.1915, 68.5824, 11.0000, 0.0085, 0.6266
7, 3262, 4.3937, 4.0000, 0.0008, 0.0232, 8.4000, 0.3812, -774.6500, 1802.5617, 14.0000, 26.6667, 0.0002, 0.4759, 96.5307, 0.8179, 0.1589, 29.0000, 0.0342, 9.8594, 1.5500, 6.9250, 6.4000, 48.6383, 8.9500, 13.1000, 14.1667, 103.5940, 7.0000, 0.0000, 0.6446
8, 4170, 3.6700, 4.0000, 0.0008, 0.0307, 8.9000, 0.4200, -724.6700, 1814.9788, 11.5000, 25.0000, 0.0003, 0.5631, 158.3561, 0.8137, 0.1555, 17.0000, 0.0398, 9.2667, 1.5100, 6.3100, 3.1000, 53.7140, 8.7100, 11.9780, 15.2000, 63.1488, 4.0000, 0.0000, 0.6893
9, 4725, 4.1290, 4.0000, 0.0023, 0.0238, 6.8000, 0.3548, -904.9100, 1616.4610, 15.5000, 31.0000, 0.0006, 0.5781, 107.4219, 0.7768, 0.1667, 2.0000, 0.0685, 8.4739, 1.5645, 7.1613, 3.1000, 43.0119, 9.1200, 14.9613, 16.9161, 93.0909, 3.0000, 0.0327, 0.7500
10, 5063, 4.3571, 4.0000, 0.0014, 0.0347, 7.9000, 0.2500, -1154.7700, 2462.7797, 18.0000, 39.5000, 0.0003, 0.6543, 124.9809, 0.7756, 0.1610, 4.0000, 0.0732, 8.6266, 1.5357, 8.2857, 11.2000, 48.4936, 10.2700, 13.4514, 20.3570, 80.0122, 3.0000, 0.0268, 0.7778
11, 5353, 4.4685, 4.0000, 0.0005, 0.0233, 8.3000, 0.3706, -691.4700, 3178.5435, 11.5000, 23.8571, 0.0001, 0.5805, 110.3184, 0.8095, 0.1598, 39.0000, 0.0434, 9.5942, 1.4755, 7.0979, 6.2000, 61.2706, 9.2700, 9.7883, 14.0938, 90.6467, 7.0000, 0.0063, 0.6954
12, 6171, 3.5736, 4.0000, 0.0003, 0.0229, 8.4000, 0.4031, -749.1200, 2308.4109, 12.0000, 25.8000, 0.0002, 0.5075, 220.5391, 0.8178, 0.1592, 16.0000, 0.0445, 9.9268, 1.5581, 6.7907, 5.7000, 48.8294, 8.8000, 12.8580, 14.9712, 45.3434, 9.0000, 0.0000, 0.6119
13, 6914, 4.0867, 4.0000, 0.0006, 0.0316, 7.6000, 0.3533, -874.3100, 1843.9138, 15.0000, 30.0000, 0.0002, 0.4774, 135.6920, 0.7949, 0.1633, 25.0000, 0.0304, 9.9767, 1.5467, 6.9800, 3.1000, 45.5370, 7.7700, 14.3607, 17.3333, 73.6963, 11.0000, 0.0101, 0.6194
14, 7706, 3.8384, 4.0000, 0.0010, 0.0329, 8.9000, 0.3939, -717.2400, 1991.2186, 12.5000, 24.7500, 0.0003, 0.5437, 184.7488, 0.8117, 0.1554, 20.0000, 0.0165, 9.3689, 1.5354, 6.4545, 6.0000, 51.8228, 9.0000, 12.1797, 13.9404, 54.1276, 8.0000, 0.0000, 0.6699
15, 8255, 3.9813, 4.0000, 0.0007, 0.0253, 5.9000, 0.4299, -780.2700, 2436.5465, 12.0000, 26.7500, 0.0003, 0.5636, 145.4545, 0.7794, 0.1736, 14.0000, 0.0380, 9.3635, 1.4206, 6.2150, 3.1000, 59.5043, 8.5500, 11.6051, 14.0645, 68.7500, 1.0000, 0.0217, 0.6818
