Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 1.4286, 5.0000, 0.0142, 0.0000, 10.7000, 0.4286, -722.6200, 643.7752, 17.5000, 25.0000, 0.0058, 0.4615, 207.1006, 0.8214, 0.1488, 0.0000, 0.0774, 7.1238, 2.2857, 6.1429, 15.9000, 6.3586, 10.9500, 14.1114, 22.8000, 48.2857, 5.0000, 0.0238, 0.7308
2, 49, 3.5128, 5.0000, 0.0011, 0.0232, 13.5000, 0.3162, -713.2800, 1859.2515, 13.0000, 24.8000, 0.0003, 0.5194, 100.9555, 0.8341, 0.1368, 19.0000, 0.0327, 9.4870, 1.7692, 7.8120, 3.1000, 33.4071, 10.2500, 14.4129, 19.9200, 99.0536, 20.0000, 0.0048, 0.6822
3, 828, 3.1849, 4.0000, 0.0005, 0.0255, 10.2000, 0.3562, -847.4200, 2088.3685, 13.5000, 29.2000, 0.0002, 0.4967, 109.6443, 0.8202, 0.1497, 30.0000, 0.0255, 9.8183, 1.7260, 7.2397, 10.4000, 31.1751, 9.7900, 16.1651, 20.1732, 91.2040, 21.0000, 0.0046, 0.6424
4, 1692, 3.2824, 4.0000, 0.0007, 0.0379, 10.1000, 0.3359, -758.7800, 1901.3270, 12.0000, 26.2000, 0.0003, 0.5564, 122.1098, 0.8008, 0.1501, 18.0000, 0.0519, 9.5384, 1.6183, 7.6641, 7.6000, 43.3321, 10.2800, 13.7242, 16.8922, 81.8935, 11.0000, 0.0112, 0.6767
5, 2407, 3.5426, 4.0000, 0.0006, 0.0194, 9.4000, 0.3298, -679.7600, 1703.7355, 11.5000, 23.5000, 0.0004, 0.5306, 129.1129, 0.8166, 0.1534, 11.0000, 0.0653, 9.3032, 1.8085, 8.3191, 8.8000, 29.9825, 9.8000, 14.9154, 18.3362, 77.4516, 3.0000, 0.0106, 0.6735
6, 2976, 2.7213, 5.0000, 0.0028, 0.0255, 13.8000, 0.3443, -881.3900, 1370.2913, 18.0000, 30.5000, 0.0008, 0.5397, 115.8982, 0.8418, 0.1327, 8.0000, 0.0204, 8.5381, 1.8852, 7.2131, 11.2000, 16.3857, 10.9100, 18.5509, 22.0361, 86.2826, 10.0000, 0.0000, 0.7302
7, 3370, 3.4157, 4.0000, 0.0008, 0.0201, 8.9000, 0.4775, -737.4500, 1344.4628, 12.0000, 25.4286, 0.0003, 0.3514, 120.3798, 0.8233, 0.1566, 52.0000, 0.0086, 10.5935, 1.6854, 6.1236, 6.9000, 38.4407, 8.8200, 14.2148, 18.0366, 83.0704, 17.0000, 0.0000, 0.5459
8, 4419, 3.8534, 4.0000, 0.0005, 0.0262, 11.1000, 0.3797, -769.4500, 1901.0476, 12.5000, 26.6000, 0.0001, 0.4145, 109.4876, 0.8269, 0.1462, 84.0000, 0.0150, 10.5268, 1.7105, 7.3534, 6.3000, 35.1255, 9.4900, 14.9682, 18.6099, 91.3345, 24.0000, 0.0000, 0.5709
9, 6021, 3.5722, 5.0000, 0.0006, 0.0238, 11.2000, 0.3422, -904.4100, 1743.7029, 14.5000, 31.1667, 0.0002, 0.4688, 125.8681, 0.8310, 0.1452, 41.0000, 0.0176, 10.1176, 1.7433, 7.3048, 8.3000, 27.7163, 10.3600, 17.1361, 20.3811, 79.4483, 11.0000, 0.0000, 0.6146
10, 7159, 3.9235, 5.0000, 0.0006, 0.0221, 11.9000, 0.3471, -540.1100, 1586.0554, 10.5000, 18.8889, 0.0001, 0.4972, 119.8464, 0.8358, 0.1421, 44.0000, 0.0092, 9.9790, 1.7882, 6.9294, 7.8000, 36.3781, 9.6000, 12.8778, 15.7908, 83.4401, 19.0000, 0.0000, 0.6313
