Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 3.0000, 0.0011, 0.0000, 2.6000, 0.0000, -1379.2500, 2438.4268, 19.5000, 47.0000, 0.0003, 0.7447, 135.8081, 0.7150, 0.1729, 0.0000, 0.0561, 7.7701, 1.5000, 13.5000, 8.8000, 77.9050, 8.6600, 2.8900, 22.2043, 73.6333, 1.0000, 0.0654, 0.8298
2, 12, 3.8655, 4.0000, 0.0005, 0.0243, 8.3000, 0.3333, -838.9500, 2006.1028, 14.0000, 28.8333, 0.0002, 0.5085, 97.0347, 0.8008, 0.1606, 37.0000, 0.0240, 9.8274, 1.6082, 7.4561, 6.4000, 41.8549, 9.1700, 14.5016, 18.4697, 103.0559, 9.0000, 0.0146, 0.6554
3, 961, 3.8235, 4.0000, 0.0006, 0.0243, 8.0000, 0.4379, -632.7800, 2121.5325, 8.5000, 21.8571, 0.0002, 0.4780, 110.7551, 0.7937, 0.1611, 37.0000, 0.0220, 9.8924, 1.5817, 7.1634, 5.3000, 50.8382, 8.9900, 11.5983, 15.0174, 90.2893, 8.0000, 0.0209, 0.6352
4, 1826, 4.2574, 4.0000, 0.0007, 0.0235, 7.0000, 0.3861, -584.9700, 2662.5695, 8.5000, 20.2000, 0.0003, 0.5943, 115.6995, 0.8029, 0.1664, 18.0000, 0.0217, 9.1536, 1.5743, 6.8218, 5.7000, 53.1498, 8.5100, 10.8642, 14.0206, 86.4308, 3.0000, 0.0072, 0.7170
5, 2381, 4.0864, 4.0000, 0.0003, 0.0307, 7.6000, 0.3864, -709.8700, 2457.0970, 9.0000, 24.4444, 0.0002, 0.4192, 126.6185, 0.7997, 0.1637, 50.0000, 0.0222, 10.6442, 1.6000, 7.3000, 5.0000, 46.6639, 8.1600, 12.8233, 15.7778, 78.9774, 17.0000, 0.0034, 0.5502
6, 3556, 3.5843, 3.0000, 0.0008, 0.0279, 4.6000, 0.4382, -1043.7500, 1721.6894, 13.5000, 35.6000, 0.0003, 0.4341, 100.8332, 0.7779, 0.1826, 45.0000, 0.0221, 10.1981, 1.3258, 6.4831, 7.6000, 58.5347, 7.5700, 13.9389, 17.6108, 99.1737, 5.0000, 0.0116, 0.5989
7, 4418, 4.2511, 4.0000, 0.0005, 0.0233, 7.9000, 0.3632, -719.4200, 2099.2549, 8.0000, 24.7778, 0.0001, 0.4892, 104.9456, 0.8048, 0.1622, 39.0000, 0.0345, 10.0972, 1.5426, 6.9596, 5.8000, 51.1815, 8.7600, 12.2760, 15.4716, 95.2875, 7.0000, 0.0096, 0.6277
8, 5665, 3.7759, 4.0000, 0.0033, 0.0363, 8.1000, 0.2759, -844.0200, 1624.1772, 13.5000, 29.0000, 0.0008, 0.5833, 100.0000, 0.7921, 0.1584, 10.0000, 0.0462, 8.3252, 1.4828, 8.2586, 3.1000, 51.9586, 8.7600, 13.2166, 15.0483, 100.0000, 3.0000, 0.0132, 0.7667
9, 5970, 3.8321, 4.0000, 0.0003, 0.0260, 5.8000, 0.4216, -649.7200, 2162.8292, 8.0000, 22.3333, 0.0001, 0.4086, 106.3707, 0.7949, 0.1755, 72.0000, 0.0332, 10.6741, 1.3918, 6.5261, 4.8000, 66.4211, 7.2900, 9.5431, 12.0677, 94.0109, 9.0000, 0.0022, 0.5520
10, 7357, 3.7069, 4.0000, 0.0009, 0.0265, 7.4000, 0.4253, -722.3100, 1971.4961, 12.0000, 24.8571, 0.0002, 0.4751, 122.0964, 0.7962, 0.1645, 31.0000, 0.0212, 9.9933, 1.5690, 6.8276, 6.2000, 48.8705, 8.4500, 12.6181, 15.2302, 81.9025, 11.0000, 0.0127, 0.6298
11, 8301, 4.0714, 4.0000, 0.0005, 0.0310, 9.4000, 0.3571, -931.3200, 2213.8552, 12.0000, 32.0000, 0.0001, 0.4957, 113.7996, 0.8054, 0.1541, 46.0000, 0.0310, 10.0786, 1.6607, 7.4866, 5.5000, 33.8586, 9.6900, 16.4864, 20.6571, 87.8738, 16.0000, 0.0095, 0.6304
12, 9562, 3.9873, 3.0000, 0.0003, 0.0337, 5.1000, 0.4810, -708.8900, 2238.3442, 13.5000, 24.3077, 0.0001, 0.4495, 111.2888, 0.7855, 0.1795, 90.0000, 0.0220, 10.5569, 1.3576, 6.2120, 4.7000, 67.3102, 7.1600, 9.9096, 12.8876, 89.8563, 10.0000, 0.0013, 0.5688
13, 11107, 3.6680, 3.0000, 0.0003, 0.0381, 5.7000, 0.3887, -719.8000, 2470.3386, 13.0000, 24.7000, 0.0001, 0.4609, 131.2256, 0.7823, 0.1755, 46.0000, 0.0422, 10.4608, 1.4291, 6.8866, 4.9000, 60.8584, 8.0100, 10.9070, 13.6047, 76.2047, 9.0000, 0.0033, 0.5781
14, 12317, 4.0233, 4.0000, 0.0006, 0.0341, 6.2000, 0.4884, -1048.7300, 1532.5967, 13.5000, 35.8333, 0.0002, 0.4072, 101.9635, 0.7901, 0.1722, 59.0000, 0.0120, 10.4473, 1.3535, 6.3256, 3.1000, 55.9591, 7.4100, 14.3562, 16.7519, 98.0743, 6.0000, 0.0028, 0.5747
15, 13405, 3.6275, 4.0000, 0.0004, 0.0301, 5.9000, 0.4737, -902.3000, 2010.1822, 13.5000, 30.8750, 0.0001, 0.4275, 129.1811, 0.7888, 0.1741, 63.0000, 0.0134, 10.5897, 1.4534, 6.2672, 5.0000, 52.5357, 8.5700, 13.6019, 16.8844, 77.4107, 14.0000, 0.0063, 0.5608
16, 14671, 3.5433, 4.0000, 0.0006, 0.0321, 6.6000, 0.4135, -867.1400, 1962.8366, 10.5000, 29.7143, 0.0002, 0.4512, 144.9432, 0.7906, 0.1698, 38.0000, 0.0274, 10.3559, 1.4712, 6.4952, 5.3000, 52.2154, 7.7500, 13.3582, 15.7319, 68.9925, 8.0000, 0.0075, 0.5860
17, 15733, 3.5398, 3.0000, 0.0002, 0.0335, 4.8000, 0.4248, -825.9600, 2532.5292, 12.5000, 28.2500, 0.0004, 0.5431, 135.2556, 0.7784, 0.1806, 19.0000, 0.0410, 9.5056, 1.3805, 6.7876, 6.0000, 61.3683, 8.1700, 11.7178, 13.0699, 73.9341, 2.0000, 0.0074, 0.6638
