Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.3333, 4.0000, 0.0111, 0.0000, 8.9000, 0.0000, -694.0400, 771.8131, 12.0000, 24.0000, 0.0037, 0.4800, 256.0000, 0.8069, 0.1586, 0.0000, 0.0897, 7.0847, 1.3333, 10.6667, 8.8000, 90.9900, 7.3500, 1.3133, 16.2667, 39.0625, 1.0000, 0.0000, 0.7200
2, 22, 3.9583, 4.0000, 0.0015, 0.0274, 9.0000, 0.3646, -961.3200, 1981.6454, 15.5000, 33.0000, 0.0004, 0.5196, 103.8062, 0.7947, 0.1579, 12.0000, 0.0561, 9.2233, 1.5729, 7.4792, 6.4000, 41.2863, 9.6100, 15.4504, 19.6646, 96.3333, 3.0000, 0.0211, 0.6961
3, 573, 3.8732, 4.0000, 0.0014, 0.0171, 7.8000, 0.4085, -686.6400, 1573.9126, 12.5000, 23.6667, 0.0012, 0.4459, 182.6150, 0.8215, 0.1614, 18.0000, 0.0244, 9.2038, 1.5352, 6.5915, 6.4000, 52.9345, 9.0800, 11.7555, 14.5371, 54.7600, 4.0000, 0.0000, 0.6351
4, 985, 4.1176, 4.0000, 0.0004, 0.0218, 8.9000, 0.4412, -588.6000, 3027.2549, 11.5000, 20.4000, 0.0003, 0.5981, 151.9783, 0.8003, 0.1560, 27.0000, 0.0302, 9.2411, 1.6176, 6.3333, 6.7000, 49.2761, 9.5200, 11.4542, 14.0424, 65.7989, 11.0000, 0.0201, 0.7009
5, 1584, 4.6460, 4.0000, 0.0014, 0.0210, 8.6000, 0.3805, -654.0100, 1965.5981, 12.0000, 22.6000, 0.0003, 0.5169, 103.4186, 0.7976, 0.1574, 20.0000, 0.0315, 9.3969, 1.5929, 7.0708, 3.1000, 49.1349, 8.5000, 12.0205, 15.0577, 96.6944, 9.0000, 0.0240, 0.6864
6, 2254, 4.0987, 4.0000, 0.0007, 0.0201, 6.9000, 0.4342, -630.0300, 2169.4030, 8.5000, 21.7143, 0.0002, 0.4717, 162.1771, 0.7953, 0.1680, 42.0000, 0.0355, 9.9709, 1.4474, 6.7105, 6.2000, 62.3476, 8.2900, 9.9575, 13.9489, 61.6610, 8.0000, 0.0118, 0.6226
7, 3102, 4.2174, 5.0000, 0.0014, 0.0298, 11.4000, 0.3804, -889.4300, 1780.4543, 16.5000, 30.6667, 0.0004, 0.5474, 168.4211, 0.8193, 0.1439, 16.0000, 0.0298, 9.1636, 1.6739, 7.1630, 7.8000, 34.0953, 10.1400, 16.1222, 21.8319, 59.3750, 9.0000, 0.0070, 0.6947
8, 3675, 4.5895, 5.0000, 0.0005, 0.0272, 11.3000, 0.3158, -544.2100, 3022.1183, 8.5000, 19.0000, 0.0001, 0.7000, 94.0000, 0.8183, 0.1443, 24.0000, 0.0221, 8.7756, 1.6842, 8.0737, 5.7000, 45.0658, 10.4200, 11.6937, 15.1789, 106.3830, 5.0000, 0.0102, 0.7900
9, 4267, 4.1977, 4.0000, 0.0017, 0.0192, 9.7000, 0.3953, -832.2900, 1559.0216, 15.0000, 28.6667, 0.0005, 0.4719, 148.9711, 0.8292, 0.1516, 19.0000, 0.0480, 9.3238, 1.5465, 6.5698, 8.8000, 46.9034, 8.9600, 13.8388, 16.5829, 67.1271, 6.0000, 0.0000, 0.6517
10, 4791, 3.9722, 4.0000, 0.0022, 0.0170, 7.1000, 0.4028, -519.6800, 2060.5755, 8.0000, 18.0000, 0.0006, 0.5526, 186.9806, 0.8180, 0.1650, 13.0000, 0.0243, 8.8522, 1.5972, 6.4028, 8.1000, 53.4400, 8.4800, 10.2772, 14.4222, 53.4815, 3.0000, 0.0000, 0.7105
