Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 4.1429, 4.0000, 0.0000, 0.0625, 9.1000, 0.1429, -94735.7300, 1817.4021, 10.5000, 3201.0000, 0.0000, 0.1735, 100.3938, 0.7968, 0.1652, 0.0000, 0.0372, 11.9890, 1.1429, 8.5714, 3.1000, 110.0901, 164.9400, -2.0815, 1286.4088, 99.6077, 171.0000, 0.0198, 0.2925
2, 35, 3.6566, 4.0000, 0.0016, 0.0217, 6.7000, 0.3232, -771.6700, 1748.7897, 12.5000, 26.5000, 0.0004, 0.4956, 87.7124, 0.7683, 0.1704, 13.0000, 0.0664, 9.3418, 1.4343, 7.7778, 6.0000, 60.3683, 8.5800, 10.9878, 14.7509, 114.0089, 2.0000, 0.0341, 0.6903
3, 590, 3.9278, 4.0000, 0.0007, 0.0176, 7.5000, 0.4124, -704.2900, 2498.4960, 12.5000, 24.2500, 0.0003, 0.5941, 109.7932, 0.7887, 0.1637, 21.0000, 0.0335, 9.0833, 1.6598, 7.5876, 3.1000, 41.8027, 9.6900, 13.4531, 17.1227, 91.0804, 3.0000, 0.0299, 0.7228
4, 1161, 3.9467, 4.0000, 0.0011, 0.0130, 6.6000, 0.4067, -1097.6400, 1907.8957, 12.5000, 37.5000, 0.0003, 0.5065, 94.4510, 0.8031, 0.1698, 34.0000, 0.0460, 9.6038, 1.5733, 6.8267, 6.0000, 35.6685, 10.0100, 17.6003, 20.8667, 105.8750, 1.0000, 0.0142, 0.6818
5, 2012, 4.2086, 4.0000, 0.0006, 0.0205, 8.7000, 0.3636, -775.8200, 1877.0449, 12.0000, 26.7143, 0.0002, 0.5103, 86.6192, 0.7857, 0.1580, 37.0000, 0.0357, 9.8116, 1.5775, 7.7487, 3.1000, 46.2601, 8.7900, 13.4435, 16.2472, 115.4479, 13.0000, 0.0357, 0.6649
6, 3135, 3.9952, 4.0000, 0.0007, 0.0166, 7.2000, 0.3714, -874.9100, 2122.6397, 18.5000, 30.0000, 0.0002, 0.4931, 87.4939, 0.8003, 0.1665, 40.0000, 0.0530, 9.9695, 1.6429, 7.1381, 3.1000, 37.3993, 9.5600, 15.4957, 18.6667, 114.2937, 10.0000, 0.0166, 0.6452
7, 4345, 4.1657, 4.0000, 0.0007, 0.0199, 8.8000, 0.3491, -818.6000, 2108.9584, 13.0000, 28.1667, 0.0002, 0.5029, 96.6531, 0.8072, 0.1571, 35.0000, 0.0437, 9.8453, 1.6746, 7.1893, 5.5000, 36.5784, 9.1800, 15.1548, 17.6572, 103.4628, 10.0000, 0.0159, 0.6514
8, 5354, 4.1237, 4.0000, 0.0014, 0.0202, 6.6000, 0.3608, -944.6800, 1757.6521, 17.0000, 32.3333, 0.0004, 0.5900, 64.0000, 0.7868, 0.1691, 24.0000, 0.0404, 8.9038, 1.5670, 7.6907, 7.8000, 41.4476, 8.8700, 15.5107, 17.4694, 156.2500, 5.0000, 0.0239, 0.7600
9, 5901, 4.0269, 4.0000, 0.0005, 0.0178, 7.3000, 0.3946, -720.1700, 1830.1197, 14.0000, 24.7778, 0.0002, 0.4310, 107.0155, 0.7916, 0.1658, 60.0000, 0.0372, 10.3785, 1.6457, 7.3408, 3.1000, 42.4560, 8.8100, 13.4931, 16.7273, 93.4444, 15.0000, 0.0248, 0.5862
10, 7195, 3.8800, 4.0000, 0.0005, 0.0186, 6.3000, 0.4343, -851.3200, 2046.7856, 10.5000, 29.1667, 0.0002, 0.4751, 147.7366, 0.7983, 0.1717, 41.0000, 0.0259, 10.0997, 1.4457, 6.7943, 3.1000, 54.9234, 8.3100, 12.8444, 15.7810, 67.6880, 5.0000, 0.0114, 0.6133
