Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 1.6667, 3.0000, 0.0181, 0.0000, 2.6000, 0.0000, -466.9200, 720.8731, 8.0000, 16.0000, 0.0069, 0.5294, 276.8166, 0.7692, 0.2051, 0.0000, 0.1282, 6.1877, 1.0000, 11.3333, 8.8000, 119.1900, 6.2900, -2.6200, 8.9000, 36.1250, 1.0000, 0.0000, 0.7647
2, 17, 3.5647, 4.0000, 0.0014, 0.0252, 7.1000, 0.3529, -421.2100, 1761.0858, 8.5000, 14.6667, 0.0004, 0.5269, 166.4932, 0.7996, 0.1680, 12.0000, 0.0607, 9.2313, 1.5059, 7.2471, 3.1000, 65.0582, 7.4200, 7.7044, 9.9576, 60.0625, 6.0000, 0.0081, 0.6774
3, 496, 3.7358, 4.0000, 0.0010, 0.0263, 8.6000, 0.3396, -612.6500, 2011.1081, 11.5000, 21.2000, 0.0003, 0.5135, 165.5710, 0.7865, 0.1576, 12.0000, 0.0427, 9.5027, 1.5943, 7.3113, 5.7000, 50.4359, 8.5300, 11.4912, 13.7630, 60.3971, 9.0000, 0.0296, 0.6577
4, 1107, 3.6279, 4.0000, 0.0034, 0.0245, 7.2000, 0.3721, -411.0700, 1988.0629, 6.0000, 14.3333, 0.0008, 0.6739, 85.0662, 0.7878, 0.1633, 7.0000, 0.0408, 7.7521, 1.5581, 7.6279, 3.1000, 60.4681, 8.1200, 8.3860, 11.3147, 117.5556, 1.0000, 0.0245, 0.8261
5, 1354, 3.5200, 4.0000, 0.0015, 0.0167, 6.8000, 0.3733, -727.3700, 2001.7445, 13.0000, 25.0000, 0.0005, 0.5128, 193.9513, 0.7895, 0.1675, 9.0000, 0.0359, 9.0978, 1.5867, 6.8000, 6.4000, 47.2280, 8.5200, 12.8827, 15.8667, 51.5593, 4.0000, 0.0263, 0.6667
6, 1774, 3.3051, 4.0000, 0.0018, 0.0230, 5.2000, 0.3559, -571.4700, 1753.3411, 9.0000, 19.6667, 0.0006, 0.6066, 128.9976, 0.8000, 0.1770, 6.0000, 0.0590, 8.3967, 1.3559, 7.2712, 8.8000, 72.1615, 6.9400, 8.0800, 11.2565, 77.5208, 3.0000, 0.0000, 0.7541
7, 2081, 3.8958, 4.0000, 0.0014, 0.0307, 7.6000, 0.3333, -459.8600, 2156.8120, 6.5000, 16.0000, 0.0004, 0.6863, 115.3403, 0.8084, 0.1609, 10.0000, 0.0575, 7.9713, 1.3750, 7.7083, 7.8000, 74.2700, 7.8400, 6.8750, 9.7333, 86.7000, 1.0000, 0.0000, 0.8039
8, 2344, 3.6281, 4.0000, 0.0010, 0.0188, 7.6000, 0.3388, -583.3300, 1522.1422, 7.5000, 20.1667, 0.0003, 0.4488, 151.2803, 0.8148, 0.1635, 18.0000, 0.0608, 9.8721, 1.3058, 7.9421, 6.4000, 75.8964, 7.9900, 7.6833, 10.3807, 66.1025, 2.0000, 0.0000, 0.6142
9, 3037, 4.2388, 3.0000, 0.0008, 0.0327, 5.4000, 0.3060, -650.1400, 1563.5412, 8.0000, 22.3333, 0.0004, 0.4460, 103.5143, 0.7768, 0.1771, 12.0000, 0.0804, 9.8650, 1.4030, 7.8134, 5.5000, 65.4741, 7.7000, 9.6752, 11.3214, 96.6050, 4.0000, 0.0134, 0.6259
10, 3711, 3.9189, 4.0000, 0.0025, 0.0150, 5.6000, 0.3378, -718.8900, 1655.4097, 12.0000, 24.6667, 0.0008, 0.4935, 145.0498, 0.8005, 0.1746, 11.0000, 0.0474, 8.9737, 1.4054, 6.9865, 7.8000, 62.9010, 6.9100, 10.6138, 15.2721, 68.9419, 1.0000, 0.0100, 0.6883
