Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.0000, 4.0000, 0.0052, 0.0000, 2.6000, 0.0000, -1556.9900, 1106.0099, 29.0000, 53.0000, 0.0017, 0.4815, 116.5981, 0.7406, 0.1767, 0.0000, 0.0639, 8.3664, 1.5000, 9.5000, 17.1000, 77.9050, 8.9000, 2.8900, 25.7283, 85.7647, 6.0000, 0.0451, 0.7222
2, 13, 3.2797, 4.0000, 0.0012, 0.0222, 6.6000, 0.3983, -875.6400, 1417.0976, 15.0000, 30.0000, 0.0003, 0.4435, 118.3663, 0.7690, 0.1721, 17.0000, 0.0558, 9.7612, 1.4661, 6.6610, 8.8000, 52.8603, 8.5600, 13.2150, 16.3333, 84.4835, 11.0000, 0.0310, 0.6290
3, 648, 3.7200, 4.0000, 0.0013, 0.0313, 7.3000, 0.3867, -726.6300, 1859.8410, 13.5000, 25.0000, 0.0006, 0.5556, 118.8843, 0.7614, 0.1639, 14.0000, 0.0386, 8.8971, 1.5067, 7.3867, 3.1000, 53.9960, 8.1900, 11.9387, 14.8000, 84.1154, 6.0000, 0.0386, 0.7160
4, 1066, 3.5878, 3.0000, 0.0007, 0.0322, 4.9000, 0.3514, -1084.8600, 1579.1191, 14.0000, 37.0000, 0.0003, 0.3618, 168.8019, 0.7818, 0.1804, 16.0000, 0.0657, 10.5834, 1.3108, 7.0405, 6.0000, 58.3854, 8.2800, 14.3076, 17.2324, 59.2410, 5.0000, 0.0056, 0.5329
5, 1784, 4.2045, 3.0000, 0.0017, 0.0469, 4.7000, 0.3636, -423.9100, 2459.7233, 6.5000, 14.6667, 0.0004, 0.7391, 85.0662, 0.7371, 0.1784, 7.0000, 0.0329, 7.6816, 1.2955, 6.7045, 9.7000, 82.3529, 6.7700, 5.4164, 7.6848, 117.5556, 3.0000, 0.0376, 0.8478
6, 2000, 3.8160, 4.0000, 0.0009, 0.0255, 5.1000, 0.4172, -678.7400, 1924.3056, 8.0000, 23.2857, 0.0002, 0.4793, 115.5422, 0.7852, 0.1796, 33.0000, 0.0303, 9.9387, 1.4294, 6.9141, 6.2000, 62.2687, 7.4100, 10.3589, 12.7499, 86.5485, 7.0000, 0.0073, 0.6331
7, 2827, 3.6588, 4.0000, 0.0010, 0.0264, 5.2000, 0.3765, -708.2400, 1462.9244, 9.0000, 24.2857, 0.0003, 0.3672, 116.1863, 0.7704, 0.1791, 31.0000, 0.0436, 10.4256, 1.4235, 6.9059, 3.1000, 61.7544, 7.7800, 10.6791, 13.9496, 86.0687, 4.0000, 0.0241, 0.5650
8, 3701, 3.7269, 3.0000, 0.0008, 0.0301, 4.8000, 0.4491, -903.1600, 1681.4973, 10.5000, 30.8571, 0.0002, 0.4144, 142.8455, 0.7733, 0.1816, 46.0000, 0.0263, 10.4021, 1.3519, 6.0185, 6.2000, 61.1483, 7.5100, 12.3961, 15.3058, 70.0057, 7.0000, 0.0151, 0.5811
9, 4767, 3.9052, 4.0000, 0.0006, 0.0282, 5.8000, 0.4171, -769.2700, 1836.9891, 13.0000, 26.3750, 0.0001, 0.4521, 96.3283, 0.7896, 0.1749, 46.0000, 0.0364, 10.1846, 1.4218, 6.4123, 6.0000, 59.7800, 7.6100, 11.4735, 14.5310, 103.8117, 6.0000, 0.0073, 0.6119
10, 5868, 3.7597, 4.0000, 0.0008, 0.0336, 7.0000, 0.3182, -898.7400, 2211.8792, 13.5000, 30.8000, 0.0002, 0.5031, 143.1905, 0.7733, 0.1669, 34.0000, 0.0411, 9.7792, 1.4610, 6.8506, 3.1000, 51.9691, 8.9400, 13.6623, 15.9564, 69.8370, 3.0000, 0.0262, 0.6541
11, 6674, 3.5268, 3.0000, 0.0012, 0.0502, 5.1000, 0.3482, -818.1700, 1501.3405, 12.5000, 28.0000, 0.0004, 0.4237, 130.7096, 0.6803, 0.1784, 16.0000, 0.0297, 9.8378, 1.3482, 7.2500, 6.0000, 64.3561, 7.4300, 11.2389, 13.7000, 76.5055, 3.0000, 0.0911, 0.6102
12, 7215, 3.6425, 4.0000, 0.0006, 0.0358, 6.3000, 0.3520, -1047.6100, 1975.1969, 13.5000, 35.8000, 0.0002, 0.3892, 168.2980, 0.7440, 0.1714, 26.0000, 0.0315, 10.6364, 1.3743, 6.9777, 5.7000, 54.2321, 8.0600, 14.5888, 17.4485, 59.4184, 5.0000, 0.0488, 0.5405
13, 8140, 3.6464, 4.0000, 0.0007, 0.0318, 8.1000, 0.3143, -676.4700, 1641.4387, 9.0000, 23.3333, 0.0002, 0.3208, 158.8836, 0.7724, 0.1615, 38.0000, 0.0623, 11.1704, 1.5143, 7.8536, 5.5000, 55.0431, 8.3500, 11.3786, 14.4762, 62.9391, 18.0000, 0.0343, 0.4949
14, 9716, 3.8313, 3.0000, 0.0018, 0.0386, 4.1000, 0.4337, -400.0800, 1481.6113, 5.5000, 13.8333, 0.0006, 0.4773, 147.2107, 0.7506, 0.1851, 19.0000, 0.0540, 9.2715, 1.2771, 7.4699, 3.1000, 84.7508, 6.8300, 4.8749, 7.4610, 67.9298, 3.0000, 0.0257, 0.6591
