Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.8000, 5.0000, 0.0064, 0.0000, 13.0000, 0.2000, -748.5800, 1140.3338, 13.5000, 26.0000, 0.0017, 0.7037, 109.7394, 0.8353, 0.1412, 0.0000, 0.0471, 6.8345, 2.4000, 11.4000, 11.2000, -1.2800, 10.7700, 14.6800, 21.1692, 91.1250, 2.0000, 0.0000, 0.8519
2, 39, 3.9055, 5.0000, 0.0006, 0.0173, 12.3000, 0.3035, -658.0600, 1880.4269, 10.5000, 22.8889, 0.0002, 0.4419, 123.3099, 0.8413, 0.1419, 28.0000, 0.0183, 10.3231, 1.8856, 7.9552, 7.4000, 24.6473, 10.2800, 15.3698, 21.3886, 81.0965, 23.0000, 0.0000, 0.5907
3, 1370, 3.7742, 5.0000, 0.0004, 0.0222, 13.1000, 0.3145, -713.6800, 2422.5672, 12.0000, 24.8000, 0.0001, 0.4845, 163.7522, 0.8402, 0.1376, 43.0000, 0.0185, 10.3286, 1.9435, 7.3710, 4.9000, 17.2388, 10.5600, 17.0159, 22.3394, 61.0679, 38.0000, 0.0000, 0.5969
4, 2994, 3.8198, 4.0000, 0.0010, 0.0375, 12.5000, 0.2973, -801.6900, 2001.5503, 15.0000, 27.7500, 0.0004, 0.4737, 253.9243, 0.8234, 0.1391, 23.0000, 0.0063, 9.7296, 1.9640, 6.3423, 3.1000, 12.5174, 10.0000, 18.4073, 23.3523, 39.3818, 15.0000, 0.0000, 0.6228
5, 3637, 3.8671, 4.0000, 0.0014, 0.0178, 8.5000, 0.4266, -690.7200, 1698.8199, 16.0000, 23.8333, 0.0004, 0.4228, 112.6075, 0.8237, 0.1586, 32.0000, 0.0166, 9.9643, 1.6643, 6.6434, 6.4000, 41.8414, 8.7400, 13.3442, 17.6452, 88.8040, 17.0000, 0.0000, 0.6174
6, 4485, 3.4359, 5.0000, 0.0028, 0.0164, 10.1000, 0.3590, -560.3900, 2491.2219, 11.0000, 19.5000, 0.0006, 0.7317, 83.2838, 0.8361, 0.1475, 7.0000, 0.0164, 7.4985, 1.8462, 7.5641, 10.1000, 30.8579, 9.6100, 13.7996, 18.0564, 120.0714, 4.0000, 0.0000, 0.8537
7, 4732, 4.0101, 4.0000, 0.0008, 0.0220, 6.4000, 0.4545, -720.4500, 2067.8039, 13.0000, 24.7500, 0.0003, 0.5714, 94.3311, 0.8004, 0.1703, 20.0000, 0.0128, 9.1585, 1.4848, 6.5253, 7.2000, 56.0956, 8.6200, 11.5837, 15.1525, 106.0096, 5.0000, 0.0073, 0.7143
8, 5281, 3.8302, 4.0000, 0.0026, 0.0182, 9.4000, 0.3962, -507.0000, 1707.2255, 8.5000, 17.6667, 0.0010, 0.5714, 114.7959, 0.8298, 0.1520, 9.0000, 0.0274, 8.3015, 1.7547, 7.1509, 9.7000, 40.4543, 9.3100, 12.0057, 12.3497, 87.1111, 4.0000, 0.0000, 0.7500
9, 5613, 3.9160, 4.0000, 0.0010, 0.0154, 8.7000, 0.4275, -760.5900, 1861.4390, 15.5000, 26.2000, 0.0002, 0.5000, 130.8391, 0.8269, 0.1577, 23.0000, 0.0154, 9.6792, 1.8015, 6.6565, 8.2000, 27.8328, 9.5800, 15.8860, 20.5563, 76.4298, 15.0000, 0.0000, 0.6544
10, 6396, 3.9615, 5.0000, 0.0007, 0.0230, 10.8000, 0.3308, -944.4000, 2677.1439, 15.0000, 32.5000, 0.0002, 0.5448, 130.3186, 0.8225, 0.1469, 21.0000, 0.0204, 9.5715, 1.8000, 7.5692, 6.0000, 21.5675, 10.4300, 18.3250, 21.9231, 76.7350, 10.0000, 0.0051, 0.6716
