Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.5000, 4.0000, 0.0035, 0.0000, 2.6000, 0.0000, -1025.2600, 1836.9298, 16.5000, 35.0000, 0.0007, 0.7778, 61.7284, 0.6811, 0.1838, 0.0000, 0.0486, 7.2019, 1.5000, 12.5000, 3.1000, 77.9050, 8.0000, 2.8900, 15.1429, 162.0000, 0.0000, 0.1081, 0.8889
2, 13, 3.9242, 4.0000, 0.0009, 0.0274, 7.2000, 0.3485, -780.2200, 2052.4281, 10.5000, 26.8000, 0.0003, 0.4964, 116.9712, 0.7453, 0.1685, 23.0000, 0.0229, 9.7345, 1.4167, 7.2727, 5.7000, 60.1890, 8.9400, 11.4227, 14.6006, 85.4912, 4.0000, 0.0566, 0.6475
3, 745, 3.7500, 4.0000, 0.0005, 0.0170, 6.8000, 0.4057, -890.1800, 1931.0565, 13.5000, 30.5000, 0.0001, 0.4325, 122.5120, 0.7743, 0.1689, 45.0000, 0.0221, 10.4197, 1.4590, 6.9303, 3.1000, 52.4447, 8.5300, 13.5214, 16.1344, 81.6247, 9.0000, 0.0339, 0.5833
4, 2104, 4.1162, 4.0000, 0.0004, 0.0165, 6.2000, 0.4343, -639.2900, 2644.1335, 14.0000, 22.0000, 0.0001, 0.4976, 110.1543, 0.7984, 0.1723, 51.0000, 0.0156, 10.0913, 1.4949, 6.5303, 3.1000, 58.0323, 8.3900, 10.6304, 13.8505, 90.7818, 9.0000, 0.0092, 0.6232
5, 3198, 3.9119, 4.0000, 0.0007, 0.0231, 6.7000, 0.3774, -659.7700, 2027.5617, 9.0000, 22.7143, 0.0002, 0.4699, 148.0621, 0.7780, 0.1688, 23.0000, 0.0324, 10.0870, 1.4654, 7.3019, 6.9000, 59.8064, 8.7600, 10.5604, 12.6077, 67.5392, 3.0000, 0.0254, 0.6084
6, 4066, 4.0244, 4.0000, 0.0009, 0.0288, 6.8000, 0.4098, -998.6100, 1665.1467, 14.0000, 34.1667, 0.0002, 0.4333, 107.0295, 0.7704, 0.1682, 44.0000, 0.0223, 10.1861, 1.4439, 7.3902, 5.5000, 50.0017, 8.6400, 14.7730, 17.9593, 93.4322, 10.0000, 0.0307, 0.6095
7, 5145, 4.0000, 4.0000, 0.0007, 0.0243, 7.9000, 0.3789, -923.3000, 2026.4369, 13.5000, 31.6667, 0.0002, 0.4694, 129.1129, 0.7865, 0.1620, 42.0000, 0.0206, 10.1081, 1.4632, 6.6211, 5.5000, 50.9102, 8.4300, 14.0253, 16.6667, 77.4516, 7.0000, 0.0234, 0.6173
8, 6216, 3.3543, 4.0000, 0.0012, 0.0274, 5.7000, 0.4016, -740.5900, 1673.4464, 9.0000, 25.4000, 0.0003, 0.4394, 185.9504, 0.7500, 0.1753, 16.0000, 0.0259, 10.0033, 1.4331, 6.2835, 5.7000, 59.8162, 7.5300, 11.2262, 13.6246, 53.7778, 1.0000, 0.0442, 0.5985
9, 6875, 3.8407, 4.0000, 0.0004, 0.0264, 6.9000, 0.4000, -653.2600, 1883.1056, 8.0000, 22.5000, 0.0001, 0.4291, 123.4847, 0.7762, 0.1684, 64.0000, 0.0216, 10.5568, 1.4074, 6.9926, 4.8000, 64.9308, 7.9400, 9.7924, 12.8519, 80.9817, 10.0000, 0.0291, 0.5674
10, 8357, 3.8327, 4.0000, 0.0006, 0.0183, 7.8000, 0.3792, -782.3700, 2042.0697, 8.0000, 26.9000, 0.0001, 0.4029, 141.8146, 0.8051, 0.1630, 48.0000, 0.0215, 10.6299, 1.5242, 6.7658, 6.3000, 50.5873, 8.4900, 12.8861, 16.2619, 70.5146, 8.0000, 0.0124, 0.5576
11, 9894, 3.6934, 4.0000, 0.0003, 0.0320, 6.8000, 0.3757, -811.5400, 1767.4933, 8.0000, 27.8462, 0.0001, 0.3743, 118.2476, 0.7759, 0.1686, 72.0000, 0.0240, 10.9577, 1.3950, 7.2099, 4.7000, 60.5518, 7.9300, 11.7313, 15.3374, 84.5683, 13.0000, 0.0235, 0.5187
12, 11771, 3.6747, 4.0000, 0.0009, 0.0324, 6.7000, 0.4036, -757.0500, 1938.0439, 11.0000, 26.0000, 0.0002, 0.4225, 113.8151, 0.7688, 0.1707, 32.0000, 0.0191, 10.2473, 1.3313, 6.6265, 5.3000, 70.1349, 7.8800, 9.3682, 13.2571, 87.8618, 5.0000, 0.0265, 0.5936
