Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.0000, 4.0000, 0.0000, 0.0000, 14.4000, 0.0000, -95890.6600, 2023.7441, 11.0000, 3240.0000, 0.0000, 0.2058, 151.9263, 0.7916, 0.1670, 0.0000, 0.0283, 11.6489, 1.5000, 12.5000, 3.1000, 79.9165, 166.9400, 2.1171, 1300.5356, 65.8214, 128.0000, 0.0179, 0.3127
2, 17, 3.9778, 4.0000, 0.0009, 0.0162, 6.1000, 0.3778, -668.7200, 1542.7279, 11.5000, 23.0000, 0.0007, 0.4421, 144.0443, 0.7847, 0.1722, 15.0000, 0.0391, 9.5675, 1.3222, 7.4333, 3.1000, 72.1375, 8.4300, 8.7872, 10.9391, 69.4231, 3.0000, 0.0235, 0.6211
3, 513, 3.8621, 4.0000, 0.0010, 0.0171, 5.9000, 0.4253, -846.9000, 1607.7269, 14.5000, 29.0000, 0.0007, 0.4556, 143.2099, 0.8009, 0.1734, 16.0000, 0.0128, 9.4388, 1.4368, 5.6897, 7.8000, 55.8483, 7.3600, 12.6740, 15.2782, 69.8276, 3.0000, 0.0086, 0.6333
4, 982, 4.1724, 4.0000, 0.0002, 0.0161, 7.6000, 0.4023, -844.7000, 3076.5145, 15.0000, 29.0000, 0.0003, 0.6222, 190.1235, 0.7992, 0.1627, 15.0000, 0.0120, 9.0300, 1.4943, 6.0805, 6.4000, 50.9862, 8.7600, 13.3522, 15.7379, 52.5974, 4.0000, 0.0221, 0.7111
5, 1482, 4.3984, 4.0000, 0.0006, 0.0250, 8.3000, 0.3496, -1199.1300, 1848.2184, 13.0000, 41.0000, 0.0001, 0.4444, 140.1487, 0.8009, 0.1602, 37.0000, 0.0389, 10.3353, 1.4309, 6.9146, 5.5000, 44.1663, 9.3700, 17.2846, 20.6276, 71.3528, 8.0000, 0.0132, 0.5952
6, 2845, 3.8710, 4.0000, 0.0019, 0.0200, 6.1000, 0.4516, -905.8700, 1187.1094, 15.0000, 31.0000, 0.0005, 0.4375, 169.2708, 0.7756, 0.1723, 16.0000, 0.0301, 9.5546, 1.4194, 6.3011, 7.8000, 55.2926, 8.1300, 13.2484, 17.5613, 59.0769, 2.0000, 0.0281, 0.6250
7, 3346, 3.7703, 4.0000, 0.0010, 0.0206, 5.1000, 0.3919, -536.9700, 1757.4932, 8.0000, 18.5000, 0.0005, 0.4872, 184.0894, 0.7732, 0.1778, 12.0000, 0.0335, 9.2348, 1.3514, 6.6081, 3.1000, 73.7332, 7.1900, 7.5709, 10.6432, 54.3214, 2.0000, 0.0284, 0.6410
8, 3736, 4.0460, 4.0000, 0.0004, 0.0245, 7.0000, 0.3558, -1059.2300, 1432.0119, 10.5000, 36.2222, 0.0001, 0.3153, 152.9457, 0.7716, 0.1674, 60.0000, 0.0262, 11.4364, 1.4448, 6.7331, 6.4000, 47.8406, 8.2300, 15.5851, 18.4153, 65.3827, 13.0000, 0.0325, 0.4685
9, 5494, 4.6273, 4.0000, 0.0004, 0.0225, 9.3000, 0.3136, -798.2500, 2078.1330, 14.0000, 27.5000, 0.0001, 0.4737, 129.2705, 0.8089, 0.1546, 37.0000, 0.0241, 10.2412, 1.6682, 7.3091, 5.1000, 37.7943, 9.5000, 14.8195, 18.2727, 77.3571, 15.0000, 0.0140, 0.6053
10, 6783, 4.2784, 4.0000, 0.0015, 0.0183, 7.7000, 0.3608, -943.3500, 1550.3187, 15.0000, 32.3333, 0.0004, 0.4700, 138.0000, 0.8117, 0.1627, 12.0000, 0.0347, 9.4506, 1.4021, 7.3196, 3.1000, 55.4022, 7.9200, 13.5643, 16.6447, 72.4638, 0.0000, 0.0073, 0.6500
