Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.2000, 4.0000, 0.0041, 0.0303, 17.9000, 0.0000, -1523.9800, 1218.3001, 24.5000, 52.0000, 0.0011, 0.5490, 130.7190, 0.7509, 0.1575, 0.0000, 0.0769, 8.1920, 2.4000, 14.6000, 13.0000, -1.2800, 9.3100, 14.6800, 26.1846, 76.5000, 3.0000, 0.0476, 0.7451
2, 35, 3.0833, 4.0000, 0.0019, 0.0422, 8.8000, 0.3611, -1123.6800, 1505.8525, 17.5000, 38.5000, 0.0006, 0.5263, 110.8033, 0.7729, 0.1546, 10.0000, 0.0580, 8.8522, 1.4861, 8.2917, 3.1000, 44.5700, 9.2900, 15.9861, 19.5558, 90.2500, 3.0000, 0.0314, 0.7105
3, 416, 3.1846, 4.0000, 0.0009, 0.0281, 10.1000, 0.3615, -752.8100, 1836.3880, 11.5000, 26.0000, 0.0002, 0.5227, 115.9320, 0.8220, 0.1499, 27.0000, 0.0402, 9.5886, 1.5615, 7.7077, 6.7000, 48.3388, 9.4700, 12.9762, 14.4000, 86.2574, 9.0000, 0.0000, 0.6667
4, 1165, 2.8571, 4.0000, 0.0017, 0.0305, 7.7000, 0.3878, -711.3300, 2112.7024, 12.0000, 24.5000, 0.0005, 0.6327, 183.2570, 0.8092, 0.1603, 9.0000, 0.0458, 8.0957, 1.5102, 6.3878, 7.2000, 54.2042, 8.4000, 11.7854, 14.6980, 54.5682, 3.0000, 0.0000, 0.7551
5, 1429, 3.2240, 4.0000, 0.0009, 0.0264, 8.7000, 0.3607, -758.8000, 1579.1255, 14.5000, 26.1429, 0.0002, 0.3883, 188.9995, 0.8075, 0.1575, 24.0000, 0.0396, 10.5861, 1.4918, 7.0000, 6.2000, 54.0934, 8.7100, 12.2090, 15.2659, 52.9102, 7.0000, 0.0085, 0.5479
6, 2491, 3.3254, 4.0000, 0.0011, 0.0508, 9.2000, 0.3018, -818.0400, 1605.1619, 11.0000, 28.1667, 0.0003, 0.3953, 150.0811, 0.7578, 0.1546, 25.0000, 0.0227, 10.3328, 1.4083, 7.9882, 7.2000, 59.1050, 8.5200, 12.0128, 15.7637, 66.6306, 7.0000, 0.0368, 0.5756
7, 3418, 3.2000, 4.0000, 0.0004, 0.0402, 9.1000, 0.3300, -642.2200, 1804.7394, 9.0000, 22.2222, 0.0002, 0.4300, 149.0000, 0.7970, 0.1553, 43.0000, 0.0374, 10.5200, 1.4850, 8.0950, 5.1000, 58.6484, 8.5300, 10.5997, 12.4889, 67.1141, 12.0000, 0.0075, 0.5600
8, 4489, 3.1625, 4.0000, 0.0005, 0.0348, 9.4000, 0.3625, -694.5400, 1474.5529, 15.0000, 24.0000, 0.0002, 0.3401, 137.6846, 0.8110, 0.1542, 46.0000, 0.0257, 11.1107, 1.5042, 8.3125, 4.9000, 55.2225, 8.2800, 11.5192, 13.7667, 72.6298, 17.0000, 0.0000, 0.4980
9, 5814, 2.8836, 4.0000, 0.0013, 0.0519, 11.9000, 0.3151, -598.3200, 1328.9618, 9.0000, 20.8571, 0.0005, 0.2973, 195.3981, 0.8013, 0.1416, 24.0000, 0.0312, 10.9658, 1.4247, 9.7603, 6.2000, 65.1390, 7.5500, 9.3552, 10.8086, 51.1776, 7.0000, 0.0052, 0.4865
10, 6586, 3.3203, 4.0000, 0.0007, 0.0258, 8.3000, 0.3725, -632.3700, 2033.1353, 8.5000, 21.8571, 0.0002, 0.4969, 135.2795, 0.8103, 0.1593, 30.0000, 0.0293, 9.8541, 1.6013, 7.0261, 6.9000, 49.1794, 8.4900, 11.8297, 14.4945, 73.9211, 9.0000, 0.0047, 0.6415
11, 7442, 3.1222, 4.0000, 0.0005, 0.0475, 10.7000, 0.3348, -800.1900, 2007.4418, 8.5000, 27.6250, 0.0002, 0.4081, 152.8283, 0.7880, 0.1476, 49.0000, 0.0450, 10.6606, 1.5023, 8.3982, 6.6000, 51.7042, 8.2600, 12.9104, 16.2989, 65.4329, 13.0000, 0.0170, 0.5471
12, 8623, 3.3322, 4.0000, 0.0004, 0.0268, 8.5000, 0.4339, -858.4100, 2016.2913, 10.5000, 29.5000, 0.0001, 0.3927, 128.9634, 0.8144, 0.1589, 65.0000, 0.0316, 10.8231, 1.5119, 7.0746, 4.9000, 48.9888, 8.5900, 13.7550, 16.8169, 77.5414, 11.0000, 0.0000, 0.5347
