Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.6667, 4.0000, 0.0028, 0.0541, 22.5000, 0.0000, -1878.4600, 1698.2106, 31.5000, 64.0000, 0.0008, 0.6000, 99.4083, 0.7405, 0.1545, 0.0000, 0.0641, 8.4145, 2.1667, 9.6667, 15.9000, 17.4450, 11.1800, 12.3167, 33.7250, 100.5952, 5.0000, 0.0671, 0.7692
2, 39, 3.6475, 4.0000, 0.0005, 0.0274, 6.8000, 0.3669, -1059.7100, 1640.4789, 19.0000, 36.2500, 0.0003, 0.4899, 98.1938, 0.7636, 0.1662, 27.0000, 0.0571, 9.7986, 1.5612, 6.9928, 6.0000, 39.4904, 9.3600, 16.3841, 21.1207, 101.8394, 8.0000, 0.0403, 0.6443
3, 772, 3.4964, 4.0000, 0.0006, 0.0266, 8.3000, 0.3650, -999.3100, 2108.5633, 14.0000, 34.2500, 0.0002, 0.5827, 109.7252, 0.7979, 0.1596, 26.0000, 0.0426, 9.4551, 1.5620, 6.6788, 3.1000, 39.9223, 10.1100, 16.1996, 21.2912, 91.1368, 6.0000, 0.0160, 0.6978
4, 1526, 3.6118, 4.0000, 0.0005, 0.0194, 8.4000, 0.3618, -735.3100, 2162.4529, 14.5000, 25.3333, 0.0002, 0.5380, 131.3892, 0.8007, 0.1595, 24.0000, 0.0433, 9.7515, 1.5855, 7.3882, 6.4000, 46.9861, 8.6900, 12.9992, 16.7123, 76.1098, 9.0000, 0.0205, 0.6582
5, 2406, 4.0000, 4.0000, 0.0009, 0.0283, 5.7000, 0.4128, -795.3100, 2180.0970, 13.5000, 27.2500, 0.0002, 0.5893, 97.2577, 0.7721, 0.1749, 23.0000, 0.0389, 9.1694, 1.4312, 6.5963, 8.1000, 58.0974, 8.3700, 11.9256, 15.6706, 102.8197, 4.0000, 0.0247, 0.7232
6, 2974, 3.9028, 3.0000, 0.0010, 0.0275, 5.2000, 0.3472, -598.2400, 1546.1641, 7.5000, 20.5714, 0.0003, 0.3974, 124.5559, 0.7459, 0.1786, 29.0000, 0.0426, 10.2045, 1.5139, 7.0972, 5.3000, 57.8800, 7.3800, 10.2967, 13.5063, 80.2852, 2.0000, 0.0481, 0.5828
7, 3704, 4.0215, 4.0000, 0.0005, 0.0222, 5.5000, 0.3763, -489.4800, 2245.1356, 10.5000, 16.9091, 0.0001, 0.4924, 113.3758, 0.7634, 0.1769, 27.0000, 0.0485, 10.0326, 1.4409, 7.3333, 5.6000, 67.7755, 8.0000, 8.0067, 10.4196, 88.2023, 3.0000, 0.0364, 0.6294
8, 4695, 4.0683, 4.0000, 0.0006, 0.0292, 8.2000, 0.3043, -325.9200, 1615.1607, 4.0000, 11.5000, 0.0002, 0.3771, 171.7551, 0.7581, 0.1598, 30.0000, 0.0778, 10.6814, 1.6957, 8.1242, 3.1000, 51.7103, 7.7300, 8.9037, 12.5503, 58.2224, 8.0000, 0.0529, 0.5314
9, 5623, 3.7463, 5.0000, 0.0010, 0.0192, 10.2000, 0.4030, -644.2800, 1914.6101, 12.0000, 22.3333, 0.0003, 0.4929, 123.4694, 0.8103, 0.1501, 33.0000, 0.0348, 9.7668, 1.7015, 7.1493, 5.5000, 40.2204, 9.0300, 13.1976, 17.5900, 80.9917, 13.0000, 0.0192, 0.6429
10, 6458, 4.0065, 4.0000, 0.0006, 0.0222, 9.5000, 0.3571, -895.6800, 2255.6788, 15.0000, 30.8000, 0.0002, 0.5759, 113.7638, 0.8011, 0.1533, 31.0000, 0.0256, 9.5072, 1.7013, 6.8506, 6.7000, 31.6431, 9.5600, 16.4973, 21.1512, 87.9014, 11.0000, 0.0222, 0.7025
11, 7360, 4.0221, 4.0000, 0.0005, 0.0200, 9.2000, 0.3761, -1099.3600, 2184.1567, 15.0000, 37.6667, 0.0001, 0.4978, 108.6936, 0.8185, 0.1554, 44.0000, 0.0354, 10.0326, 1.6372, 7.1062, 6.4000, 30.0989, 9.1600, 18.4186, 23.0313, 92.0018, 14.0000, 0.0062, 0.6376
12, 8662, 3.6883, 4.0000, 0.0008, 0.0207, 8.5000, 0.3571, -1124.8600, 1956.6624, 15.0000, 38.5000, 0.0002, 0.5414, 115.2177, 0.8092, 0.1586, 13.0000, 0.0460, 9.6164, 1.6234, 6.8182, 8.1000, 30.4198, 9.4700, 18.5808, 22.6727, 86.7923, 13.0000, 0.0092, 0.6815
13, 9534, 3.5907, 4.0000, 0.0004, 0.0227, 8.3000, 0.4145, -699.6500, 2327.7284, 12.0000, 24.1250, 0.0002, 0.4726, 149.5012, 0.7989, 0.1601, 39.0000, 0.0437, 10.2888, 1.6166, 6.7668, 5.1000, 45.5854, 9.2300, 12.8944, 17.5256, 66.8891, 14.0000, 0.0182, 0.5920
14, 10635, 3.8028, 4.0000, 0.0005, 0.0331, 8.4000, 0.3624, -1060.8200, 2292.7527, 14.5000, 36.3333, 0.0002, 0.4688, 95.6633, 0.7890, 0.1593, 41.0000, 0.0432, 10.1934, 1.5092, 7.3119, 3.1000, 42.2805, 9.7400, 16.3883, 20.5884, 104.5333, 12.0000, 0.0186, 0.6116
15, 11817, 3.7702, 4.0000, 0.0003, 0.0293, 8.5000, 0.3814, -1085.8800, 2140.4749, 13.5000, 37.1818, 0.0001, 0.3852, 100.6158, 0.8033, 0.1594, 90.0000, 0.0377, 10.8383, 1.5599, 7.4230, 5.6000, 37.1277, 9.2200, 17.3178, 22.4033, 99.3879, 26.0000, 0.0071, 0.5311
16, 14071, 3.6636, 4.0000, 0.0008, 0.0260, 8.6000, 0.4000, -636.3400, 1781.2347, 11.0000, 22.0000, 0.0005, 0.4737, 106.1865, 0.8081, 0.1577, 32.0000, 0.0228, 9.5738, 1.6000, 7.4818, 5.7000, 49.1450, 9.0200, 11.8700, 14.9818, 94.1739, 7.0000, 0.0081, 0.6491
17, 14688, 3.7154, 4.0000, 0.0008, 0.0231, 8.7000, 0.3984, -1198.5500, 2192.2173, 20.0000, 41.0000, 0.0002, 0.5397, 170.0680, 0.8170, 0.1571, 21.0000, 0.0418, 9.5546, 1.6829, 6.8130, 3.1000, 22.8444, 10.0600, 20.2585, 24.5301, 58.8000, 11.0000, 0.0029, 0.6667
18, 15384, 3.8677, 4.0000, 0.0006, 0.0222, 8.0000, 0.3968, -685.1800, 2079.2263, 10.5000, 23.6250, 0.0002, 0.4721, 105.1303, 0.8052, 0.1616, 47.0000, 0.0314, 10.0976, 1.5344, 7.4180, 5.1000, 53.0461, 9.1400, 11.7296, 14.7410, 95.1201, 4.0000, 0.0111, 0.6193
19, 16469, 3.6699, 4.0000, 0.0005, 0.0298, 7.8000, 0.3923, -1223.3800, 2302.7303, 18.5000, 41.8000, 0.0001, 0.4953, 136.6145, 0.7995, 0.1626, 47.0000, 0.0280, 10.0730, 1.5072, 6.6651, 5.7000, 36.9008, 9.2100, 18.4967, 22.0789, 73.1987, 11.0000, 0.0081, 0.6274
20, 17578, 3.5505, 4.0000, 0.0008, 0.0294, 9.4000, 0.3578, -629.3900, 2228.3902, 11.5000, 21.8000, 0.0002, 0.5982, 102.0408, 0.7977, 0.1533, 19.0000, 0.0326, 9.1694, 1.5688, 7.2936, 3.1000, 51.9869, 9.0900, 11.4239, 16.4264, 98.0000, 10.0000, 0.0196, 0.7232
21, 18193, 4.1231, 4.0000, 0.0007, 0.0178, 9.4000, 0.4231, -753.7400, 2305.6742, 14.5000, 26.0000, 0.0002, 0.5481, 109.7394, 0.8234, 0.1537, 39.0000, 0.0305, 9.5227, 1.5923, 7.1615, 3.1000, 45.7358, 8.6700, 13.3392, 16.5538, 91.1250, 9.0000, 0.0051, 0.6815
22, 18982, 3.9333, 4.0000, 0.0009, 0.0202, 9.2000, 0.3333, -724.4200, 1800.1171, 15.0000, 25.0000, 0.0002, 0.5128, 111.7686, 0.7966, 0.1551, 33.0000, 0.0416, 9.6958, 1.7267, 7.4533, 3.1000, 35.3840, 9.0300, 14.5347, 20.4000, 89.4706, 10.0000, 0.0281, 0.6667
23, 19874, 7.0000, 11.0000, 0.0000, 0.0000, 33.2000, 0.0000, -11.2000, 207.9442, 2.0000, 2.0000, 0.0000, 1.0000, 0.0000, 0.9565, 0.0435, 0.0000, 0.0870, 1.8501, 4.5000, 13.0000, 3.1000, -175.8950, 19.5300, 38.2900, 40.8000, 0.0000, 2.0000, 0.0000, 1.0000
