Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.0000, 4.0000, 0.0043, 0.0000, 9.7000, 0.0000, -783.4800, 2059.8980, 13.5000, 27.0000, 0.0009, 0.7857, 76.5306, 0.7114, 0.1611, 0.0000, 0.0671, 6.7904, 2.0000, 14.5000, 11.2000, 35.6050, 7.8000, 8.7900, 18.2074, 130.6667, 2.0000, 0.0805, 0.8929
2, 16, 4.1466, 4.0000, 0.0005, 0.0340, 10.5000, 0.2845, -564.8200, 1789.0067, 16.0000, 19.6667, 0.0003, 0.4959, 128.4065, 0.7471, 0.1503, 11.0000, 0.0491, 9.6975, 1.7672, 7.5259, 8.1000, 37.7030, 8.5300, 12.8034, 16.3412, 77.8777, 15.0000, 0.0607, 0.6364
3, 695, 3.9931, 4.0000, 0.0006, 0.0179, 6.1000, 0.3931, -1061.2900, 1811.5311, 14.5000, 36.2500, 0.0003, 0.4966, 108.1032, 0.7987, 0.1731, 25.0000, 0.0526, 9.7986, 1.6069, 6.6414, 7.2000, 34.0978, 9.3600, 17.5089, 21.3966, 92.5042, 13.0000, 0.0103, 0.6443
4, 1478, 4.7259, 4.0000, 0.0013, 0.0286, 6.2000, 0.4222, -787.2500, 1716.8462, 13.5000, 27.0000, 0.0003, 0.5180, 79.7060, 0.7911, 0.1717, 32.0000, 0.0615, 9.4551, 1.4000, 7.1037, 5.7000, 60.9900, 8.7200, 11.4600, 14.0593, 125.4610, 6.0000, 0.0086, 0.6978
5, 2180, 4.1579, 4.0000, 0.0006, 0.0216, 5.3000, 0.4298, -471.2200, 2338.4980, 11.0000, 16.2857, 0.0003, 0.5667, 136.1111, 0.7745, 0.1774, 18.0000, 0.0630, 9.4266, 1.5263, 6.6228, 8.8000, 61.1787, 8.5200, 8.7720, 11.0757, 73.4694, 6.0000, 0.0265, 0.6833
6, 2786, 3.4722, 4.0000, 0.0021, 0.0099, 6.2000, 0.4028, -1053.7300, 1254.4887, 21.0000, 36.0000, 0.0006, 0.4324, 248.3565, 0.7916, 0.1712, 10.0000, 0.0645, 9.3585, 1.6528, 6.2083, 7.2000, 30.4700, 9.0500, 17.9528, 22.1778, 40.2647, 7.0000, 0.0273, 0.6081
7, 3192, 4.0472, 4.0000, 0.0007, 0.0262, 6.9000, 0.3465, -926.9500, 1748.1197, 15.0000, 31.7500, 0.0003, 0.4809, 109.5507, 0.7660, 0.1672, 20.0000, 0.0465, 9.7297, 1.6299, 6.6693, 7.2000, 36.7174, 8.7100, 16.0256, 19.3142, 91.2819, 10.0000, 0.0378, 0.6412
8, 3883, 4.6042, 4.0000, 0.0010, 0.0271, 7.0000, 0.3819, -839.5000, 1873.2373, 18.5000, 28.8000, 0.0002, 0.5364, 94.7327, 0.7933, 0.1667, 27.0000, 0.0181, 9.5193, 1.4722, 6.6389, 3.1000, 53.0530, 8.4100, 13.0142, 15.9644, 105.5602, 5.0000, 0.0129, 0.6954
9, 4660, 3.7686, 5.0000, 0.0008, 0.0202, 10.5000, 0.3388, -878.1200, 1766.8702, 17.0000, 30.2500, 0.0003, 0.4160, 209.9200, 0.8318, 0.1480, 12.0000, 0.0363, 10.1698, 1.7025, 6.9752, 9.5000, 32.1015, 9.5600, 16.2968, 21.3562, 47.6372, 17.0000, 0.0000, 0.5680
10, 5406, 4.4601, 5.0000, 0.0004, 0.0194, 10.8000, 0.3662, -883.0600, 2604.0562, 20.5000, 30.4286, 0.0001, 0.4955, 115.1945, 0.8244, 0.1472, 41.0000, 0.0149, 10.1058, 1.8169, 6.8498, 8.4000, 22.2401, 10.2200, 17.7166, 22.5001, 86.8097, 22.0000, 0.0090, 0.6250
11, 6747, 4.4380, 5.0000, 0.0004, 0.0130, 9.6000, 0.4264, -747.6000, 2390.8576, 12.0000, 25.8000, 0.0001, 0.4796, 114.7027, 0.8242, 0.1534, 67.0000, 0.0199, 10.2487, 1.7209, 6.5853, 5.7000, 35.0573, 9.1400, 14.7790, 19.3122, 87.1819, 26.0000, 0.0093, 0.6097
12, 8360, 4.0323, 4.0000, 0.0009, 0.0081, 7.8000, 0.4355, -903.7300, 3370.4931, 17.5000, 31.0000, 0.0004, 0.6875, 180.6641, 0.8306, 0.1613, 9.0000, 0.0269, 8.3482, 1.6290, 6.4355, 7.2000, 37.5539, 10.6000, 15.7226, 18.8516, 55.3514, 5.0000, 0.0000, 0.7812
13, 8735, 4.4231, 4.0000, 0.0010, 0.0187, 7.0000, 0.4231, -1141.5200, 2744.7266, 21.5000, 39.0000, 0.0002, 0.7000, 71.8750, 0.8150, 0.1663, 13.0000, 0.0164, 8.4760, 1.5897, 6.3462, 7.2000, 32.7577, 10.1100, 18.3790, 21.2410, 139.1304, 7.0000, 0.0000, 0.8125
14, 9165, 4.5125, 4.0000, 0.0007, 0.0194, 8.6000, 0.3500, -774.4100, 2264.0471, 15.0000, 26.6667, 0.0002, 0.6988, 95.8049, 0.8129, 0.1570, 14.0000, 0.0409, 8.5810, 1.7125, 7.1750, 3.1000, 34.8908, 10.4800, 15.0175, 18.1667, 104.3788, 8.0000, 0.0108, 0.7952
