Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0050, 0.0000, 14.4000, 0.0000, -724.0300, 1850.8536, 11.5000, 25.0000, 0.0011, 0.7692, 88.7574, 0.8188, 0.1544, 1.0000, 0.0470, 6.6857, 1.0000, 15.0000, 3.1000, 120.2050, 10.3400, -3.0100, 14.8000, 112.6667, 0.0000, 0.0000, 0.8846
2, 17, 3.8952, 4.0000, 0.0007, 0.0469, 6.7000, 0.2984, -733.1000, 2214.5080, 10.5000, 25.2000, 0.0003, 0.5267, 90.9038, 0.7669, 0.1685, 21.0000, 0.0236, 9.5131, 1.3548, 7.9032, 6.7000, 67.0436, 8.0200, 10.0691, 12.9371, 110.0064, 3.0000, 0.0189, 0.6794
3, 637, 4.0094, 4.0000, 0.0008, 0.0380, 9.7000, 0.3679, -768.2100, 2244.2801, 14.0000, 26.5000, 0.0003, 0.5818, 85.9504, 0.8066, 0.1521, 16.0000, 0.0116, 9.1352, 1.3774, 8.2264, 3.1000, 63.4130, 9.1100, 10.9978, 13.6189, 116.3462, 10.0000, 0.0033, 0.7273
4, 1244, 4.1489, 3.0000, 0.0004, 0.0404, 5.8000, 0.3819, -598.3600, 2334.2889, 7.0000, 20.6000, 0.0001, 0.4286, 128.8531, 0.7674, 0.1752, 61.0000, 0.0130, 10.7043, 1.2977, 6.7961, 4.6000, 76.1377, 7.6000, 7.7573, 10.6995, 77.6078, 10.0000, 0.0156, 0.5497
5, 2781, 3.6777, 4.0000, 0.0005, 0.0496, 9.0000, 0.2821, -719.2100, 2128.2996, 8.5000, 24.8182, 0.0002, 0.3310, 185.1547, 0.7741, 0.1561, 42.0000, 0.0424, 11.4104, 1.3077, 9.0330, 3.1000, 71.0138, 8.4600, 9.5199, 12.8577, 54.0089, 12.0000, 0.0201, 0.4698
6, 4173, 3.3636, 4.0000, 0.0005, 0.0734, 9.9000, 0.2727, -699.7300, 1856.5525, 8.5000, 24.2000, 0.0002, 0.3614, 267.7376, 0.7651, 0.1511, 39.0000, 0.0337, 11.2261, 1.2521, 9.0496, 6.9000, 76.3472, 8.2600, 8.6224, 12.1593, 37.3500, 16.0000, 0.0095, 0.4859
7, 5333, 3.7342, 4.0000, 0.0004, 0.0687, 10.3000, 0.2297, -1078.2100, 2865.7680, 21.5000, 37.0000, 0.0002, 0.4533, 246.1235, 0.7744, 0.1495, 29.0000, 0.0483, 10.5971, 1.2613, 9.0225, 5.5000, 62.5773, 10.1700, 13.7229, 16.9622, 40.6300, 17.0000, 0.0074, 0.5556
8, 6412, 4.1518, 4.0000, 0.0012, 0.0321, 6.6000, 0.3929, -650.5900, 1538.6409, 10.5000, 22.4000, 0.0004, 0.4872, 97.8888, 0.7905, 0.1689, 23.0000, 0.0118, 9.4967, 1.3571, 8.0625, 7.6000, 69.2847, 7.8500, 9.1603, 11.4600, 102.1567, 4.0000, 0.0084, 0.6667
9, 7006, 3.8500, 4.0000, 0.0011, 0.0375, 11.7000, 0.3000, -573.2300, 2200.7102, 9.0000, 20.0000, 0.0005, 0.5806, 187.3049, 0.8213, 0.1412, 9.0000, 0.0202, 8.6077, 1.5167, 9.2833, 7.8000, 58.2250, 9.9800, 10.1067, 12.0000, 53.3889, 6.0000, 0.0000, 0.7097
10, 7355, 3.7600, 4.0000, 0.0009, 0.0458, 10.5000, 0.3360, -722.6700, 1624.0692, 11.5000, 25.0000, 0.0004, 0.4375, 147.7051, 0.7947, 0.1477, 29.0000, 0.0192, 9.9594, 1.3680, 8.9120, 3.1000, 65.7272, 9.0700, 10.3024, 13.5200, 67.7025, 8.0000, 0.0103, 0.6016
11, 8034, 4.6364, 5.0000, 0.0006, 0.0277, 11.3000, 0.3182, -502.7700, 2808.5113, 9.0000, 17.6000, 0.0002, 0.6882, 115.6203, 0.8207, 0.1442, 18.0000, 0.0111, 8.7770, 1.6705, 8.0114, 3.1000, 47.6505, 9.6000, 10.9854, 15.2218, 86.4900, 11.0000, 0.0074, 0.7742
