Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.6667, 4.0000, 0.0034, 0.0500, 10.5000, 0.0000, -753.7900, 1791.9531, 12.0000, 26.0000, 0.0011, 0.7037, 219.4787, 0.6822, 0.1550, 0.0000, 0.0698, 6.9360, 0.6667, 10.6667, 11.2000, 147.3900, 6.6800, -6.5533, 15.0154, 45.5625, 2.0000, 0.0930, 0.8148
2, 22, 4.1573, 4.0000, 0.0006, 0.0330, 7.2000, 0.4045, -440.4600, 2002.5064, 9.0000, 15.3333, 0.0003, 0.5361, 165.7987, 0.7475, 0.1657, 11.0000, 0.0533, 9.3669, 1.6180, 6.3933, 6.7000, 54.8983, 7.8200, 9.2871, 11.7855, 60.3141, 9.0000, 0.0513, 0.6598
3, 509, 4.2286, 4.0000, 0.0006, 0.0270, 9.0000, 0.4171, -560.1800, 2148.5510, 9.0000, 19.4444, 0.0002, 0.4699, 134.3725, 0.7919, 0.1561, 32.0000, 0.0453, 10.1492, 1.6057, 6.6171, 5.1000, 51.2555, 9.0900, 10.9408, 16.2349, 74.4200, 13.0000, 0.0231, 0.6066
4, 1549, 4.4103, 5.0000, 0.0006, 0.0231, 11.4000, 0.3419, -558.9000, 2213.0102, 9.0000, 19.5000, 0.0002, 0.5691, 158.6357, 0.8272, 0.1442, 23.0000, 0.0408, 9.4477, 1.6239, 6.8803, 3.1000, 49.6579, 10.2500, 11.1774, 15.3214, 63.0375, 10.0000, 0.0054, 0.6829
5, 2286, 4.4110, 4.0000, 0.0004, 0.0212, 10.2000, 0.4153, -520.5300, 2770.9433, 12.0000, 18.1538, 0.0002, 0.4659, 136.1268, 0.8148, 0.1504, 55.0000, 0.0424, 10.4243, 1.6144, 7.0720, 5.4000, 51.8300, 9.5500, 10.5400, 15.0581, 73.4609, 17.0000, 0.0137, 0.5823
6, 3751, 4.3014, 4.0000, 0.0009, 0.0322, 9.4000, 0.3356, -848.3800, 1906.7712, 11.5000, 29.2000, 0.0002, 0.4437, 149.1163, 0.8007, 0.1535, 22.0000, 0.0582, 10.0691, 1.4863, 7.1849, 6.7000, 51.4559, 8.1200, 13.3364, 16.8855, 67.0618, 6.0000, 0.0124, 0.6026
7, 4561, 4.3750, 4.0000, 0.0004, 0.0298, 9.4000, 0.3958, -516.9700, 2919.7653, 11.0000, 18.0000, 0.0002, 0.5533, 148.4444, 0.8067, 0.1539, 30.0000, 0.0430, 9.7494, 1.4861, 6.9028, 3.1000, 62.8400, 8.7400, 8.9661, 13.3111, 67.3653, 8.0000, 0.0095, 0.6533
8, 5401, 4.5497, 4.0000, 0.0006, 0.0338, 8.6000, 0.3560, -792.7700, 2064.6868, 10.5000, 27.2857, 0.0002, 0.4541, 158.2674, 0.7821, 0.1581, 23.0000, 0.0540, 10.2799, 1.5445, 6.8325, 6.9000, 48.4751, 8.7000, 13.2766, 16.5687, 63.1842, 3.0000, 0.0251, 0.5918
9, 6440, 4.6714, 4.0000, 0.0004, 0.0264, 8.9000, 0.3991, -885.4800, 2394.7105, 11.0000, 30.4286, 0.0001, 0.5000, 126.0331, 0.8010, 0.1569, 55.0000, 0.0413, 10.0857, 1.5822, 6.7793, 3.1000, 42.0993, 9.3100, 14.9466, 19.6832, 79.3443, 12.0000, 0.0149, 0.6273
10, 7653, 4.7688, 3.0000, 0.0004, 0.0507, 8.1000, 0.2849, -378.9600, 2438.6818, 6.0000, 13.2857, 0.0002, 0.4623, 172.7229, 0.7474, 0.1607, 25.0000, 0.0497, 10.3491, 1.4624, 7.1452, 5.3000, 69.6339, 7.9500, 6.8473, 10.6906, 57.8962, 2.0000, 0.0402, 0.5829
