Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 1.5000, 4.0000, 0.0000, 0.0000, 19.1000, 0.0000, -273014.5400, 2066.3873, 8.5000, 9224.0000, 0.0000, 0.1569, 110.6069, 0.8105, 0.1576, 1.0000, 0.0181, 10.9399, 3.0000, 15.0000, 11.2000, -46.9702, 463.6900, 19.8120, 3696.2181, 90.4103, 756.0000, 0.0090, 0.2575
2, 20, 3.9195, 4.0000, 0.0007, 0.0280, 8.1000, 0.3758, -730.4500, 2006.9119, 8.5000, 25.1667, 0.0002, 0.5287, 111.9721, 0.8109, 0.1617, 25.0000, 0.0166, 9.6874, 1.5570, 7.5235, 7.8000, 49.9030, 9.1100, 12.4682, 16.4243, 89.3080, 9.0000, 0.0000, 0.6688
3, 844, 4.2414, 4.0000, 0.0020, 0.0202, 9.8000, 0.4138, -842.0300, 2165.5696, 15.5000, 29.0000, 0.0004, 0.6833, 83.3333, 0.8295, 0.1503, 15.0000, 0.0058, 8.1367, 1.7241, 6.9655, 3.1000, 31.5379, 11.3900, 16.0648, 18.4966, 120.0000, 5.0000, 0.0000, 0.8167
4, 1193, 4.3750, 5.0000, 0.0008, 0.0248, 12.1000, 0.3021, -691.1300, 2221.3161, 19.0000, 24.0000, 0.0002, 0.7071, 79.5837, 0.8281, 0.1405, 21.0000, 0.0281, 8.6932, 1.7917, 7.5625, 3.1000, 30.9000, 10.7300, 14.9117, 19.1833, 125.6538, 14.0000, 0.0066, 0.8081
5, 1801, 4.3585, 5.0000, 0.0028, 0.0118, 10.4000, 0.4151, -767.3300, 1746.9284, 15.5000, 26.5000, 0.0006, 0.6909, 66.1157, 0.8407, 0.1475, 11.0000, 0.0059, 7.9586, 1.8113, 7.8113, 7.2000, 26.6998, 10.9800, 16.1186, 18.9019, 151.2500, 6.0000, 0.0000, 0.8364
6, 2143, 4.4944, 4.0000, 0.0007, 0.0267, 8.7000, 0.3371, -1302.1200, 3042.2980, 21.5000, 44.5000, 0.0003, 0.5667, 192.5926, 0.8004, 0.1564, 11.0000, 0.0226, 9.1963, 1.4494, 8.4045, 8.8000, 39.0450, 11.4600, 18.8684, 22.7438, 51.9231, 5.0000, 0.0165, 0.6778
7, 2632, 4.3765, 4.0000, 0.0005, 0.0159, 8.9000, 0.3529, -823.3400, 2221.3256, 16.0000, 28.3333, 0.0003, 0.6437, 126.8331, 0.8207, 0.1554, 12.0000, 0.0139, 8.8300, 1.6941, 7.7529, 9.7000, 34.7543, 9.5800, 15.4506, 18.3922, 78.8438, 9.0000, 0.0080, 0.7471
8, 3137, 3.7455, 4.0000, 0.0016, 0.0588, 11.0000, 0.3091, -796.0100, 1322.4200, 12.5000, 27.5000, 0.0009, 0.4909, 290.9091, 0.7978, 0.1434, 7.0000, 0.0184, 8.7941, 1.5091, 8.0182, 7.2000, 51.2534, 9.0200, 12.9423, 18.2727, 34.3750, 5.0000, 0.0000, 0.6364
9, 3412, 4.0891, 4.0000, 0.0006, 0.0538, 10.7000, 0.3366, -729.7600, 2576.7756, 11.5000, 25.2500, 0.0004, 0.5143, 150.5669, 0.7904, 0.1462, 20.0000, 0.0135, 9.5098, 1.6040, 7.9109, 11.2000, 45.5112, 8.9500, 13.1842, 17.2287, 66.4157, 9.0000, 0.0096, 0.6476
10, 3935, 3.8200, 4.0000, 0.0022, 0.0560, 9.9000, 0.2800, -1463.2900, 1662.6098, 23.0000, 50.0000, 0.0011, 0.5490, 192.2338, 0.7960, 0.1480, 7.0000, 0.0120, 8.3545, 1.4600, 8.9400, 14.6000, 32.5690, 10.7600, 21.1380, 24.0000, 52.0200, 4.0000, 0.0000, 0.7059
