Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 4.3333, 4.0000, 0.0027, 0.0625, 4.2000, 0.0000, -1051.2400, 2150.1114, 17.0000, 36.0000, 0.0008, 0.7027, 189.9196, 0.7204, 0.1613, 0.0000, 0.0753, 7.4757, 1.6667, 12.3333, 11.2000, 62.7900, 8.8400, 5.2467, 24.4000, 52.6538, 2.0000, 0.0645, 0.8108
2, 18, 3.5152, 4.0000, 0.0027, 0.0476, 8.3000, 0.1818, -1051.2400, 2150.1114, 17.0000, 36.0000, 0.0008, 0.7027, 189.9196, 0.7204, 0.1613, 1.0000, 0.0753, 7.4757, 1.9394, 8.0000, 3.1000, 9.2673, 8.8400, 20.1648, 24.4000, 52.6538, 2.0000, 0.0645, 0.8108
3, 188, 3.7975, 4.0000, 0.0014, 0.0264, 9.2000, 0.3291, -568.9500, 2383.3352, 9.0000, 19.7500, 0.0004, 0.5904, 113.2240, 0.8022, 0.1538, 15.0000, 0.0725, 8.8363, 1.7089, 7.3797, 3.1000, 42.2191, 9.7500, 12.2771, 14.9886, 88.3205, 5.0000, 0.0176, 0.7349
4, 645, 3.8161, 4.0000, 0.0006, 0.0332, 8.1000, 0.3333, -500.7200, 2567.8972, 7.0000, 17.4000, 0.0002, 0.6593, 99.0219, 0.7718, 0.1598, 17.0000, 0.0602, 8.7777, 1.6552, 7.1034, 7.6000, 49.1464, 9.8800, 10.7270, 12.4772, 100.9878, 3.0000, 0.0353, 0.7692
5, 1129, 3.7091, 4.0000, 0.0008, 0.0219, 6.2000, 0.3727, -802.1000, 1856.6897, 13.5000, 27.5000, 0.0002, 0.6140, 69.2521, 0.7761, 0.1717, 17.0000, 0.0657, 9.0375, 1.5455, 7.5273, 7.2000, 48.1770, 9.4300, 13.3714, 16.0909, 144.4000, 3.0000, 0.0303, 0.7544
6, 1725, 3.7834, 4.0000, 0.0008, 0.0292, 6.6000, 0.3503, -762.0400, 1661.3379, 9.0000, 26.1667, 0.0003, 0.3926, 156.5735, 0.7895, 0.1691, 26.0000, 0.0426, 10.3840, 1.4076, 6.8280, 5.5000, 61.1892, 7.6500, 11.2252, 13.0144, 63.8678, 1.0000, 0.0122, 0.5644
7, 2549, 3.8793, 4.0000, 0.0016, 0.0194, 5.3000, 0.4397, -479.6600, 1364.0737, 6.5000, 16.5714, 0.0004, 0.3902, 157.3138, 0.8032, 0.1774, 21.0000, 0.0226, 10.0354, 1.3879, 6.6897, 5.3000, 72.5960, 7.1500, 7.2504, 9.7320, 63.5672, 4.0000, 0.0000, 0.5854
8, 3171, 3.9318, 4.0000, 0.0012, 0.0262, 8.6000, 0.3182, -636.3100, 2462.5352, 10.5000, 22.0000, 0.0003, 0.5761, 118.1474, 0.7984, 0.1573, 12.0000, 0.0746, 9.0216, 1.6591, 6.9886, 6.0000, 44.1459, 9.5300, 12.5673, 16.9818, 84.6400, 3.0000, 0.0161, 0.7174
9, 3669, 3.7381, 4.0000, 0.0011, 0.0330, 6.8000, 0.4286, -520.1100, 2176.3269, 8.0000, 18.0000, 0.0004, 0.4887, 161.6824, 0.7916, 0.1679, 23.0000, 0.0330, 9.7987, 1.5079, 6.4127, 3.1000, 60.9936, 8.2100, 9.2237, 11.9619, 61.8497, 6.0000, 0.0075, 0.6316
10, 4338, 3.9432, 4.0000, 0.0006, 0.0233, 6.3000, 0.3807, -566.7800, 1826.9043, 8.0000, 19.5556, 0.0002, 0.4324, 115.7049, 0.7841, 0.1714, 32.0000, 0.0360, 10.2353, 1.5114, 6.9943, 3.1000, 59.1247, 8.3600, 9.8708, 11.2313, 86.4268, 7.0000, 0.0212, 0.5946
