Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.5000, 4.0000, 0.0054, 0.0161, 11.5000, 0.2000, -1402.6500, 893.3541, 25.5000, 48.0000, 0.0016, 0.3673, 249.8959, 0.7687, 0.1459, 0.0000, 0.0747, 8.7420, 1.6000, 8.8000, 15.9000, 61.3250, 9.5600, 7.1900, 25.8667, 40.0167, 5.0000, 0.0498, 0.6122
2, 64, 3.8345, 4.0000, 0.0006, 0.0379, 9.6000, 0.3241, -901.2600, 1954.3272, 20.5000, 31.0000, 0.0002, 0.4810, 166.6400, 0.7916, 0.1529, 18.0000, 0.0646, 10.0230, 1.6552, 7.1172, 7.2000, 37.3724, 9.5700, 15.2510, 20.4000, 60.0096, 12.0000, 0.0193, 0.6139
3, 885, 3.8072, 4.0000, 0.0015, 0.0301, 8.2000, 0.3976, -804.5000, 1481.6113, 14.0000, 27.6667, 0.0004, 0.5465, 127.0957, 0.8000, 0.1591, 15.0000, 0.0151, 8.9924, 1.4819, 7.1687, 3.1000, 53.3822, 9.4200, 12.6867, 15.8859, 78.6809, 5.0000, 0.0086, 0.7093
4, 1352, 4.6731, 4.0000, 0.0013, 0.0293, 9.4000, 0.2692, -497.1200, 1857.7564, 10.5000, 17.3333, 0.0003, 0.5596, 101.0016, 0.7883, 0.1531, 18.0000, 0.0586, 9.1840, 1.6731, 7.6635, 8.2000, 47.6994, 8.9900, 10.9123, 14.2410, 99.0083, 6.0000, 0.0293, 0.7156
5, 1968, 4.6789, 4.0000, 0.0005, 0.0370, 10.5000, 0.2477, -789.3500, 3205.7544, 18.0000, 27.2500, 0.0002, 0.6396, 146.0920, 0.8087, 0.1479, 12.0000, 0.0611, 9.0884, 1.6239, 7.6697, 6.4000, 41.7983, 10.9600, 14.1990, 17.8725, 68.4500, 8.0000, 0.0064, 0.7387
6, 2592, 4.0784, 4.0000, 0.0003, 0.0311, 8.3000, 0.4167, -991.8800, 2747.6953, 11.0000, 34.0000, 0.0001, 0.5144, 140.5325, 0.8073, 0.1598, 44.0000, 0.0265, 10.1124, 1.4461, 7.2892, 3.1000, 49.9868, 8.8900, 14.7337, 18.1098, 71.1579, 12.0000, 0.0000, 0.6202
7, 3689, 4.3721, 4.0000, 0.0010, 0.0349, 7.8000, 0.4302, -495.2200, 1816.0031, 8.0000, 17.2000, 0.0008, 0.4396, 152.1555, 0.8035, 0.1616, 25.0000, 0.0306, 9.5563, 1.5930, 7.2442, 7.6000, 54.6072, 8.3100, 9.9157, 13.8567, 65.7222, 8.0000, 0.0000, 0.6154
8, 4149, 5.0000, 4.0000, 0.0025, 0.0385, 14.0000, 0.1111, -1759.2300, 1385.7782, 30.0000, 60.0000, 0.0007, 0.5902, 118.2478, 0.8203, 0.1536, 2.0000, 0.0493, 8.3967, 1.5556, 11.4444, 11.2000, 66.1000, 12.5700, 6.2756, 33.3333, 84.5682, 4.0000, 0.0000, 0.7541
9, 4203, 4.3421, 4.0000, 0.0025, 0.0300, 8.4000, 0.3158, -1759.2300, 1385.7782, 30.0000, 60.0000, 0.0007, 0.5902, 118.2478, 0.8203, 0.1536, 3.0000, 0.0493, 8.3967, 1.6579, 7.7632, 14.6000, 28.0071, 12.5700, 18.7932, 33.3333, 84.5682, 4.0000, 0.0000, 0.7541
10, 4405, 4.3526, 4.0000, 0.0004, 0.0311, 8.4000, 0.3895, -1154.2700, 2392.2763, 19.5000, 39.5000, 0.0002, 0.4691, 127.6906, 0.8048, 0.1594, 49.0000, 0.0373, 10.2884, 1.5474, 7.0158, 3.1000, 43.7860, 9.7500, 15.0189, 22.3823, 78.3143, 11.0000, 0.0031, 0.6008
