Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.2000, 4.0000, 0.0093, 0.0000, -1.1000, 0.6000, -669.1100, 627.0988, 14.5000, 23.0000, 0.0029, 0.5417, 243.0556, 0.8120, 0.1805, 0.0000, 0.0602, 6.9109, 1.0000, 6.6000, 13.0000, 117.1600, 8.7200, -1.8400, 17.8957, 41.1429, 3.0000, 0.0000, 0.7500
2, 24, 4.3465, 4.0000, 0.0010, 0.0138, 7.2000, 0.4257, -771.6500, 1865.3756, 15.0000, 26.5000, 0.0003, 0.5273, 158.6777, 0.8165, 0.1702, 16.0000, 0.0182, 9.4616, 1.5446, 6.4851, 8.1000, 50.5369, 8.9700, 12.4832, 17.0151, 63.0208, 10.0000, 0.0000, 0.6636
3, 608, 4.2794, 4.0000, 0.0013, 0.0175, 8.5000, 0.3824, -656.1900, 1617.0822, 11.5000, 22.6667, 0.0004, 0.4014, 184.4872, 0.8115, 0.1586, 16.0000, 0.0337, 10.1511, 1.6103, 6.7941, 6.4000, 47.5975, 8.3200, 12.2515, 16.1255, 54.2043, 11.0000, 0.0100, 0.5845
4, 1412, 4.2807, 4.0000, 0.0004, 0.0208, 7.5000, 0.4444, -709.5900, 2644.2841, 15.0000, 24.4286, 0.0001, 0.5198, 143.6369, 0.8106, 0.1644, 33.0000, 0.0135, 9.9294, 1.5906, 6.1813, 6.4000, 47.4716, 8.6800, 12.7067, 16.5551, 69.6200, 10.0000, 0.0042, 0.6384
5, 2376, 4.2783, 4.0000, 0.0006, 0.0228, 8.2000, 0.4000, -690.7500, 2126.9334, 8.5000, 23.8333, 0.0002, 0.4667, 134.2222, 0.8202, 0.1607, 31.0000, 0.0167, 9.9950, 1.5130, 7.0522, 5.5000, 59.3774, 9.4500, 9.7389, 15.9669, 74.5033, 8.0000, 0.0000, 0.6133
6, 3036, 4.4369, 4.0000, 0.0007, 0.0110, 9.0000, 0.4369, -850.3400, 2410.8506, 11.0000, 29.2500, 0.0002, 0.5492, 116.9041, 0.8299, 0.1577, 34.0000, 0.0124, 9.4554, 1.6893, 7.0000, 6.0000, 37.7822, 9.4900, 14.3865, 19.5632, 85.5402, 8.0000, 0.0000, 0.6803
7, 3676, 4.3568, 4.0000, 0.0005, 0.0192, 9.0000, 0.3568, -772.8100, 2092.6334, 14.0000, 26.6250, 0.0002, 0.4434, 139.2273, 0.8179, 0.1565, 46.0000, 0.0240, 10.4143, 1.5634, 7.1362, 5.1000, 47.5487, 9.4600, 13.2416, 15.7204, 71.8250, 11.0000, 0.0064, 0.5792
8, 4931, 4.5815, 4.0000, 0.0006, 0.0177, 9.6000, 0.3889, -710.4700, 2167.5941, 12.0000, 24.5455, 0.0001, 0.4393, 135.7143, 0.8289, 0.1534, 62.0000, 0.0214, 10.4727, 1.6889, 6.6889, 5.6000, 39.0414, 9.7000, 13.9116, 17.0774, 73.6842, 22.0000, 0.0000, 0.5786
9, 6570, 4.6389, 4.0000, 0.0006, 0.0227, 7.6000, 0.3472, -899.7900, 2217.3023, 18.5000, 30.8571, 0.0002, 0.4865, 136.3526, 0.7854, 0.1641, 24.0000, 0.0412, 10.0958, 1.4352, 6.9630, 7.4000, 54.0983, 8.9400, 13.3795, 15.6762, 73.3393, 8.0000, 0.0244, 0.6261
10, 7761, 4.7633, 4.0000, 0.0005, 0.0194, 8.5000, 0.3669, -819.0600, 2658.2202, 14.5000, 28.1667, 0.0002, 0.5511, 149.1477, 0.8094, 0.1590, 33.0000, 0.0357, 9.7374, 1.5621, 7.2308, 6.4000, 46.0896, 9.7900, 13.8281, 16.7105, 67.0476, 11.0000, 0.0122, 0.6705
