Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.2500, 4.0000, 0.0000, 0.0000, 6.2000, 0.2500, -131054.7900, 1845.1373, 11.0000, 4428.0000, 0.0000, 0.1604, 130.7409, 0.8033, 0.1637, 0.0000, 0.0280, 11.9082, 1.5000, 10.2500, 13.0000, 79.9142, 225.7000, 2.1180, 1775.4358, 76.4872, 184.0000, 0.0080, 0.2695
2, 25, 3.9137, 4.0000, 0.0006, 0.0297, 9.5000, 0.3381, -689.5700, 2536.5650, 11.0000, 23.8333, 0.0002, 0.5034, 160.3531, 0.8022, 0.1547, 15.0000, 0.0360, 9.9219, 1.4820, 7.0288, 5.5000, 57.9424, 9.1600, 10.9328, 13.4494, 62.3624, 7.0000, 0.0144, 0.6242
3, 836, 3.8098, 4.0000, 0.0006, 0.0238, 8.4000, 0.3533, -666.1200, 2143.9180, 11.0000, 23.0000, 0.0002, 0.4688, 171.9835, 0.8133, 0.1590, 30.0000, 0.0324, 10.2579, 1.4565, 6.6413, 3.1000, 60.2683, 8.4000, 10.5670, 13.9826, 58.1451, 6.0000, 0.0038, 0.5938
4, 1888, 3.8973, 4.0000, 0.0010, 0.0228, 8.0000, 0.3836, -706.0800, 1910.3825, 13.5000, 24.3333, 0.0003, 0.4671, 133.3102, 0.8065, 0.1611, 25.0000, 0.0337, 9.9291, 1.4110, 6.8082, 3.1000, 62.7695, 8.6900, 10.5493, 14.3909, 75.0130, 7.0000, 0.0096, 0.6250
5, 2722, 4.1928, 4.0000, 0.0006, 0.0220, 7.1000, 0.3991, -929.9700, 2035.6411, 10.5000, 31.8571, 0.0002, 0.4130, 128.1664, 0.7997, 0.1669, 43.0000, 0.0383, 10.4973, 1.3946, 6.4350, 6.2000, 56.5152, 8.3700, 13.2908, 15.0747, 78.0236, 7.0000, 0.0114, 0.5696
6, 3952, 4.4773, 4.0000, 0.0011, 0.0233, 6.9000, 0.4242, -638.3800, 1519.0939, 9.0000, 22.0000, 0.0004, 0.4203, 117.6223, 0.7942, 0.1674, 23.0000, 0.0288, 9.9690, 1.4470, 6.6591, 5.5000, 62.0914, 8.3900, 10.0642, 12.4364, 85.0179, 3.0000, 0.0151, 0.6087
7, 4683, 4.0476, 4.0000, 0.0012, 0.0226, 6.3000, 0.4857, -764.9100, 1887.4395, 13.0000, 26.2500, 0.0003, 0.5413, 124.5686, 0.7840, 0.1707, 28.0000, 0.0209, 9.2757, 1.4000, 6.0762, 6.0000, 61.7513, 8.4200, 11.1675, 13.9286, 80.2770, 3.0000, 0.0209, 0.6972
8, 5259, 4.7090, 4.0000, 0.0004, 0.0146, 7.8000, 0.4233, -785.3900, 2803.1951, 8.5000, 27.0000, 0.0002, 0.5510, 106.2057, 0.8224, 0.1630, 33.0000, 0.0082, 9.8553, 1.6349, 6.5291, 7.4000, 41.1157, 9.8100, 14.2321, 16.9376, 94.1569, 9.0000, 0.0000, 0.6582
9, 6359, 4.0424, 5.0000, 0.0004, 0.0209, 10.7000, 0.3644, -1146.8400, 2544.3651, 19.0000, 39.3333, 0.0002, 0.5702, 146.1649, 0.8261, 0.1474, 17.0000, 0.0292, 9.4633, 1.5932, 7.1864, 3.1000, 32.1252, 10.5500, 18.5500, 20.4791, 68.4159, 7.0000, 0.0056, 0.6777
10, 7080, 4.1386, 4.0000, 0.0004, 0.0303, 5.5000, 0.3861, -985.5300, 2293.9300, 13.0000, 33.6667, 0.0002, 0.4563, 124.8940, 0.7789, 0.1771, 22.0000, 0.0333, 10.3310, 1.3366, 6.7376, 5.5000, 59.5841, 8.1400, 13.3123, 16.4370, 80.0679, 3.0000, 0.0137, 0.5874
11, 8104, 4.0755, 4.0000, 0.0013, 0.0231, 6.3000, 0.4340, -772.2800, 1892.8076, 13.0000, 26.5000, 0.0003, 0.5000, 153.7190, 0.7957, 0.1705, 26.0000, 0.0213, 9.5123, 1.4245, 6.0094, 3.1000, 59.4224, 7.8200, 11.5544, 15.1283, 65.0538, 5.0000, 0.0107, 0.6545
12, 8669, 4.4390, 4.0000, 0.0005, 0.0241, 6.8000, 0.3659, -594.1600, 2695.6437, 9.0000, 20.5000, 0.0001, 0.5465, 106.8145, 0.7932, 0.1685, 25.0000, 0.0350, 9.7368, 1.3780, 7.4207, 3.1000, 69.4446, 8.4200, 8.6660, 10.8829, 93.6203, 3.0000, 0.0142, 0.6686
13, 9585, 4.2871, 4.0000, 0.0005, 0.0212, 9.7000, 0.4158, -581.6300, 2076.8042, 11.0000, 20.2000, 0.0003, 0.5660, 110.3596, 0.8271, 0.1517, 11.0000, 0.0277, 9.2472, 1.4356, 6.9406, 3.1000, 64.8766, 9.2600, 9.2286, 11.2483, 90.6129, 10.0000, 0.0000, 0.6981
14, 10200, 4.4615, 4.0000, 0.0010, 0.0238, 6.5000, 0.4385, -537.3700, 2312.0789, 8.0000, 18.5714, 0.0002, 0.5547, 98.0340, 0.7994, 0.1697, 34.0000, 0.0309, 9.4305, 1.4154, 6.7462, 3.1000, 68.2435, 7.9000, 8.3544, 10.8132, 102.0054, 5.0000, 0.0070, 0.7007
15, 10915, 4.0415, 4.0000, 0.0005, 0.0240, 8.3000, 0.4240, -788.4300, 2420.9538, 18.5000, 27.1250, 0.0001, 0.4866, 141.5019, 0.8022, 0.1601, 39.0000, 0.0248, 10.1934, 1.5023, 6.7327, 5.1000, 52.2082, 9.0700, 12.7159, 15.6426, 70.6704, 11.0000, 0.0136, 0.6116
16, 12166, 4.1420, 4.0000, 0.0004, 0.0215, 7.8000, 0.4227, -611.7400, 2205.5368, 10.5000, 21.1333, 0.0001, 0.4048, 147.3152, 0.8080, 0.1634, 62.0000, 0.0264, 10.7277, 1.4984, 6.5521, 3.1000, 58.6181, 8.4500, 10.3334, 12.3650, 67.8817, 18.0000, 0.0061, 0.5468
17, 13986, 4.1547, 4.0000, 0.0003, 0.0238, 8.6000, 0.3813, -670.8200, 2922.7323, 11.0000, 23.1667, 0.0001, 0.4655, 169.3222, 0.8007, 0.1583, 52.0000, 0.0275, 10.5224, 1.4496, 7.1475, 5.5000, 60.6813, 8.9200, 10.5508, 13.8710, 59.0590, 10.0000, 0.0165, 0.5724
18, 15624, 4.2042, 4.0000, 0.0004, 0.0401, 8.2000, 0.3542, -631.3700, 2963.6048, 6.5000, 21.8182, 0.0001, 0.4618, 143.8686, 0.7895, 0.1603, 54.0000, 0.0236, 10.3955, 1.4500, 6.9958, 4.9000, 62.0195, 8.0800, 10.0291, 12.3939, 69.5078, 5.0000, 0.0086, 0.5863
19, 16899, 4.0619, 4.0000, 0.0008, 0.0244, 8.4000, 0.4071, -542.7700, 2169.0368, 8.5000, 18.8333, 0.0003, 0.5294, 131.3467, 0.8171, 0.1585, 23.0000, 0.0305, 9.4796, 1.4956, 6.8230, 5.5000, 61.1935, 8.6800, 9.4028, 12.8431, 76.1344, 7.0000, 0.0000, 0.6723
20, 17557, 4.1182, 4.0000, 0.0004, 0.0221, 7.8000, 0.4227, -487.0200, 2093.9966, 7.0000, 16.9231, 0.0001, 0.4592, 130.0448, 0.8112, 0.1627, 54.0000, 0.0261, 10.3069, 1.5455, 6.5409, 5.4000, 58.9126, 8.0000, 9.2464, 12.9510, 76.8966, 13.0000, 0.0039, 0.5966
21, 18825, 4.1830, 4.0000, 0.0004, 0.0191, 8.9000, 0.3872, -564.4600, 2250.0110, 7.0000, 19.5833, 0.0001, 0.4458, 131.2882, 0.8232, 0.1570, 44.0000, 0.0283, 10.4829, 1.5149, 7.0043, 3.1000, 58.7979, 9.1100, 9.9232, 13.2801, 76.1683, 12.0000, 0.0000, 0.5743
