Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 4.0000, 3.0000, 0.0121, 0.0000, 12.0000, 0.0000, -642.5800, 927.3127, 8.5000, 22.0000, 0.0043, 0.5652, 189.0359, 0.7400, 0.2000, 0.0000, 0.0900, 6.7343, 2.0000, 11.5000, 3.1000, 35.6050, 8.8500, 8.7900, 10.6182, 52.9000, 0.0000, 0.0000, 0.7826
2, 17, 3.9878, 3.0000, 0.0013, 0.0353, 4.3000, 0.4146, -611.6800, 1803.9754, 13.0000, 21.0000, 0.0003, 0.5517, 132.1178, 0.7585, 0.1860, 18.0000, 0.0652, 9.0438, 1.3659, 6.4146, 6.4000, 70.4763, 7.9400, 8.5221, 11.2571, 75.6900, 2.0000, 0.0193, 0.7011
3, 417, 4.6040, 4.0000, 0.0011, 0.0183, 5.8000, 0.4158, -586.5300, 2241.6300, 12.0000, 20.2000, 0.0004, 0.4911, 129.1454, 0.7908, 0.1743, 18.0000, 0.0569, 9.5435, 1.4356, 6.9109, 3.1000, 64.8766, 8.8700, 9.2286, 11.2483, 77.4321, 1.0000, 0.0073, 0.6518
4, 965, 3.8939, 4.0000, 0.0008, 0.0274, 4.9000, 0.4470, -478.0500, 1549.7589, 7.5000, 16.5000, 0.0004, 0.4203, 184.8351, 0.7561, 0.1804, 18.0000, 0.0534, 10.1640, 1.5076, 6.0682, 5.5000, 62.5466, 7.7700, 8.6344, 12.3576, 54.1023, 4.0000, 0.0361, 0.5797
5, 1661, 4.5146, 4.0000, 0.0010, 0.0436, 9.9000, 0.3010, -419.0300, 1799.3654, 7.0000, 14.7143, 0.0004, 0.4906, 131.7195, 0.7985, 0.1506, 14.0000, 0.0563, 9.4996, 1.7282, 8.1359, 3.1000, 45.6981, 8.6900, 10.5408, 15.5945, 75.9189, 7.0000, 0.0073, 0.6509
6, 2215, 4.5752, 4.0000, 0.0011, 0.0192, 6.9000, 0.3451, -656.2500, 1508.2618, 11.0000, 22.6000, 0.0004, 0.4492, 149.3824, 0.8003, 0.1677, 16.0000, 0.0479, 9.8378, 1.4867, 7.1416, 5.7000, 58.1190, 7.7000, 10.7674, 13.9958, 66.9423, 5.0000, 0.0128, 0.6102
7, 2844, 5.5000, 4.0000, 0.0014, 0.0278, 8.9000, 0.3214, -399.0400, 2264.2603, 5.5000, 14.0000, 0.0005, 0.6500, 105.5556, 0.8179, 0.1543, 7.0000, 0.0247, 8.2603, 1.5893, 8.2679, 3.1000, 58.1714, 10.1200, 8.6236, 11.3143, 94.7368, 2.0000, 0.0000, 0.7833
8, 3171, 5.1417, 4.0000, 0.0008, 0.0275, 9.3000, 0.3071, -736.0200, 2167.1363, 14.5000, 25.4000, 0.0002, 0.5115, 134.0248, 0.7747, 0.1538, 15.0000, 0.0137, 9.6407, 1.5433, 7.5433, 3.1000, 50.4902, 9.3600, 12.5270, 15.8293, 74.6130, 9.0000, 0.0440, 0.6565
9, 3902, 4.9231, 4.0000, 0.0009, 0.0259, 8.6000, 0.3205, -754.6700, 1851.6139, 11.5000, 26.0000, 0.0002, 0.5000, 143.2708, 0.8106, 0.1578, 17.0000, 0.0451, 9.8247, 1.5962, 7.3590, 3.1000, 45.4104, 9.8000, 13.3846, 17.3231, 69.7979, 8.0000, 0.0045, 0.6481
10, 4792, 4.9372, 4.0000, 0.0004, 0.0413, 9.3000, 0.3351, -612.4400, 2159.2680, 11.5000, 21.2222, 0.0002, 0.4700, 126.0000, 0.7992, 0.1545, 43.0000, 0.0177, 10.2663, 1.5340, 8.2461, 3.1000, 55.5154, 9.0300, 10.7882, 14.7716, 79.3651, 12.0000, 0.0039, 0.5950
