Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.0000, 4.0000, 0.0000, 0.0000, 12.0000, 0.0000, -196411.5100, 1891.8912, 10.5000, 6636.0000, 0.0000, 0.1396, 122.4471, 0.7909, 0.1631, 0.0000, 0.0318, 11.8976, 2.0000, 16.0000, 8.8000, 37.6244, 334.9300, 8.0141, 2659.4227, 81.6679, 267.0000, 0.0131, 0.2380
2, 16, 3.7246, 4.0000, 0.0005, 0.0331, 7.0000, 0.3551, -815.6900, 2149.6145, 10.5000, 28.0000, 0.0002, 0.4828, 133.1748, 0.7844, 0.1671, 16.0000, 0.0539, 9.9261, 1.4493, 8.0942, 5.7000, 56.2123, 8.8400, 12.2754, 14.0571, 75.0893, 3.0000, 0.0162, 0.6207
3, 744, 3.5477, 4.0000, 0.0005, 0.0363, 8.4000, 0.3317, -826.8700, 2026.0581, 13.5000, 28.4286, 0.0001, 0.4320, 131.0208, 0.7922, 0.1594, 30.0000, 0.0336, 10.4360, 1.4975, 8.2111, 3.1000, 51.2926, 8.8800, 13.1675, 16.1955, 76.3237, 6.0000, 0.0121, 0.5728
4, 1819, 3.9103, 4.0000, 0.0008, 0.0240, 8.5000, 0.4000, -1058.2300, 1811.5311, 14.0000, 36.2500, 0.0002, 0.4899, 138.7325, 0.7899, 0.1585, 33.0000, 0.0120, 9.7986, 1.5931, 7.4897, 3.1000, 35.2647, 10.3100, 17.3461, 20.5690, 72.0812, 7.0000, 0.0276, 0.6443
5, 2654, 4.3717, 4.0000, 0.0006, 0.0253, 7.6000, 0.3927, -693.0400, 1829.8243, 8.5000, 23.8750, 0.0002, 0.4372, 144.9458, 0.8036, 0.1637, 38.0000, 0.0140, 10.3491, 1.5340, 6.9215, 5.1000, 52.8228, 8.6300, 11.8228, 14.5762, 68.9913, 9.0000, 0.0056, 0.5829
6, 3725, 4.7819, 4.0000, 0.0007, 0.0214, 6.9000, 0.4096, -782.2400, 1486.0173, 10.5000, 26.8571, 0.0002, 0.3949, 113.0835, 0.8076, 0.1681, 51.0000, 0.0068, 10.4400, 1.4734, 6.6702, 5.3000, 54.9250, 8.1300, 12.2705, 14.7854, 88.4302, 5.0000, 0.0029, 0.5692
7, 4756, 3.8466, 4.0000, 0.0007, 0.0568, 9.3000, 0.3122, -783.3500, 1694.8315, 9.0000, 27.0000, 0.0003, 0.3627, 185.2399, 0.7882, 0.1539, 28.0000, 0.0513, 10.7982, 1.4180, 8.0688, 6.2000, 59.4681, 8.3300, 11.6723, 14.3979, 53.9841, 12.0000, 0.0011, 0.5233
8, 5674, 4.3516, 4.0000, 0.0015, 0.0295, 8.9000, 0.3516, -658.0200, 1804.3438, 11.0000, 22.7500, 0.0004, 0.5053, 141.8283, 0.8153, 0.1552, 17.0000, 0.0334, 9.2719, 1.5604, 7.9451, 6.0000, 51.7306, 9.4200, 11.6957, 15.6934, 70.5078, 5.0000, 0.0000, 0.6737
9, 6185, 3.9394, 4.0000, 0.0010, 0.0267, 7.1000, 0.4040, -963.7300, 1633.8204, 15.5000, 33.0000, 0.0005, 0.4804, 115.3403, 0.8076, 0.1657, 23.0000, 0.0400, 9.4311, 1.5253, 7.3232, 3.1000, 44.3036, 9.7600, 15.2780, 18.4525, 86.7000, 3.0000, 0.0000, 0.6569
10, 6712, 4.0390, 4.0000, 0.0005, 0.0277, 8.3000, 0.3561, -1199.0500, 1820.1260, 18.0000, 41.0000, 0.0002, 0.4095, 148.7528, 0.8064, 0.1597, 22.0000, 0.0375, 10.5610, 1.4976, 7.3220, 3.1000, 38.5263, 9.2000, 18.0712, 22.8390, 67.2256, 4.0000, 0.0036, 0.5571
11, 7835, 4.0637, 4.0000, 0.0002, 0.0276, 7.7000, 0.3589, -1062.7000, 1838.4472, 19.0000, 36.3684, 0.0000, 0.3027, 122.0369, 0.7970, 0.1636, 153.0000, 0.0263, 11.5737, 1.5340, 7.4081, 4.4000, 40.1439, 8.6800, 16.6950, 20.7413, 81.9425, 29.0000, 0.0113, 0.4356
12, 11566, 4.1495, 4.0000, 0.0002, 0.0299, 7.7000, 0.3607, -976.0200, 2220.3080, 14.0000, 33.4375, 0.0000, 0.3641, 126.2209, 0.7992, 0.1639, 102.0000, 0.0271, 11.1038, 1.4953, 7.5402, 4.6000, 46.3913, 8.9300, 15.0955, 18.3096, 79.2262, 19.0000, 0.0070, 0.4928
13, 14442, 4.3173, 4.0000, 0.0004, 0.0267, 7.0000, 0.3534, -1215.5400, 2266.6293, 13.5000, 41.5000, 0.0001, 0.4882, 97.6502, 0.8034, 0.1677, 66.0000, 0.0305, 10.1056, 1.4498, 6.8876, 3.1000, 42.0595, 9.5500, 17.7026, 20.4554, 102.4063, 8.0000, 0.0023, 0.6299
14, 15756, 4.1034, 4.0000, 0.0003, 0.0302, 6.1000, 0.3744, -739.2900, 2452.2489, 13.0000, 25.3750, 0.0001, 0.4651, 140.6165, 0.7847, 0.1728, 45.0000, 0.0293, 10.3231, 1.4039, 6.5616, 6.6000, 62.3060, 8.4200, 10.8728, 13.8938, 71.1154, 3.0000, 0.0123, 0.5907
15, 16817, 3.2526, 4.0000, 0.0012, 0.0425, 7.4000, 0.3474, -923.8400, 1951.6615, 14.0000, 31.6667, 0.0005, 0.4592, 164.5148, 0.7834, 0.1635, 19.0000, 0.0361, 9.5906, 1.4421, 7.4947, 8.8000, 52.6912, 8.1100, 13.7768, 16.8772, 60.7848, 4.0000, 0.0106, 0.6224
16, 17290, 3.7440, 4.0000, 0.0005, 0.0336, 8.1000, 0.3120, -1042.8500, 1476.6698, 14.0000, 35.7143, 0.0002, 0.3307, 133.6103, 0.7841, 0.1609, 53.0000, 0.0435, 11.1352, 1.5440, 8.3920, 5.3000, 39.9626, 8.5200, 16.5578, 20.0457, 74.8445, 12.0000, 0.0214, 0.4961
