Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.0000, 4.0000, 0.0001, 0.0000, 12.0000, 0.0000, -78336.0500, 1971.3671, 14.5000, 2647.0000, 0.0000, 0.2040, 134.0606, 0.7953, 0.1600, 0.0000, 0.0426, 11.7199, 2.0000, 16.0000, 8.8000, 37.6147, 137.8000, 8.0178, 1065.4261, 74.5932, 184.0000, 0.0168, 0.3253
2, 17, 3.7905, 4.0000, 0.0010, 0.0243, 7.9000, 0.3716, -873.8200, 1676.6357, 14.5000, 30.0000, 0.0003, 0.4129, 123.2050, 0.7845, 0.1631, 13.0000, 0.0607, 10.1467, 1.6014, 7.7162, 5.7000, 41.3167, 9.7100, 14.8499, 17.8667, 81.1655, 11.0000, 0.0190, 0.5935
3, 843, 3.6619, 4.0000, 0.0004, 0.0137, 8.4000, 0.4190, -1174.1200, 2260.4012, 11.0000, 40.1667, 0.0001, 0.4718, 168.7695, 0.8042, 0.1599, 27.0000, 0.0394, 10.3777, 1.6524, 6.9190, 6.4000, 31.5186, 9.8300, 17.5581, 23.2036, 59.2524, 14.0000, 0.0134, 0.5887
4, 2085, 3.8571, 4.0000, 0.0009, 0.0251, 8.1000, 0.4286, -1110.5700, 1823.4364, 14.5000, 38.0000, 0.0003, 0.5339, 104.8549, 0.7825, 0.1631, 17.0000, 0.0498, 9.3969, 1.4762, 7.0317, 10.5000, 60.6343, 9.8000, 10.0190, 20.8140, 95.3699, 7.0000, 0.0242, 0.6864
5, 2446, 4.0000, 4.0000, 0.0017, 0.0195, 6.8000, 0.4505, -526.0500, 1503.6198, 8.5000, 18.2000, 0.0007, 0.4583, 134.5486, 0.7563, 0.1676, 14.0000, 0.0468, 9.4341, 1.3846, 7.6813, 6.7000, 71.2235, 8.4900, 7.8465, 10.7965, 74.3226, 6.0000, 0.0390, 0.6458
6, 2962, 4.0316, 4.0000, 0.0009, 0.0205, 4.5000, 0.4632, -552.4900, 2146.8277, 8.0000, 19.0000, 0.0003, 0.5200, 130.0000, 0.7766, 0.1824, 27.0000, 0.0225, 9.3409, 1.3474, 6.4842, 6.7000, 73.5626, 8.2100, 7.7189, 10.5474, 76.9231, 1.0000, 0.0164, 0.6700
7, 3453, 3.9202, 4.0000, 0.0006, 0.0307, 7.6000, 0.3620, -675.6200, 2058.7240, 14.0000, 23.2857, 0.0002, 0.4615, 156.1570, 0.7511, 0.1636, 20.0000, 0.0580, 10.1690, 1.4294, 7.3681, 5.3000, 62.2687, 8.4400, 10.3589, 13.2407, 64.0381, 9.0000, 0.0364, 0.5976
8, 4336, 3.7945, 4.0000, 0.0011, 0.0202, 8.4000, 0.4247, -705.6900, 1970.7899, 12.0000, 24.3333, 0.0003, 0.4474, 214.6814, 0.7979, 0.1593, 20.0000, 0.0523, 10.0998, 1.5685, 6.9589, 6.4000, 49.4421, 9.1000, 12.4082, 16.0347, 46.5806, 11.0000, 0.0190, 0.5987
9, 5180, 3.8222, 4.0000, 0.0014, 0.0219, 8.2000, 0.3667, -1317.5800, 1561.6987, 23.5000, 45.0000, 0.0004, 0.5326, 144.1399, 0.7948, 0.1594, 9.0000, 0.0378, 9.1825, 1.5667, 6.6333, 3.1000, 28.6200, 9.9900, 20.4467, 25.1111, 69.3770, 7.0000, 0.0159, 0.6848
10, 5685, 4.1190, 4.0000, 0.0005, 0.0195, 9.0000, 0.4116, -751.8100, 1974.4888, 14.5000, 25.9167, 0.0001, 0.4193, 120.1728, 0.8103, 0.1566, 69.0000, 0.0325, 10.5837, 1.5981, 7.0643, 6.4000, 45.3328, 8.7000, 13.3747, 17.8265, 83.2135, 19.0000, 0.0054, 0.5652
