Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.5556, 4.0000, 0.0035, 0.0465, 7.9000, 0.4444, -1761.1300, 1569.4987, 32.0000, 60.0000, 0.0010, 0.5738, 85.9984, 0.7774, 0.1616, 2.0000, 0.0701, 8.3310, 1.5556, 5.4444, 17.1000, 66.1000, 10.7500, 6.2756, 32.0000, 116.2812, 6.0000, 0.0244, 0.7705
2, 46, 4.3014, 4.0000, 0.0004, 0.0281, 10.1000, 0.3288, -947.3900, 1966.3036, 31.0000, 32.5714, 0.0001, 0.4468, 125.6677, 0.8059, 0.1520, 38.0000, 0.0467, 10.3447, 1.6530, 7.5662, 8.0000, 35.2389, 9.4200, 16.1165, 21.8005, 79.5749, 21.0000, 0.0075, 0.5915
3, 1332, 4.5238, 4.0000, 0.0005, 0.0195, 8.9000, 0.3741, -709.9300, 2281.3406, 13.0000, 24.5000, 0.0003, 0.5163, 134.9908, 0.7989, 0.1563, 28.0000, 0.0368, 9.8375, 1.6259, 7.6667, 7.2000, 44.4206, 9.0800, 13.1500, 17.9633, 74.0791, 16.0000, 0.0149, 0.6405
4, 2205, 4.4167, 5.0000, 0.0006, 0.0212, 10.5000, 0.3725, -845.4600, 2162.7021, 13.0000, 29.1429, 0.0001, 0.4381, 108.3900, 0.8161, 0.1489, 34.0000, 0.0285, 10.3163, 1.7451, 7.6667, 5.3000, 29.6197, 9.9700, 16.3679, 21.2650, 92.2594, 25.0000, 0.0098, 0.5905
5, 3437, 5.2786, 4.0000, 0.0006, 0.0252, 10.4000, 0.3286, -673.5700, 2259.0365, 13.0000, 23.3333, 0.0002, 0.5548, 106.9619, 0.7959, 0.1489, 29.0000, 0.0444, 9.5550, 1.6429, 8.1357, 5.5000, 44.1660, 9.7700, 12.8957, 16.7619, 93.4912, 18.0000, 0.0228, 0.6849
6, 4273, 4.9239, 4.0000, 0.0007, 0.0329, 10.1000, 0.3299, -712.1500, 2183.7242, 8.0000, 24.6250, 0.0002, 0.4683, 98.9887, 0.7872, 0.1505, 30.0000, 0.0347, 10.0801, 1.6751, 7.6650, 5.1000, 40.1249, 8.9400, 13.7802, 18.1749, 101.0216, 21.0000, 0.0240, 0.6244
7, 5399, 4.7663, 4.0000, 0.0006, 0.0300, 10.9000, 0.3152, -889.9500, 2182.5472, 16.0000, 30.6667, 0.0002, 0.4947, 131.3019, 0.8116, 0.1465, 30.0000, 0.0264, 10.0041, 1.6250, 7.7337, 7.8000, 38.2333, 9.8900, 15.5450, 19.2232, 76.1603, 21.0000, 0.0045, 0.6316
8, 6501, 5.0650, 4.0000, 0.0007, 0.0237, 9.1000, 0.3659, -591.2700, 3929.9506, 8.5000, 20.5000, 0.0001, 0.6614, 79.3602, 0.8017, 0.1550, 31.0000, 0.0251, 9.0391, 1.5528, 7.0732, 6.4000, 54.6568, 9.2500, 10.7286, 14.3789, 126.0078, 6.0000, 0.0168, 0.7717
9, 7220, 4.6036, 4.0000, 0.0011, 0.0321, 9.6000, 0.3694, -641.0200, 1614.6961, 11.5000, 22.2000, 0.0004, 0.4741, 102.5565, 0.8010, 0.1525, 21.0000, 0.0369, 9.5539, 1.5135, 8.0541, 8.2000, 56.2588, 8.6900, 10.9275, 15.3665, 97.5072, 10.0000, 0.0080, 0.6552
10, 7846, 4.9667, 5.0000, 0.0005, 0.0202, 10.2000, 0.3733, -538.2100, 2630.5835, 9.0000, 18.7500, 0.0001, 0.6013, 130.5880, 0.8222, 0.1502, 24.0000, 0.0447, 9.4742, 1.8200, 7.3400, 7.6000, 33.8317, 9.6600, 13.1985, 17.1000, 76.5767, 13.0000, 0.0043, 0.7089
11, 8788, 4.7232, 4.0000, 0.0006, 0.0289, 10.3000, 0.3390, -565.1400, 1966.9369, 8.0000, 19.6667, 0.0002, 0.5161, 105.2145, 0.8168, 0.1495, 47.0000, 0.0299, 9.8468, 1.6554, 7.5254, 6.4000, 46.8293, 8.6900, 11.6133, 16.0023, 95.0440, 8.0000, 0.0019, 0.6559
12, 9828, 4.6465, 4.0000, 0.0005, 0.0212, 7.9000, 0.4000, -564.5600, 2198.6049, 7.0000, 19.5455, 0.0001, 0.4646, 147.2316, 0.8083, 0.1623, 57.0000, 0.0310, 10.2928, 1.5953, 6.8605, 5.6000, 52.0299, 8.5200, 10.8578, 15.2600, 67.9202, 15.0000, 0.0033, 0.5973
13, 11057, 4.7580, 4.0000, 0.0006, 0.0294, 9.4000, 0.3242, -1280.6500, 2514.9001, 19.0000, 43.8000, 0.0001, 0.5000, 93.6703, 0.7780, 0.1543, 44.0000, 0.0376, 9.9934, 1.5616, 7.9635, 3.1000, 30.2629, 9.6200, 19.9194, 23.3647, 106.7574, 13.0000, 0.0261, 0.6429
14, 12285, 5.0229, 4.0000, 0.0005, 0.0310, 9.4000, 0.3170, -738.9400, 2182.1168, 14.5000, 25.5000, 0.0001, 0.4574, 105.8822, 0.7699, 0.1543, 60.0000, 0.0488, 10.2921, 1.5359, 7.6046, 4.8000, 51.0113, 9.0900, 12.4792, 15.9516, 94.4445, 20.0000, 0.0281, 0.6057
15, 14031, 4.9313, 4.0000, 0.0003, 0.0318, 8.8000, 0.4122, -538.8700, 2185.5752, 6.0000, 18.7143, 0.0001, 0.4852, 101.2346, 0.7947, 0.1576, 79.0000, 0.0387, 10.2396, 1.4733, 7.3244, 6.2000, 63.2003, 8.6000, 9.0933, 13.5926, 98.7805, 12.0000, 0.0062, 0.6111
16, 15481, 4.3038, 4.0000, 0.0002, 0.0271, 9.0000, 0.3522, -831.6600, 2635.3170, 13.5000, 28.6154, 0.0001, 0.3990, 158.9959, 0.7971, 0.1565, 72.0000, 0.0348, 11.1115, 1.5134, 7.5753, 6.3000, 49.7533, 8.2900, 13.4286, 17.8978, 62.8947, 20.0000, 0.0087, 0.5013
17, 17554, 5.0494, 4.0000, 0.0005, 0.0311, 6.9000, 0.3536, -635.9900, 2102.2217, 8.5000, 21.9167, 0.0001, 0.4981, 101.5584, 0.7850, 0.1683, 67.0000, 0.0326, 10.0483, 1.4411, 7.0532, 6.8000, 62.6755, 7.9800, 9.9621, 13.9378, 98.4655, 9.0000, 0.0119, 0.6404
18, 18906, 4.1935, 4.0000, 0.0006, 0.0315, 8.0000, 0.4101, -903.4600, 2034.2737, 19.5000, 31.0000, 0.0002, 0.4081, 127.8932, 0.7917, 0.1616, 57.0000, 0.0289, 10.5559, 1.4839, 7.4101, 8.0000, 49.8345, 8.6400, 14.0097, 18.4829, 78.1903, 15.0000, 0.0102, 0.5605
19, 20085, 4.2235, 4.0000, 0.0005, 0.0410, 9.0000, 0.3485, -585.7000, 2001.6228, 7.0000, 20.3077, 0.0001, 0.3897, 148.1401, 0.7935, 0.1561, 76.0000, 0.0381, 10.8230, 1.5379, 7.8864, 6.7000, 56.1181, 8.1300, 10.4770, 14.6382, 67.5036, 19.0000, 0.0058, 0.5331
20, 21478, 4.7115, 4.0000, 0.0021, 0.0400, 8.4000, 0.3077, -498.2800, 3398.0696, 7.0000, 17.3333, 0.0006, 0.6545, 92.5620, 0.7709, 0.1564, 10.0000, 0.0618, 8.0863, 1.2885, 8.5000, 6.4000, 80.2378, 8.2300, 6.3738, 11.5487, 108.0357, 2.0000, 0.0145, 0.8000
21, 21756, 4.5538, 4.0000, 0.0004, 0.0376, 9.5000, 0.2829, -912.6400, 2655.7822, 11.0000, 31.3750, 0.0001, 0.4806, 136.4101, 0.7758, 0.1534, 30.0000, 0.0575, 10.3018, 1.5737, 8.0876, 6.6000, 41.8539, 9.4800, 15.2160, 19.2432, 73.3084, 22.0000, 0.0280, 0.6008
22, 23115, 4.5109, 4.0000, 0.0002, 0.0208, 8.0000, 0.3796, -887.0300, 2769.1432, 22.0000, 30.4444, 0.0001, 0.4645, 172.7780, 0.8070, 0.1618, 37.0000, 0.0474, 10.5837, 1.5876, 6.9124, 5.0000, 41.6237, 9.1200, 15.0169, 19.4770, 57.8777, 25.0000, 0.0104, 0.5638
23, 24657, 4.5690, 4.0000, 0.0004, 0.0356, 10.4000, 0.3431, -867.1700, 2473.2416, 16.0000, 29.8750, 0.0001, 0.4715, 110.0535, 0.7871, 0.1491, 38.0000, 0.0260, 10.2858, 1.6318, 7.5900, 7.2000, 38.4617, 9.8000, 15.3165, 20.3182, 90.8649, 22.0000, 0.0223, 0.6016
24, 26008, 4.4698, 4.0000, 0.0004, 0.0332, 10.2000, 0.3188, -865.2600, 2053.6035, 9.0000, 29.8000, 0.0001, 0.4235, 150.8769, 0.8015, 0.1505, 52.0000, 0.0438, 10.7478, 1.6510, 7.6309, 6.7000, 36.9128, 9.5400, 15.5139, 20.7791, 66.2792, 29.0000, 0.0107, 0.5440
25, 27699, 4.6250, 4.0000, 0.0008, 0.0228, 10.2000, 0.3542, -693.4900, 2008.3132, 12.0000, 24.0000, 0.0003, 0.5253, 136.7207, 0.8158, 0.1491, 26.0000, 0.0298, 9.3493, 1.6875, 7.1458, 8.1000, 39.7125, 9.9300, 13.6825, 17.5167, 73.1418, 6.0000, 0.0070, 0.6667
26, 28272, 4.5635, 4.0000, 0.0003, 0.0320, 10.6000, 0.3591, -956.7000, 2333.5532, 13.5000, 32.9091, 0.0001, 0.4444, 106.6385, 0.8135, 0.1483, 93.0000, 0.0242, 10.5312, 1.6050, 7.8757, 6.1000, 37.6516, 9.9800, 16.1832, 20.8984, 93.7748, 28.0000, 0.0019, 0.5718
27, 30339, 4.4711, 4.0000, 0.0005, 0.0356, 9.5000, 0.3511, -1094.0100, 1925.7246, 16.0000, 37.5000, 0.0001, 0.4397, 127.8240, 0.7979, 0.1536, 56.0000, 0.0388, 10.4407, 1.6222, 7.9378, 7.2000, 31.5325, 9.5800, 18.1772, 22.6444, 78.2326, 27.0000, 0.0121, 0.5776
28, 31579, 4.5279, 4.0000, 0.0003, 0.0300, 8.6000, 0.4077, -1134.6100, 2628.1793, 15.5000, 38.8333, 0.0001, 0.4664, 170.1857, 0.8008, 0.1585, 54.0000, 0.0338, 10.3710, 1.6309, 7.1931, 6.4000, 29.4449, 9.9400, 18.7996, 23.2587, 58.7593, 22.0000, 0.0092, 0.5882
29, 32882, 4.6613, 4.0000, 0.0002, 0.0270, 8.9000, 0.3790, -596.5200, 2756.7144, 11.5000, 20.6667, 0.0001, 0.4654, 118.0473, 0.8082, 0.1570, 60.0000, 0.0270, 10.4168, 1.6573, 7.3105, 5.5000, 45.6543, 8.9700, 12.0256, 16.1699, 84.7118, 16.0000, 0.0057, 0.5846
30, 34293, 4.3860, 4.0000, 0.0003, 0.0319, 9.3000, 0.3810, -1165.3100, 1999.7041, 14.0000, 39.9000, 0.0001, 0.3728, 124.3713, 0.8077, 0.1550, 118.0000, 0.0287, 11.0155, 1.4912, 7.7895, 4.9000, 40.1786, 8.9700, 17.5675, 22.1755, 80.4044, 21.0000, 0.0009, 0.5111
