Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 1.5000, 3.0000, 0.0020, 0.0000, 2.6000, 0.5000, -1202.8200, 2104.3575, 18.0000, 41.0000, 0.0006, 0.7143, 102.0408, 0.7871, 0.1832, 0.0000, 0.0842, 7.5972, 1.5000, 10.5000, 3.1000, 77.9050, 9.0500, 2.8900, 18.3512, 98.0000, 0.0000, 0.0000, 0.8333
2, 13, 3.9380, 4.0000, 0.0005, 0.0272, 7.4000, 0.3798, -762.1700, 2466.2763, 11.0000, 26.2000, 0.0003, 0.5368, 117.8633, 0.7935, 0.1671, 27.0000, 0.0379, 9.6371, 1.5039, 7.3333, 3.1000, 53.4201, 8.6500, 12.2177, 14.4495, 84.8440, 5.0000, 0.0126, 0.6618
3, 715, 3.9042, 4.0000, 0.0003, 0.0276, 5.2000, 0.4311, -1225.1500, 2712.5367, 18.0000, 41.7500, 0.0002, 0.5088, 155.9454, 0.7863, 0.1789, 32.0000, 0.0324, 9.9912, 1.4072, 6.0479, 7.2000, 45.4108, 8.2900, 17.2973, 20.2928, 64.1250, 5.0000, 0.0072, 0.6257
4, 1551, 4.2811, 4.0000, 0.0007, 0.0180, 7.0000, 0.4240, -700.8300, 2168.2617, 14.0000, 24.1111, 0.0001, 0.4469, 110.8153, 0.8095, 0.1676, 59.0000, 0.0196, 10.2624, 1.5392, 7.0461, 5.8000, 52.1484, 8.4000, 11.9755, 15.5431, 90.2403, 16.0000, 0.0049, 0.6018
5, 2777, 4.3846, 4.0000, 0.0003, 0.0248, 6.7000, 0.4385, -687.1800, 2378.7360, 11.5000, 23.6364, 0.0001, 0.4613, 129.6279, 0.7864, 0.1697, 67.0000, 0.0255, 10.3828, 1.4769, 6.7615, 4.9000, 57.8964, 8.2500, 11.0559, 14.2238, 77.1439, 15.0000, 0.0149, 0.5904
6, 4194, 3.9590, 4.0000, 0.0004, 0.0238, 5.9000, 0.4795, -645.0300, 2521.1151, 8.5000, 22.1818, 0.0001, 0.3922, 190.3883, 0.7957, 0.1743, 72.0000, 0.0323, 10.9419, 1.4262, 6.0779, 5.6000, 63.6614, 8.2700, 9.8904, 12.9711, 52.5242, 11.0000, 0.0061, 0.5176
7, 5499, 4.5306, 4.0000, 0.0005, 0.0383, 7.5000, 0.3401, -711.5800, 2420.3598, 14.0000, 24.5000, 0.0002, 0.5526, 120.3255, 0.7850, 0.1636, 25.0000, 0.0277, 9.6559, 1.5102, 7.6939, 5.5000, 54.2042, 8.7000, 11.7854, 15.2422, 83.1079, 9.0000, 0.0132, 0.6711
8, 6260, 3.9359, 4.0000, 0.0005, 0.0261, 5.1000, 0.4402, -682.1400, 1885.9824, 8.5000, 23.4000, 0.0001, 0.3893, 164.2704, 0.7780, 0.1800, 48.0000, 0.0488, 10.9067, 1.4231, 6.7692, 5.7000, 62.6917, 7.1300, 10.3283, 12.7788, 60.8753, 9.0000, 0.0160, 0.5205
9, 7452, 4.0988, 4.0000, 0.0004, 0.0154, 6.9000, 0.4444, -786.4100, 1695.8654, 14.0000, 27.0000, 0.0002, 0.4286, 133.2200, 0.7961, 0.1678, 37.0000, 0.0373, 10.3500, 1.5185, 6.9136, 3.1000, 50.9633, 9.0200, 12.8585, 15.7383, 75.0638, 7.0000, 0.0208, 0.5714
10, 8367, 4.4114, 4.0000, 0.0005, 0.0329, 7.4000, 0.3943, -726.5800, 3047.2237, 12.0000, 25.0000, 0.0001, 0.5464, 127.8032, 0.7896, 0.1647, 39.0000, 0.0276, 9.8407, 1.4457, 7.2000, 6.2000, 59.1526, 8.4100, 11.2194, 14.1143, 78.2453, 10.0000, 0.0128, 0.6557
