Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.0000, 4.0000, 0.0097, 0.0714, 22.8000, 0.0000, -779.9200, 1035.8344, 12.5000, 27.0000, 0.0034, 0.5714, 153.0612, 0.7162, 0.1419, 0.0000, 0.0676, 7.0859, 1.8000, 7.6000, 11.2000, 49.4800, 7.8000, 7.6000, 19.6889, 65.3333, 2.0000, 0.0811, 0.7857
2, 30, 3.6000, 4.0000, 0.0031, 0.0360, 8.1000, 0.3200, -798.3800, 1402.5666, 13.5000, 27.5000, 0.0008, 0.6140, 86.1804, 0.7630, 0.1558, 5.0000, 0.0487, 8.1716, 1.5400, 6.6600, 7.2000, 51.1760, 8.0500, 12.3320, 19.0000, 116.0357, 3.0000, 0.0390, 0.7895
3, 310, 3.5180, 4.0000, 0.0005, 0.0157, 5.8000, 0.4388, -674.3100, 2384.9957, 11.0000, 23.1667, 0.0002, 0.5000, 169.8255, 0.7782, 0.1745, 22.0000, 0.0328, 9.9143, 1.5683, 6.1151, 6.2000, 50.6388, 8.0300, 11.9515, 14.7343, 58.8840, 6.0000, 0.0315, 0.6233
4, 1074, 3.4146, 4.0000, 0.0034, 0.0395, 8.8000, 0.2683, -591.5100, 1531.8485, 9.0000, 20.5000, 0.0010, 0.6279, 118.9832, 0.7719, 0.1535, 8.0000, 0.0439, 7.7737, 1.5366, 7.3415, 7.2000, 56.0324, 6.8600, 10.5367, 15.0293, 84.0455, 2.0000, 0.0351, 0.7907
5, 1304, 3.9362, 4.0000, 0.0010, 0.0274, 9.0000, 0.3404, -541.1200, 2239.1953, 12.0000, 18.8000, 0.0003, 0.5918, 110.3707, 0.7989, 0.1554, 17.0000, 0.0585, 9.0478, 1.6596, 6.5106, 7.2000, 47.3530, 8.1100, 11.3250, 15.1796, 90.6038, 5.0000, 0.0183, 0.7245
6, 1853, 3.8616, 4.0000, 0.0014, 0.0446, 7.8000, 0.2830, -770.3800, 1438.9147, 10.5000, 26.5000, 0.0004, 0.3704, 146.3192, 0.7465, 0.1618, 24.0000, 0.0662, 10.3547, 1.4591, 6.5975, 3.1000, 56.4960, 7.7800, 11.9626, 15.3799, 68.3438, 2.0000, 0.0471, 0.5679
7, 2640, 3.4720, 4.0000, 0.0005, 0.0319, 6.9000, 0.3600, -727.1700, 1883.0424, 11.0000, 25.0000, 0.0002, 0.5077, 171.5976, 0.7857, 0.1672, 13.0000, 0.0350, 9.7869, 1.5280, 5.8320, 5.7000, 52.1912, 8.6400, 12.1904, 16.0800, 58.2759, 4.0000, 0.0152, 0.6308
8, 3300, 3.6562, 4.0000, 0.0019, 0.0169, 6.3000, 0.4375, -619.3100, 1739.1693, 11.5000, 21.3333, 0.0007, 0.5373, 173.7581, 0.7797, 0.1695, 10.0000, 0.0254, 8.7440, 1.6094, 6.1875, 3.1000, 49.0285, 7.7600, 11.7206, 14.1583, 57.5513, 5.0000, 0.0339, 0.7015
9, 3656, 3.8652, 4.0000, 0.0004, 0.0275, 7.3000, 0.3688, -745.6100, 2444.8264, 17.0000, 25.6364, 0.0001, 0.4437, 132.7913, 0.7706, 0.1660, 57.0000, 0.0418, 10.5674, 1.4610, 6.5993, 4.9000, 57.2141, 7.8200, 11.6479, 15.3609, 75.3061, 7.0000, 0.0359, 0.5666
10, 5188, 3.6299, 4.0000, 0.0007, 0.0330, 6.7000, 0.3961, -747.1400, 1528.4546, 11.0000, 25.6667, 0.0003, 0.4375, 168.7500, 0.7934, 0.1686, 22.0000, 0.0330, 10.1645, 1.4805, 6.2792, 5.5000, 55.5314, 8.2600, 11.8901, 15.7212, 59.2593, 5.0000, 0.0051, 0.5938
11, 5979, 4.1630, 4.0000, 0.0021, 0.0339, 8.6000, 0.4348, -665.9300, 1607.7470, 12.0000, 23.0000, 0.0006, 0.4792, 110.6771, 0.7988, 0.1574, 22.0000, 0.0219, 9.2643, 1.6087, 6.7065, 3.1000, 47.3943, 8.5600, 12.3626, 16.5913, 90.3529, 9.0000, 0.0080, 0.6771
12, 6483, 4.0123, 4.0000, 0.0006, 0.0268, 8.3000, 0.3704, -1184.2300, 2074.1739, 18.0000, 40.5000, 0.0002, 0.5301, 111.0466, 0.8049, 0.1594, 34.0000, 0.0290, 9.7184, 1.5494, 6.7593, 8.8000, 34.6497, 9.2600, 18.4877, 22.1259, 90.0523, 8.0000, 0.0089, 0.6687
13, 7382, 3.6933, 4.0000, 0.0011, 0.0328, 7.3000, 0.2667, -726.7100, 1554.2957, 11.0000, 25.0000, 0.0005, 0.6154, 98.6193, 0.7551, 0.1641, 9.0000, 0.0556, 8.6762, 1.5600, 7.7200, 6.4000, 49.4840, 8.7200, 12.5680, 17.4667, 101.4000, 1.0000, 0.0480, 0.7564
14, 7780, 4.0989, 4.0000, 0.0003, 0.0535, 8.7000, 0.2912, -882.7900, 2511.4989, 14.5000, 30.3333, 0.0002, 0.5000, 127.0085, 0.7551, 0.1572, 22.0000, 0.0535, 10.0664, 1.4670, 7.3901, 3.1000, 51.9357, 8.6600, 13.5510, 17.6278, 78.7349, 8.0000, 0.0319, 0.6196
15, 8660, 3.9583, 4.0000, 0.0035, 0.0224, 7.7000, 0.4167, -696.4100, 2436.5079, 13.0000, 24.0000, 0.0005, 0.8400, 64.0000, 0.8209, 0.1567, 4.0000, 0.0075, 6.5345, 1.7083, 5.8750, 3.1000, 37.9500, 7.9800, 13.9283, 16.2667, 156.2500, 2.0000, 0.0000, 0.9200
16, 8796, 3.7928, 4.0000, 0.0007, 0.0243, 7.3000, 0.4775, -808.1400, 2422.0441, 13.5000, 27.7500, 0.0003, 0.5304, 164.8393, 0.7977, 0.1650, 14.0000, 0.0227, 9.5147, 1.5495, 5.6937, 6.0000, 47.5769, 8.3100, 13.5172, 17.9468, 60.6651, 4.0000, 0.0129, 0.6609
17, 9416, 3.3673, 4.0000, 0.0044, 0.0412, 10.4000, 0.3061, -1433.1400, 1401.0553, 22.0000, 49.0000, 0.0014, 0.5400, 232.0000, 0.7978, 0.1461, 12.0000, 0.0262, 8.2657, 1.5918, 6.2245, 3.1000, 22.4306, 10.4900, 22.3037, 27.7633, 43.1034, 2.0000, 0.0150, 0.7200
18, 9685, 4.0492, 4.0000, 0.0008, 0.0246, 7.1000, 0.4098, -588.8700, 2317.2337, 11.5000, 20.3333, 0.0003, 0.5591, 158.7203, 0.7974, 0.1664, 23.0000, 0.0318, 9.4603, 1.5984, 6.3934, 3.1000, 50.9754, 8.7500, 11.2007, 14.3628, 63.0039, 8.0000, 0.0116, 0.6850
19, 10378, 3.7895, 4.0000, 0.0023, 0.0352, 7.4000, 0.4211, -548.8500, 1818.7931, 8.0000, 19.0000, 0.0006, 0.6750, 150.0000, 0.8040, 0.1608, 10.0000, 0.0151, 7.6324, 1.3947, 6.7105, 7.2000, 69.5553, 7.3400, 8.2779, 9.7053, 66.6667, 2.0000, 0.0000, 0.8000
