Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0015, 0.0000, 9.7000, 0.0000, -1134.4600, 3022.4384, 16.5000, 39.0000, 0.0006, 0.7500, 212.5000, 0.7578, 0.1435, 0.0000, 0.0628, 7.5509, 1.5000, 13.5000, 8.8000, 77.9050, 12.2800, 2.8900, 28.9333, 47.0588, 1.0000, 0.0448, 0.8250
2, 16, 4.1094, 5.0000, 0.0020, 0.0406, 14.0000, 0.1719, -955.2700, 2374.1377, 15.5000, 33.0000, 0.0006, 0.6176, 198.9619, 0.7951, 0.1366, 4.0000, 0.0439, 8.5476, 1.7500, 8.1094, 10.1000, 26.3050, 11.5400, 17.5400, 25.3212, 50.2609, 4.0000, 0.0244, 0.7500
3, 413, 3.7429, 4.0000, 0.0006, 0.0300, 7.8000, 0.3667, -874.0800, 2515.1209, 13.5000, 30.0000, 0.0001, 0.4793, 164.7943, 0.7915, 0.1625, 38.0000, 0.0309, 10.2055, 1.5048, 6.5619, 5.3000, 49.0821, 8.9800, 13.8662, 16.7619, 60.6817, 11.0000, 0.0159, 0.6083
4, 1548, 3.8376, 4.0000, 0.0005, 0.0307, 9.8000, 0.3504, -613.3200, 2019.9432, 8.5000, 21.2727, 0.0001, 0.4628, 120.5519, 0.7901, 0.1522, 31.0000, 0.0390, 10.2988, 1.6111, 7.5769, 4.9000, 48.9432, 9.3900, 11.7175, 15.8595, 82.9518, 19.0000, 0.0270, 0.5992
5, 2885, 3.8111, 5.0000, 0.0003, 0.0215, 10.3000, 0.3444, -648.9300, 2284.5188, 12.0000, 22.5000, 0.0004, 0.5851, 108.6464, 0.8301, 0.1485, 12.0000, 0.0233, 9.0646, 1.7000, 7.1889, 7.2000, 40.1775, 10.8000, 13.2450, 17.4444, 92.0417, 7.0000, 0.0000, 0.7128
6, 3447, 4.1419, 4.0000, 0.0006, 0.0396, 8.0000, 0.3446, -715.9400, 2498.6061, 8.5000, 24.6667, 0.0002, 0.4902, 143.5345, 0.7929, 0.1609, 33.0000, 0.0277, 9.9177, 1.4595, 7.6757, 7.8000, 58.3281, 8.8800, 11.2516, 15.0018, 69.6696, 8.0000, 0.0066, 0.6275
7, 4208, 4.2119, 4.0000, 0.0007, 0.0237, 6.2000, 0.4172, -882.0100, 2028.7262, 13.5000, 30.2000, 0.0002, 0.4615, 136.4234, 0.8042, 0.1721, 29.0000, 0.0237, 10.0476, 1.3444, 6.6026, 5.7000, 62.4482, 8.7800, 12.0516, 15.5237, 73.3012, 4.0000, 0.0000, 0.6090
8, 5013, 4.1181, 4.0000, 0.0006, 0.0241, 7.1000, 0.4236, -595.8500, 1879.8859, 8.0000, 20.5714, 0.0003, 0.4570, 125.4331, 0.8096, 0.1662, 33.0000, 0.0216, 10.0256, 1.5000, 7.0556, 3.1000, 59.0550, 9.1500, 10.1329, 15.1730, 79.7238, 5.0000, 0.0000, 0.6093
9, 5804, 3.9189, 3.0000, 0.0012, 0.0351, 5.8000, 0.4054, -718.6300, 1995.5211, 12.0000, 24.6667, 0.0005, 0.5325, 209.1415, 0.7649, 0.1730, 16.0000, 0.0216, 9.0385, 1.3919, 6.2973, 7.8000, 64.0443, 8.1400, 10.4543, 13.6505, 47.8145, 4.0000, 0.0270, 0.6753
10, 6177, 3.9692, 4.0000, 0.0006, 0.0291, 9.3000, 0.3392, -656.1800, 1890.9826, 11.0000, 22.7000, 0.0002, 0.3713, 163.4353, 0.8086, 0.1547, 43.0000, 0.0375, 10.8756, 1.4802, 7.3656, 3.1000, 58.5716, 8.6300, 10.7291, 15.7760, 61.1863, 8.0000, 0.0077, 0.5232
