Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 3.8571, 5.0000, 0.0084, 0.0333, 19.4000, 0.1429, -747.9400, 1194.6354, 13.0000, 26.0000, 0.0026, 0.6296, 137.1742, 0.7778, 0.1389, 0.0000, 0.1222, 6.9360, 2.2857, 11.2857, 8.8000, 6.3586, 9.0200, 14.1114, 19.6308, 72.9000, 1.0000, 0.0444, 0.8148
2, 63, 3.9596, 4.0000, 0.0017, 0.0321, 6.7000, 0.3232, -770.6600, 1761.7437, 12.5000, 26.5000, 0.0005, 0.4455, 114.0496, 0.7314, 0.1655, 14.0000, 0.0811, 9.5640, 1.4545, 8.3939, 3.1000, 58.6592, 7.9700, 11.2261, 15.5057, 87.6812, 2.0000, 0.0709, 0.6455
3, 595, 4.3267, 4.0000, 0.0008, 0.0161, 5.9000, 0.3564, -735.8600, 2406.4557, 13.5000, 25.2500, 0.0003, 0.5429, 116.0998, 0.7674, 0.1735, 17.0000, 0.0537, 9.3026, 1.5941, 7.6832, 6.0000, 46.3488, 9.2500, 13.0674, 16.0406, 86.1328, 5.0000, 0.0429, 0.6857
4, 1157, 4.4580, 4.0000, 0.0009, 0.0170, 7.3000, 0.4580, -762.2300, 1579.5639, 11.5000, 26.2000, 0.0003, 0.4779, 126.5138, 0.7864, 0.1651, 33.0000, 0.0419, 9.7656, 1.5649, 6.9695, 3.1000, 47.8527, 8.6500, 13.0936, 16.2815, 79.0427, 8.0000, 0.0315, 0.6397
5, 1923, 4.9744, 4.0000, 0.0007, 0.0160, 8.5000, 0.3590, -754.8500, 2479.0202, 14.5000, 26.0000, 0.0002, 0.5432, 89.1632, 0.7923, 0.1587, 36.0000, 0.0618, 9.5800, 1.6346, 7.9231, 5.5000, 42.1565, 9.3100, 13.8385, 17.3231, 112.1538, 12.0000, 0.0330, 0.6914
6, 2865, 4.7926, 4.0000, 0.0005, 0.0229, 7.9000, 0.4101, -903.5800, 2308.1495, 18.0000, 31.0000, 0.0001, 0.4866, 138.7117, 0.7832, 0.1622, 56.0000, 0.0459, 10.1346, 1.6267, 7.3779, 3.1000, 37.7488, 9.9700, 15.6954, 19.5889, 72.0920, 14.0000, 0.0316, 0.6205
7, 4132, 4.6022, 4.0000, 0.0007, 0.0257, 7.5000, 0.4677, -904.1300, 1888.0117, 14.5000, 31.0000, 0.0002, 0.4375, 125.8681, 0.7869, 0.1646, 63.0000, 0.0343, 10.2579, 1.5484, 6.6398, 7.2000, 44.3765, 8.9600, 14.7710, 18.2065, 79.4483, 13.0000, 0.0228, 0.5938
8, 5186, 4.5080, 4.0000, 0.0005, 0.0283, 7.0000, 0.4345, -1145.2200, 1792.8154, 14.0000, 39.1250, 0.0001, 0.3333, 131.0158, 0.7785, 0.1677, 81.0000, 0.0359, 11.1438, 1.4345, 6.7508, 5.1000, 45.7640, 8.6800, 16.5959, 20.2506, 76.3267, 15.0000, 0.0254, 0.4984
9, 6918, 4.7357, 4.0000, 0.0006, 0.0271, 8.2000, 0.4097, -732.2700, 2049.4256, 8.5000, 25.2222, 0.0001, 0.4237, 128.9141, 0.7759, 0.1609, 63.0000, 0.0474, 10.4550, 1.5242, 7.1806, 5.0000, 52.2847, 8.7700, 12.2326, 16.2563, 77.5710, 17.0000, 0.0361, 0.5763
10, 8251, 4.5660, 5.0000, 0.0004, 0.0238, 11.9000, 0.3396, -765.4000, 2051.9132, 14.5000, 26.5000, 0.0003, 0.5364, 236.3636, 0.8316, 0.1416, 25.0000, 0.0581, 9.5640, 1.7642, 7.0094, 8.1000, 30.6903, 10.4100, 15.5620, 20.0340, 42.3077, 10.0000, 0.0030, 0.6455
