Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.0000, 4.0000, 0.0000, 0.0000, 30.9000, 0.0000, -179597.6000, 1995.5624, 15.0000, 6068.0000, 0.0000, 0.1800, 120.4306, 0.7991, 0.1583, 1.0000, 0.0243, 11.1794, 2.0000, 16.0000, 13.0000, 37.6299, 307.2700, 8.0120, 2433.4512, 83.0354, 464.0000, 0.0124, 0.2837
2, 13, 4.1285, 4.0000, 0.0007, 0.0214, 9.0000, 0.3855, -745.6200, 1809.1592, 15.0000, 25.7143, 0.0002, 0.4703, 113.3674, 0.8116, 0.1562, 23.0000, 0.0248, 10.0556, 1.6872, 6.9330, 6.7000, 38.1470, 9.6900, 14.2912, 17.1746, 88.2088, 19.0000, 0.0110, 0.6216
3, 1090, 3.9375, 4.0000, 0.0004, 0.0219, 10.1000, 0.3611, -693.6100, 2660.3118, 13.0000, 24.0000, 0.0002, 0.5133, 168.8889, 0.8106, 0.1501, 21.0000, 0.0335, 9.9104, 1.7500, 6.9931, 7.8000, 34.4250, 9.5600, 14.4200, 18.7667, 59.2105, 23.0000, 0.0173, 0.6267
4, 1958, 4.1082, 4.0000, 0.0004, 0.0344, 7.8000, 0.3582, -977.6600, 2054.6877, 14.5000, 33.5000, 0.0001, 0.4154, 127.8655, 0.7923, 0.1626, 73.0000, 0.0265, 10.6742, 1.5299, 6.7761, 5.3000, 43.4071, 8.6700, 15.5272, 19.9672, 78.2072, 16.0000, 0.0100, 0.5515
5, 3356, 4.1304, 4.0000, 0.0014, 0.0202, 6.8000, 0.4130, -1272.9000, 1535.1559, 23.0000, 43.5000, 0.0004, 0.5056, 227.2440, 0.8245, 0.1598, 7.0000, 0.0158, 9.3238, 1.5435, 5.8696, 3.1000, 52.9117, 10.4100, 11.5930, 24.7563, 44.0056, 6.0000, 0.0000, 0.6517
6, 3606, 4.4006, 4.0000, 0.0004, 0.0270, 9.3000, 0.3517, -934.4000, 1893.7371, 15.5000, 32.0909, 0.0001, 0.4121, 121.9659, 0.8086, 0.1564, 77.0000, 0.0143, 10.6609, 1.6361, 6.8257, 5.6000, 38.2490, 9.2600, 15.3094, 20.5417, 81.9901, 29.0000, 0.0089, 0.5549
7, 5494, 4.5502, 4.0000, 0.0005, 0.0213, 10.0000, 0.3460, -933.8800, 1931.2107, 19.0000, 32.1111, 0.0001, 0.4497, 97.0677, 0.8176, 0.1513, 44.0000, 0.0230, 10.2995, 1.6090, 7.4118, 8.2000, 38.1211, 9.8900, 15.9195, 20.4569, 103.0209, 29.0000, 0.0086, 0.6040
8, 7234, 4.1562, 4.0000, 0.0005, 0.0206, 7.9000, 0.4062, -1405.5200, 2410.3595, 19.0000, 48.0000, 0.0002, 0.5578, 113.8415, 0.8120, 0.1572, 19.0000, 0.0160, 9.5846, 1.5938, 6.5833, 7.8000, 39.5238, 10.4200, 15.6963, 25.8667, 87.8415, 9.0000, 0.0049, 0.6803
9, 7769, 4.5593, 4.0000, 0.0007, 0.0257, 9.5000, 0.3220, -1367.6300, 2518.6819, 19.5000, 46.7500, 0.0002, 0.5497, 81.1381, 0.8052, 0.1536, 35.0000, 0.0215, 9.6300, 1.6158, 7.2881, 7.2000, 25.2229, 10.6700, 20.7342, 24.9032, 123.2466, 11.0000, 0.0112, 0.6963
10, 8781, 4.3478, 4.0000, 0.0005, 0.0281, 8.3000, 0.3579, -968.8600, 2319.9480, 14.5000, 33.2222, 0.0001, 0.4578, 128.8160, 0.8011, 0.1601, 56.0000, 0.0131, 10.3476, 1.5184, 7.0134, 8.5000, 44.6583, 9.1300, 15.2837, 18.9076, 77.6301, 19.0000, 0.0096, 0.5974
11, 10457, 4.1509, 4.0000, 0.0022, 0.0331, 7.4000, 0.3208, -980.2700, 2018.2525, 17.5000, 33.5000, 0.0006, 0.6087, 147.0279, 0.7672, 0.1761, 7.0000, 0.0358, 8.5497, 1.4906, 6.9057, 10.1000, 53.8356, 8.0400, 12.3337, 18.1761, 68.0143, 6.0000, 0.0269, 0.7536
12, 10731, 4.4655, 3.0000, 0.0019, 0.0241, 3.1000, 0.5690, -605.6300, 1728.7455, 7.0000, 20.8000, 0.0005, 0.4352, 130.3155, 0.7793, 0.1849, 11.0000, 0.0258, 9.5857, 1.2241, 5.9655, 9.4000, 91.4989, 7.1500, 3.3788, 10.2431, 76.7368, 3.0000, 0.0000, 0.6389
13, 11024, 4.1150, 4.0000, 0.0005, 0.0338, 7.4000, 0.3800, -1200.0700, 1794.6148, 14.5000, 41.0000, 0.0002, 0.4663, 97.5407, 0.7917, 0.1651, 39.0000, 0.0272, 10.1438, 1.4500, 6.6200, 6.7000, 43.5650, 9.6200, 17.1200, 20.6927, 102.5213, 13.0000, 0.0075, 0.6154
