Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.0000, 4.0000, 0.0000, 0.0000, 2.6000, 0.0000, -606.3500, 1035.1376, 7.5000, 21.0000, 0.0006, 0.8636, 123.9669, 0.7890, 0.1651, 1.0000, 0.0367, 6.3370, 1.0000, 12.0000, 3.1000, 120.2050, 8.2700, -3.0100, 12.2095, 80.6667, 0.0000, 0.0000, 0.9091
2, 13, 3.5193, 4.0000, 0.0007, 0.0322, 8.3000, 0.3425, -759.3800, 2163.9404, 13.5000, 26.1429, 0.0002, 0.4684, 141.2742, 0.8065, 0.1617, 24.0000, 0.0337, 10.1398, 1.4862, 7.2486, 3.1000, 54.8585, 9.1700, 12.0313, 15.2659, 70.7843, 11.0000, 0.0000, 0.6105
3, 1011, 4.0290, 4.0000, 0.0008, 0.0219, 7.4000, 0.3623, -667.3700, 2515.4927, 11.5000, 23.0000, 0.0002, 0.5479, 111.6532, 0.7982, 0.1645, 24.0000, 0.0090, 9.5550, 1.5072, 7.3261, 5.5000, 55.9770, 8.8900, 11.1655, 14.1275, 89.5630, 9.0000, 0.0103, 0.6849
4, 1792, 3.4961, 4.0000, 0.0008, 0.0241, 7.9000, 0.4016, -925.7900, 1768.1283, 14.5000, 31.7500, 0.0003, 0.4427, 174.8150, 0.8142, 0.1617, 15.0000, 0.0454, 10.0178, 1.5748, 5.9449, 8.1000, 41.3804, 9.6700, 15.3752, 19.6291, 57.2033, 9.0000, 0.0000, 0.5954
5, 2500, 3.6803, 4.0000, 0.0010, 0.0504, 8.4000, 0.2857, -855.4600, 1642.6841, 11.0000, 29.4000, 0.0004, 0.4067, 220.4444, 0.7857, 0.1583, 21.0000, 0.0392, 10.3645, 1.4014, 8.6735, 8.8000, 58.4389, 8.7800, 12.4121, 15.5695, 45.3629, 4.0000, 0.0056, 0.5600
6, 3217, 3.7984, 4.0000, 0.0011, 0.0311, 7.3000, 0.3710, -904.2400, 1905.1589, 14.5000, 31.0000, 0.0004, 0.5000, 81.8846, 0.7950, 0.1646, 17.0000, 0.0357, 9.4679, 1.3952, 7.5565, 7.2000, 57.3394, 8.6800, 12.9629, 16.9161, 122.1231, 8.0000, 0.0062, 0.6825
7, 3864, 3.7959, 4.0000, 0.0008, 0.0346, 6.7000, 0.3571, -632.1000, 1889.9056, 11.0000, 21.7778, 0.0002, 0.4069, 177.3356, 0.7962, 0.1691, 37.0000, 0.0109, 10.4631, 1.3469, 6.9133, 3.1000, 70.7795, 7.8900, 8.7972, 11.5683, 56.3902, 7.0000, 0.0000, 0.5686
8, 4878, 3.8947, 4.0000, 0.0011, 0.0286, 6.8000, 0.3684, -549.6900, 2338.5960, 8.5000, 19.0000, 0.0004, 0.5750, 171.8750, 0.8043, 0.1671, 10.0000, 0.0095, 8.9597, 1.3289, 6.9342, 3.1000, 75.1211, 7.3400, 7.5016, 10.7579, 58.1818, 4.0000, 0.0000, 0.7000
9, 5300, 3.3165, 4.0000, 0.0006, 0.0303, 9.3000, 0.3165, -1355.6600, 1998.4619, 19.0000, 46.3333, 0.0002, 0.5035, 252.5024, 0.8158, 0.1539, 12.0000, 0.0474, 9.9760, 1.6978, 6.6691, 7.8000, 16.1693, 11.5300, 22.5145, 28.0297, 39.6036, 9.0000, 0.0000, 0.6099
10, 6063, 3.7557, 4.0000, 0.0009, 0.0204, 7.5000, 0.3636, -854.7400, 1809.6694, 18.0000, 29.3333, 0.0002, 0.3901, 189.5906, 0.8092, 0.1643, 21.0000, 0.0531, 10.5580, 1.5227, 7.1307, 3.1000, 48.2389, 8.7400, 13.8182, 17.1879, 52.7452, 5.0000, 0.0041, 0.5495
