Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.0000, 4.0000, 0.0001, 0.0000, 12.0000, 0.0000, -47582.1400, 2299.2801, 18.0000, 1608.0000, 0.0000, 0.2610, 122.1713, 0.7918, 0.1611, 0.0000, 0.0345, 11.7310, 0.5000, 13.5000, 13.0000, 164.4927, 86.4500, -9.6737, 647.7598, 81.8523, 81.0000, 0.0157, 0.3680
2, 16, 2.7946, 4.0000, 0.0013, 0.0224, 6.1000, 0.4286, -1112.8400, 1668.9461, 18.0000, 38.0000, 0.0004, 0.4483, 115.9334, 0.7987, 0.1728, 24.0000, 0.0151, 9.6535, 1.3750, 6.2143, 3.1000, 52.6167, 8.6500, 15.1950, 19.0596, 86.2564, 3.0000, 0.0067, 0.6379
3, 598, 3.0811, 4.0000, 0.0031, 0.0138, 7.4000, 0.4324, -534.0800, 1925.8229, 8.5000, 18.5000, 0.0007, 0.7179, 92.0447, 0.8065, 0.1613, 10.0000, 0.0276, 7.4469, 1.5405, 6.7027, 3.1000, 57.7278, 9.8200, 9.8034, 13.8865, 108.6429, 1.0000, 0.0184, 0.8462
4, 817, 3.1636, 4.0000, 0.0007, 0.0341, 12.0000, 0.3818, -523.4100, 3072.2888, 8.5000, 18.3333, 0.0003, 0.7241, 136.7420, 0.8204, 0.1393, 8.0000, 0.0495, 8.1172, 1.2182, 7.2364, 6.4000, 85.1685, 8.9000, 5.9345, 8.7879, 73.1304, 6.0000, 0.0000, 0.8103
5, 1142, 2.9434, 4.0000, 0.0022, 0.0391, 6.4000, 0.3396, -1556.5200, 1985.1460, 23.0000, 53.0000, 0.0006, 0.6296, 116.5981, 0.7617, 0.1680, 14.0000, 0.0117, 8.1443, 1.3962, 7.8113, 3.1000, 34.9192, 9.4800, 21.5555, 24.9736, 85.7647, 1.0000, 0.0312, 0.7778
6, 1400, 3.1348, 4.0000, 0.0007, 0.0241, 8.7000, 0.4113, -1376.2400, 2370.1955, 21.0000, 47.0000, 0.0002, 0.5208, 128.2793, 0.8005, 0.1576, 31.0000, 0.0292, 9.6868, 1.5106, 6.7376, 9.7000, 31.3300, 10.2400, 20.5655, 23.9064, 77.9549, 13.0000, 0.0178, 0.6597
7, 2189, 3.1569, 4.0000, 0.0016, 0.0309, 8.8000, 0.3235, -991.2700, 2040.4292, 16.5000, 34.0000, 0.0004, 0.5577, 90.6065, 0.8127, 0.1564, 12.0000, 0.0309, 9.0712, 1.5196, 6.5588, 6.4000, 43.7662, 9.8800, 15.6014, 20.2667, 110.3673, 7.0000, 0.0000, 0.7308
8, 2741, 3.2771, 3.0000, 0.0003, 0.0546, 7.1000, 0.3173, -1039.8300, 2396.6436, 13.5000, 35.5714, 0.0001, 0.4880, 144.0000, 0.7650, 0.1665, 41.0000, 0.0390, 10.3283, 1.3574, 8.3695, 5.5000, 55.8914, 8.6900, 14.3005, 17.1201, 69.4444, 10.0000, 0.0121, 0.5960
9, 3896, 3.2687, 4.0000, 0.0003, 0.0279, 9.8000, 0.3333, -975.3000, 2376.6663, 15.0000, 33.5000, 0.0002, 0.4806, 123.4801, 0.8007, 0.1523, 59.0000, 0.0374, 10.1973, 1.4677, 7.2736, 5.5000, 48.6683, 9.8200, 14.7934, 16.7831, 80.9847, 10.0000, 0.0174, 0.6068
10, 5047, 3.1712, 4.0000, 0.0004, 0.0198, 9.1000, 0.4234, -1079.7500, 3139.6868, 19.5000, 37.0000, 0.0002, 0.6140, 161.5882, 0.8006, 0.1553, 15.0000, 0.0244, 9.2459, 1.5315, 6.8919, 7.8000, 39.7124, 10.4600, 16.9121, 22.3676, 61.8857, 9.0000, 0.0244, 0.7105
11, 5706, 3.2911, 5.0000, 0.0018, 0.0230, 10.8000, 0.3291, -1151.5900, 2083.8905, 20.5000, 39.5000, 0.0004, 0.6049, 82.3045, 0.8225, 0.1461, 18.0000, 0.0376, 8.6780, 1.4051, 7.5949, 11.2000, 47.8741, 10.8600, 16.3947, 20.8633, 121.5000, 6.0000, 0.0084, 0.7654
12, 6187, 3.1651, 4.0000, 0.0007, 0.0304, 8.8000, 0.3585, -769.2800, 1755.7699, 7.5000, 26.5000, 0.0002, 0.4136, 133.0579, 0.7971, 0.1572, 36.0000, 0.0423, 10.4600, 1.5047, 7.4245, 8.5000, 52.6384, 8.3200, 12.5007, 15.8830, 75.1553, 7.0000, 0.0152, 0.5727
13, 7372, 2.9528, 4.0000, 0.0004, 0.0301, 7.4000, 0.3504, -926.3600, 1728.7287, 11.0000, 31.7500, 0.0001, 0.4077, 131.3609, 0.7809, 0.1649, 53.0000, 0.0377, 10.7392, 1.3740, 7.3661, 7.6000, 58.3670, 8.3700, 13.0059, 17.4244, 76.1261, 8.0000, 0.0241, 0.5423
