Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 2.5000, 4.0000, 0.0062, 0.0000, 9.7000, 0.0000, -518.6300, 1541.5316, 11.0000, 18.0000, 0.0012, 0.7895, 110.8033, 0.8125, 0.1696, 0.0000, 0.0625, 6.1025, 2.0000, 11.5000, 11.2000, 35.6050, 10.3500, 8.7900, 11.6444, 90.2500, 2.0000, 0.0000, 0.8947
2, 16, 3.9756, 4.0000, 0.0011, 0.0174, 7.1000, 0.3902, -815.6000, 1803.9754, 14.5000, 28.0000, 0.0004, 0.5862, 158.5414, 0.8105, 0.1684, 17.0000, 0.0421, 8.9884, 1.4878, 6.9634, 6.4000, 53.2234, 9.5600, 12.6261, 15.9619, 63.0750, 4.0000, 0.0000, 0.7126
3, 478, 4.4643, 5.0000, 0.0017, 0.0201, 11.1000, 0.3393, -810.7100, 2415.2110, 15.0000, 28.0000, 0.0003, 0.7586, 65.3983, 0.8362, 0.1437, 11.0000, 0.0086, 7.9392, 1.8393, 7.5179, 7.2000, 22.8114, 11.0100, 17.0336, 21.9143, 152.9091, 5.0000, 0.0000, 0.8621
4, 829, 4.2887, 5.0000, 0.0014, 0.0215, 10.0000, 0.3608, -701.2600, 2001.4361, 14.0000, 24.2500, 0.0004, 0.5545, 101.9508, 0.8195, 0.1507, 19.0000, 0.0281, 9.1310, 1.5979, 7.5979, 8.1000, 47.0357, 9.0600, 12.7232, 15.4732, 98.0865, 10.0000, 0.0050, 0.7129
5, 1436, 4.4854, 4.0000, 0.0009, 0.0291, 7.1000, 0.3981, -495.0600, 2162.8735, 7.5000, 17.1667, 0.0002, 0.5741, 152.6063, 0.8033, 0.1658, 21.0000, 0.0146, 9.2821, 1.4466, 6.8738, 6.4000, 67.0283, 8.2900, 8.1749, 10.3618, 65.5281, 5.0000, 0.0018, 0.6944
6, 1988, 4.8966, 4.0000, 0.0007, 0.0260, 9.9000, 0.2690, -596.6200, 2135.8482, 9.0000, 20.7143, 0.0002, 0.5894, 85.0840, 0.8182, 0.1511, 33.0000, 0.0307, 9.3828, 1.6138, 8.0207, 6.9000, 49.2831, 8.9500, 11.5313, 14.3547, 117.5309, 9.0000, 0.0047, 0.7219
7, 2838, 4.3448, 4.0000, 0.0012, 0.0254, 9.2000, 0.3448, -671.0100, 1758.8284, 11.5000, 23.2000, 0.0003, 0.5124, 105.1841, 0.8204, 0.1542, 36.0000, 0.0225, 9.4633, 1.6638, 7.6724, 7.6000, 42.5301, 8.9600, 13.0908, 17.2110, 95.0714, 7.0000, 0.0000, 0.6777
8, 3509, 4.6466, 4.0000, 0.0011, 0.0216, 7.3000, 0.3707, -559.0100, 1901.4361, 8.0000, 19.3333, 0.0003, 0.4836, 145.1223, 0.8102, 0.1651, 23.0000, 0.0417, 9.6864, 1.4741, 7.5172, 6.4000, 62.4996, 8.0900, 9.3448, 12.2161, 68.9074, 4.0000, 0.0000, 0.6393
9, 4160, 4.6667, 4.0000, 0.0014, 0.0278, 10.6000, 0.3333, -678.2000, 1594.6004, 12.0000, 23.5000, 0.0003, 0.4694, 137.9055, 0.8245, 0.1477, 32.0000, 0.0085, 9.7785, 1.7447, 7.3050, 6.4000, 35.3825, 9.7400, 14.1622, 17.6270, 72.5134, 12.0000, 0.0000, 0.6463
10, 4989, 4.2088, 4.0000, 0.0014, 0.0290, 9.0000, 0.3626, -657.9100, 1965.4459, 12.0000, 22.7500, 0.0004, 0.5474, 148.4765, 0.8143, 0.1547, 17.0000, 0.0232, 9.1636, 1.5604, 7.0330, 6.0000, 51.7306, 8.9200, 11.6957, 14.8143, 67.3507, 8.0000, 0.0000, 0.6947
11, 5509, 4.1584, 4.0000, 0.0010, 0.0259, 7.3000, 0.3960, -734.1400, 1791.7527, 12.0000, 25.2500, 0.0004, 0.4904, 146.0799, 0.8000, 0.1648, 22.0000, 0.0278, 9.4659, 1.4851, 7.5545, 6.0000, 55.5627, 8.3800, 11.7823, 14.8525, 68.4557, 4.0000, 0.0037, 0.6538
12, 6052, 4.1156, 4.0000, 0.0006, 0.0289, 7.6000, 0.4014, -711.4700, 2522.9409, 11.0000, 24.5000, 0.0002, 0.4967, 245.2048, 0.8055, 0.1631, 28.0000, 0.0376, 10.0431, 1.3946, 6.8095, 3.1000, 63.9879, 9.3900, 10.4208, 14.6980, 40.7822, 6.0000, 0.0000, 0.6078
13, 6852, 4.0440, 4.0000, 0.0007, 0.0296, 8.8000, 0.3077, -658.2400, 2186.0319, 11.0000, 22.7500, 0.0003, 0.5263, 157.3407, 0.8123, 0.1561, 13.0000, 0.0672, 9.3281, 1.4945, 7.7692, 3.1000, 57.3086, 9.5900, 10.9177, 14.3747, 63.5563, 5.0000, 0.0000, 0.6632
14, 7361, 4.1182, 4.0000, 0.0013, 0.0292, 8.9000, 0.3727, -635.9100, 1854.0784, 10.5000, 22.0000, 0.0004, 0.4696, 160.3025, 0.8117, 0.1558, 18.0000, 0.0455, 9.7171, 1.4909, 7.7818, 6.7000, 58.3741, 8.3000, 10.5827, 13.8909, 62.3821, 6.0000, 0.0000, 0.6261
15, 7980, 3.9885, 4.0000, 0.0008, 0.0344, 8.6000, 0.3908, -843.4800, 1958.1289, 13.0000, 29.0000, 0.0005, 0.5222, 202.4691, 0.8086, 0.1570, 13.0000, 0.0409, 9.3143, 1.4138, 6.7011, 6.4000, 57.7931, 9.9900, 12.4028, 17.1172, 49.3902, 2.0000, 0.0000, 0.6556
16, 8448, 3.9672, 4.0000, 0.0027, 0.0325, 8.5000, 0.3934, -436.5900, 1328.1285, 6.5000, 15.2500, 0.0007, 0.5077, 156.2130, 0.8047, 0.1568, 11.0000, 0.0414, 8.7487, 1.6393, 7.3934, 7.2000, 52.6677, 9.0100, 9.7018, 12.0016, 64.0152, 3.0000, 0.0000, 0.6923
17, 8789, 3.4074, 4.0000, 0.0003, 0.0391, 8.8000, 0.3519, -624.2000, 1997.7093, 8.0000, 21.6000, 0.0005, 0.4414, 186.6732, 0.8028, 0.1563, 15.0000, 0.0551, 9.9441, 1.4444, 7.9259, 3.1000, 62.7110, 9.2600, 9.8784, 12.3437, 53.5696, 2.0000, 0.0000, 0.5856
18, 9355, 4.3678, 4.0000, 0.0018, 0.0174, 8.8000, 0.3563, -628.6900, 1786.3632, 11.5000, 21.7500, 0.0004, 0.5165, 156.9859, 0.8243, 0.1564, 12.0000, 0.0347, 9.1892, 1.5632, 8.0345, 3.1000, 52.5105, 9.9200, 11.3385, 15.5966, 63.7000, 5.0000, 0.0000, 0.6813
19, 9876, 4.2597, 4.0000, 0.0004, 0.0218, 8.1000, 0.4091, -745.5100, 2704.0482, 13.5000, 25.6667, 0.0002, 0.5312, 139.0625, 0.8161, 0.1609, 36.0000, 0.0368, 9.8442, 1.4675, 7.1169, 6.4000, 56.6301, 9.0500, 11.7369, 13.3835, 71.9101, 5.0000, 0.0000, 0.6438
