Atom No, Start Index, avg_internal_word_freq_class, average_word_length, sichels_s, punctuation_percentage, automated_readability_index, stopword_percentage, coleman_liau_index, honore_r_measure, linsear_write_formula, average_sentence_length, simpsons_d, hapax_legomena, yule_k_characteristic, alpha_chars_ratio, white_chars_ratio, syntactic_complexity, upper_chars_ratio, brunets_w, average_syllables_per_word, avg_external_word_freq_class, smog_index, flesch_reading_ease, dale_chall_readability_score, flesch_kincaid_grade, gunning_fog_index, yule_i, polysyllablcount, digit_chars_ratio, type_token_ratio
1, 0, 1.3333, 4.0000, 0.0078, 0.0000, -0.5000, 0.0000, -463.6600, 1386.2944, 7.0000, 16.0000, 0.0017, 0.7647, 138.4083, 0.7816, 0.1839, 0.0000, 0.0690, 5.9195, 1.6667, 13.6667, 3.1000, 62.7900, 10.9300, 5.2467, 16.4000, 72.2500, 0.0000, 0.0230, 0.8824
2, 15, 3.3669, 3.0000, 0.0012, 0.0439, 5.5000, 0.3022, -829.6100, 1625.5113, 10.5000, 28.4000, 0.0003, 0.4150, 124.9479, 0.7481, 0.1778, 18.0000, 0.0637, 10.0785, 1.4676, 8.1727, 3.1000, 54.4568, 8.5900, 12.5700, 16.4304, 80.0333, 3.0000, 0.0311, 0.5986
3, 677, 3.4274, 4.0000, 0.0018, 0.0173, 8.1000, 0.3419, -678.3500, 1314.3600, 15.5000, 23.4000, 0.0005, 0.3689, 171.9968, 0.8035, 0.1604, 20.0000, 0.0434, 10.1086, 1.7094, 7.8205, 5.7000, 38.4686, 8.6800, 13.7069, 16.5395, 58.1406, 11.0000, 0.0188, 0.5738
4, 1371, 3.8359, 4.0000, 0.0009, 0.0220, 9.3000, 0.3359, -615.7000, 2010.1268, 11.0000, 21.3333, 0.0002, 0.5448, 105.8142, 0.8199, 0.1541, 25.0000, 0.0181, 9.4902, 1.6406, 7.7266, 6.4000, 46.3848, 9.8800, 12.0894, 14.1583, 94.5053, 6.0000, 0.0039, 0.6866
5, 2145, 4.3111, 4.0000, 0.0009, 0.0225, 7.2000, 0.3630, -486.3000, 1898.1281, 6.5000, 16.8750, 0.0002, 0.4895, 119.3212, 0.8093, 0.1656, 29.0000, 0.0450, 9.7779, 1.3259, 8.3037, 3.1000, 77.5335, 8.5600, 6.6372, 10.3056, 83.8074, 4.0000, 0.0000, 0.6434
6, 2902, 4.0795, 4.0000, 0.0008, 0.0192, 6.3000, 0.3523, -2592.7500, 1726.9728, 44.5000, 88.0000, 0.0005, 0.4831, 189.3700, 0.8102, 0.1706, 16.0000, 0.0277, 9.4507, 1.2955, 7.7614, 15.9000, 7.9195, 12.9700, 34.0164, 37.9273, 52.8067, 4.0000, 0.0000, 0.6292
7, 3373, 3.9107, 4.0000, 0.0027, 0.0137, 4.0000, 0.3929, -543.2400, 1274.6947, 8.5000, 18.6667, 0.0015, 0.4237, 172.3643, 0.8014, 0.1849, 13.0000, 0.0582, 8.8560, 1.2857, 7.8571, 7.8000, 79.1169, 6.7000, 6.8614, 10.3238, 58.0167, 1.0000, 0.0000, 0.6441
8, 3667, 4.1200, 4.0000, 0.0005, 0.0240, 6.1000, 0.3760, -557.4100, 1618.7920, 8.0000, 19.2308, 0.0002, 0.3612, 149.4889, 0.8024, 0.1736, 60.0000, 0.0421, 10.9864, 1.4680, 7.5760, 5.4000, 63.1230, 7.7700, 9.2324, 12.0123, 66.8946, 6.0000, 0.0000, 0.5133
9, 5000, 3.8095, 4.0000, 0.0006, 0.0193, 6.1000, 0.3757, -609.8500, 2154.9404, 11.0000, 21.0000, 0.0002, 0.4394, 180.5938, 0.8075, 0.1731, 37.0000, 0.0464, 10.3986, 1.4444, 7.6296, 5.8000, 63.3200, 8.0300, 9.6444, 13.9026, 55.3729, 4.0000, 0.0000, 0.5758
10, 6036, 3.9550, 4.0000, 0.0012, 0.0225, 7.5000, 0.3694, -643.6400, 2014.6324, 11.0000, 22.2000, 0.0003, 0.5517, 121.8787, 0.8071, 0.1640, 22.0000, 0.0305, 9.3217, 1.6577, 7.5676, 3.1000, 44.0642, 9.6400, 12.6284, 16.8079, 82.0488, 6.0000, 0.0064, 0.6983
11, 6660, 3.9314, 4.0000, 0.0016, 0.0264, 8.4000, 0.3725, -740.0700, 1475.5866, 11.5000, 25.5000, 0.0004, 0.5283, 124.5995, 0.8155, 0.1582, 19.0000, 0.0193, 9.2956, 1.7157, 7.5196, 6.0000, 35.8054, 9.9700, 14.6001, 18.8275, 80.2571, 2.0000, 0.0000, 0.6887
